datetime,PC1_coefficient,PC2_coefficient,PC1_PC2_amplitude,fase
1979-01-01,0.3335,0.89617,0.95622,4
1979-01-02,0.22556,1.01589,1.04062,4
1979-01-03,0.08021,1.11904,1.12191,4
1979-01-04,-0.09828,1.1961,1.20013,5
1979-01-05,-0.30273,1.23853,1.27499,5
1979-01-06,-0.52329,1.23947,1.34541,5
1979-01-07,-0.74815,1.19433,1.40931,5
1979-01-08,-0.96427,1.10118,1.4637,5
1979-01-09,-1.15835,0.96101,1.5051,6
1979-01-10,-1.3178,0.77774,1.53019,6
1979-01-11,-1.43175,0.55802,1.53665,6
1979-01-12,-1.49193,0.31082,1.52397,6
1979-01-13,-1.49333,0.04692,1.49407,6
1979-01-14,-1.43468,-0.22186,1.45173,8
1979-01-15,-1.31863,-0.4834,1.40444,8
1979-01-16,-1.1516,-0.72608,1.36138,8
1979-01-17,-0.94335,-0.93951,1.33139,8
1979-01-18,-0.70627,-1.11525,1.32008,8
1979-01-19,-0.45448,-1.24728,1.3275,8
1979-01-20,-0.20275,-1.33232,1.34766,8
1979-01-21,0.03461,-1.36999,1.37043,1
1979-01-22,0.24482,-1.36274,1.38456,1
1979-01-23,0.41754,-1.31555,1.38022,1
1979-01-24,0.5457,-1.23549,1.35063,1
1979-01-25,0.62585,-1.13115,1.29274,1
1979-01-26,0.65844,-1.01199,1.20734,1
1979-01-27,0.64758,-0.88762,1.09874,1
1979-01-28,0.6006,-0.76716,0.97429,1
1979-01-29,0.52736,-0.65859,0.84371,1
1979-01-30,0.43927,-0.56831,0.71829,1
1979-01-31,0.34831,-0.50076,0.60998,1
1979-02-01,0.26592,-0.45825,0.52982,1
1979-02-02,0.20203,-0.44094,0.48502,1
1979-02-03,0.16422,-0.44698,0.47619,1
1979-02-04,0.15712,-0.4728,0.49823,1
1979-02-05,0.18207,-0.51348,0.5448,1
1979-02-06,0.23709,-0.56319,0.61106,1
1979-02-07,0.31719,-0.61572,0.69262,1
1979-02-08,0.41488,-0.66489,0.78372,1
1979-02-09,0.52101,-0.705,0.87663,1
1979-02-10,0.6256,-0.73116,0.96227,1
1979-02-11,0.71889,-0.73952,1.03135,1
1979-02-12,0.79225,-0.72741,1.07554,2
1979-02-13,0.83899,-0.69335,1.08842,2
1979-02-14,0.85499,-0.63701,1.0662,2
1979-02-15,0.83904,-0.559,1.0082,2
1979-02-16,0.7929,-0.4607,0.91703,2
1979-02-17,0.72109,-0.34407,0.79897,2
1979-02-18,0.63037,-0.21133,0.66486,2
1979-02-19,0.52901,-0.06487,0.53297,2
1979-02-20,0.42588,0.09295,0.43591,4
1979-02-21,0.32957,0.25989,0.41971,4
1979-02-22,0.24737,0.43377,0.49935,4
1979-02-23,0.18455,0.6125,0.6397,4
1979-02-24,0.14373,0.79393,0.80683,4
1979-02-25,0.12449,0.9757,0.98361,4
1979-02-26,0.12342,1.15514,1.16171,4
1979-02-27,0.13432,1.32909,1.33586,4
1979-02-28,0.14883,1.49384,1.50124,4
1979-03-01,0.15719,1.6451,1.65259,4
1979-03-02,0.14929,1.778,1.78426,4
1979-03-03,0.11567,1.8873,1.89084,4
1979-03-04,0.04867,1.9675,1.9681,4
1979-03-05,-0.05671,2.01322,2.01402,5
1979-03-06,-0.20203,2.01948,2.02956,5
1979-03-07,-0.38501,1.9821,2.01915,5
1979-03-08,-0.59935,1.89805,1.99044,5
1979-03-09,-0.83505,1.76583,1.95332,5
1979-03-10,-1.07896,1.5857,1.91797,5
1979-03-11,-1.31569,1.35994,1.89222,5
1979-03-12,-1.52877,1.0929,1.87925,6
1979-03-13,-1.7019,0.79097,1.87672,6
1979-03-14,-1.82026,0.46243,1.87808,6
1979-03-15,-1.8718,0.11716,1.87546,6
1979-03-16,-1.84824,-0.23379,1.86297,8
1979-03-17,-1.7459,-0.57862,1.83929,8
1979-03-18,-1.56612,-0.90541,1.809,8
1979-03-19,-1.31531,-1.20262,1.78223,8
1979-03-20,-1.00462,-1.45971,1.77201,8
1979-03-21,-0.64922,-1.66763,1.78955,8
1979-03-22,-0.26726,-1.81931,1.83883,8
1979-03-23,0.12137,-1.90995,1.9138,1
1979-03-24,0.49644,-1.93732,1.99992,1
1979-03-25,0.83879,-1.90181,2.07857,1
1979-03-26,1.13162,-1.80642,2.1316,1
1979-03-27,1.36163,-1.65657,2.14436,1
1979-03-28,1.51982,-1.45986,2.10738,2
1979-03-29,1.60196,-1.22564,2.01705,2
1979-03-30,1.6087,-0.9646,1.87573,2
1979-03-31,1.54526,-0.68826,1.69161,2
1979-04-01,1.42084,-0.40843,1.47838,2
1979-04-02,1.24769,-0.13671,1.25515,2
1979-04-03,1.04001,0.11599,1.04646,4
1979-04-04,0.81279,0.33993,0.88101,4
1979-04-05,0.5806,0.52682,0.78399,4
1979-04-06,0.35657,0.67022,0.75917,4
1979-04-07,0.15147,0.76566,0.7805,4
1979-04-08,-0.02682,0.81082,0.81126,5
1979-04-09,-0.17364,0.80553,0.82403,5
1979-04-10,-0.2875,0.75174,0.80484,5
1979-04-11,-0.36974,0.65339,0.75075,5
1979-04-12,-0.42396,0.51622,0.668,5
1979-04-13,-0.45527,0.34751,0.57274,6
1979-04-14,-0.4694,0.1558,0.49458,6
1979-04-15,-0.47191,-0.04948,0.47449,8
1979-04-16,-0.46737,-0.25837,0.53403,8
1979-04-17,-0.45882,-0.46075,0.65024,8
1979-04-18,-0.44738,-0.64679,0.78644,8
1979-04-19,-0.43216,-0.80729,0.91569,8
1979-04-20,-0.41045,-0.93412,1.02032,8
1979-04-21,-0.37818,-1.0205,1.08832,8
1979-04-22,-0.3305,-1.06135,1.11162,8
1979-04-23,-0.26263,-1.05349,1.08574,8
1979-04-24,-0.17065,-0.99586,1.01038,8
1979-04-25,-0.0523,-0.88955,0.89108,8
1979-04-26,0.09237,-0.7378,0.74356,1
1979-04-27,0.26054,-0.5459,0.60489,1
1979-04-28,0.44641,-0.32101,0.54985,2
1979-04-29,0.64137,-0.0718,0.64538,2
1979-04-30,0.83437,0.19188,0.85615,4
1979-05-01,1.01265,0.45946,1.11201,4
1979-05-02,1.16265,0.72014,1.36761,4
1979-05-03,1.2711,0.96339,1.59493,4
1979-05-04,1.32615,1.17944,1.77476,4
1979-05-05,1.31849,1.35976,1.89404,4
1979-05-06,1.24224,1.49743,1.94562,4
1979-05-07,1.09567,1.58745,1.92886,4
1979-05-08,0.88164,1.62698,1.85051,4
1979-05-09,0.60758,1.61541,1.72589,4
1979-05-10,0.28521,1.55429,1.58024,4
1979-05-11,-0.07021,1.44726,1.44896,5
1979-05-12,-0.44076,1.29971,1.37241,5
1979-05-13,-0.80719,1.11849,1.37934,5
1979-05-14,-1.15018,0.9115,1.46756,6
1979-05-15,-1.45174,0.68721,1.60618,6
1979-05-16,-1.69649,0.45424,1.75625,6
1979-05-17,-1.8727,0.22091,1.88568,6
1979-05-18,-1.9731,-0.00512,1.97311,8
1979-05-19,-1.99533,-0.21719,2.00711,8
1979-05-20,-1.94193,-0.40985,1.98471,8
1979-05-21,-1.82007,-0.57898,1.90994,8
1979-05-22,-1.6408,-0.72187,1.79257,8
1979-05-23,-1.41806,-0.83708,1.6467,8
1979-05-24,-1.16754,-0.92442,1.48919,8
1979-05-25,-0.90529,-0.98464,1.33756,8
1979-05-26,-0.64652,-1.01931,1.20706,8
1979-05-27,-0.4044,-1.03053,1.10704,8
1979-05-28,-0.18908,-1.0207,1.03807,8
1979-05-29,-0.00714,-0.99232,0.99235,8
1979-05-30,0.1388,-0.94785,0.95796,1
1979-05-31,0.24994,-0.88959,0.92403,1
1979-06-01,0.33093,-0.81962,0.88391,1
1979-06-02,0.38907,-0.73985,0.83591,1
1979-06-03,0.4334,-0.65199,0.78289,1
1979-06-04,0.47359,-0.55768,0.73164,1
1979-06-05,0.51876,-0.4586,0.6924,2
1979-06-06,0.57648,-0.35647,0.67779,2
1979-06-07,0.65185,-0.25321,0.6993,2
1979-06-08,0.74687,-0.15091,0.76197,2
1979-06-09,0.86016,-0.05186,0.86173,2
1979-06-10,0.98696,0.04156,0.98784,4
1979-06-11,1.11953,0.12691,1.1267,4
1979-06-12,1.24782,0.2019,1.26405,4
1979-06-13,1.36043,0.2645,1.3859,4
1979-06-14,1.44565,0.31315,1.47918,4
1979-06-15,1.49264,0.34689,1.53242,4
1979-06-16,1.49253,0.36547,1.53663,4
1979-06-17,1.43933,0.36949,1.486,4
1979-06-18,1.33065,0.36034,1.37858,4
1979-06-19,1.16813,0.34019,1.21666,4
1979-06-20,0.95744,0.31185,1.00694,4
1979-06-21,0.70801,0.27857,0.76084,4
1979-06-22,0.43241,0.24379,0.4964,4
1979-06-23,0.14541,0.21089,0.25616,4
1979-06-24,-0.1371,0.18286,0.22855,5
1979-06-25,-0.39933,0.16206,0.43097,6
1979-06-26,-0.62684,0.14994,0.64452,6
1979-06-27,-0.80756,0.14693,0.82082,6
1979-06-28,-0.9328,0.15229,0.94515,6
1979-06-29,-0.9978,0.16417,1.01122,6
1979-06-30,-1.0021,0.17971,1.01809,6
1979-07-01,-0.94944,0.19525,0.96931,6
1979-07-02,-0.84739,0.20662,0.87222,6
1979-07-03,-0.70664,0.2095,0.73705,6
1979-07-04,-0.54009,0.19986,0.57588,6
1979-07-05,-0.36168,0.1743,0.40149,6
1979-07-06,-0.18532,0.13046,0.22664,6
1979-07-07,-0.02368,0.06736,0.07141,5
1979-07-08,0.11274,-0.01443,0.11366,2
1979-07-09,0.21639,-0.11266,0.24397,2
1979-07-10,0.28319,-0.2234,0.3607,2
1979-07-11,0.31263,-0.34122,0.46278,1
1979-07-12,0.30767,-0.45943,0.55293,1
1979-07-13,0.27423,-0.57052,0.633,1
1979-07-14,0.22051,-0.66658,0.7021,1
1979-07-15,0.15605,-0.73986,0.75614,1
1979-07-16,0.09074,-0.78332,0.78856,1
1979-07-17,0.0338,-0.79112,0.79184,1
1979-07-18,-0.00719,-0.75909,0.75912,8
1979-07-19,-0.02696,-0.6851,0.68563,8
1979-07-20,-0.02319,-0.56929,0.56976,8
1979-07-21,0.00332,-0.41415,0.41417,1
1979-07-22,0.04872,-0.2245,0.22973,1
1979-07-23,0.10639,-0.00725,0.10663,2
1979-07-24,0.16762,0.22894,0.28374,4
1979-07-25,0.22239,0.47409,0.52366,4
1979-07-26,0.26035,0.71748,0.76326,4
1979-07-27,0.27178,0.9482,0.98638,4
1979-07-28,0.24857,1.15576,1.18218,4
1979-07-29,0.18499,1.33066,1.34346,4
1979-07-30,0.07841,1.4649,1.467,4
1979-07-31,-0.07043,1.55238,1.55397,5
1979-08-01,-0.25725,1.58917,1.60985,5
1979-08-02,-0.47446,1.5737,1.64367,5
1979-08-03,-0.71165,1.50678,1.66638,5
1979-08-04,-0.95625,1.39147,1.68837,5
1979-08-05,-1.19446,1.23285,1.71658,5
1979-08-06,-1.41217,1.03772,1.75246,6
1979-08-07,-1.59602,0.81417,1.79169,6
1979-08-08,-1.7343,0.57114,1.82593,6
1979-08-09,-1.81778,0.31793,1.84537,6
1979-08-10,-1.84032,0.0638,1.84142,6
1979-08-11,-1.79925,-0.18251,1.80848,8
1979-08-12,-1.69551,-0.41311,1.74512,8
1979-08-13,-1.53353,-0.62129,1.6546,8
1979-08-14,-1.3208,-0.80167,1.54505,8
1979-08-15,-1.06734,-0.95041,1.42916,8
1979-08-16,-0.78497,-1.06521,1.32319,8
1979-08-17,-0.48645,-1.14528,1.24431,8
1979-08-18,-0.1847,-1.19129,1.20552,8
1979-08-19,0.10807,-1.2052,1.21004,1
1979-08-20,0.38102,-1.19009,1.2496,1
1979-08-21,0.62526,-1.14992,1.30892,1
1979-08-22,0.83426,-1.08933,1.37209,1
1979-08-23,1.00399,-1.01342,1.42653,1
1979-08-24,1.133,-0.92745,1.46419,2
1979-08-25,1.22222,-0.83668,1.48117,2
1979-08-26,1.27464,-0.74614,1.47697,2
1979-08-27,1.29491,-0.66041,1.4536,2
1979-08-28,1.28884,-0.58345,1.41475,2
1979-08-29,1.26287,-0.51846,1.36515,2
1979-08-30,1.22362,-0.46773,1.30997,2
1979-08-31,1.1774,-0.43256,1.25434,2
1979-09-01,1.12988,-0.41319,1.20306,2
1979-09-02,1.08579,-0.40877,1.16019,2
1979-09-03,1.04879,-0.41739,1.12879,2
1979-09-04,1.02135,-0.43617,1.11058,2
1979-09-05,1.00479,-0.46135,1.10565,2
1979-09-06,0.99939,-0.48849,1.11238,2
1979-09-07,1.00444,-0.51264,1.1277,2
1979-09-08,1.01849,-0.52869,1.14754,2
1979-09-09,1.03943,-0.53155,1.16746,2
1979-09-10,1.06467,-0.51654,1.18336,2
1979-09-11,1.0913,-0.47961,1.19204,2
1979-09-12,1.11614,-0.41769,1.19173,2
1979-09-13,1.13588,-0.3289,1.18254,2
1979-09-14,1.14712,-0.21274,1.16668,2
1979-09-15,1.14644,-0.07017,1.14859,2
1979-09-16,1.13049,0.09627,1.13458,4
1979-09-17,1.09603,0.28262,1.13189,4
1979-09-18,1.04009,0.48358,1.14701,4
1979-09-19,0.96004,0.69275,1.18388,4
1979-09-20,0.8538,0.90295,1.2427,4
1979-09-21,0.72,1.10657,1.32018,4
1979-09-22,0.55812,1.29594,1.41101,4
1979-09-23,0.3687,1.46377,1.50949,4
1979-09-24,0.15347,1.60348,1.61081,4
1979-09-25,-0.08459,1.70958,1.71167,5
1979-09-26,-0.34119,1.77791,1.81035,5
1979-09-27,-0.61079,1.80585,1.90635,5
1979-09-28,-0.88675,1.79241,1.99977,5
1979-09-29,-1.16156,1.73822,2.09061,5
1979-09-30,-1.42709,1.64546,2.1781,5
1979-10-01,-1.67499,1.51764,2.26027,6
1979-10-02,-1.8971,1.35937,2.33385,6
1979-10-03,-2.08583,1.17604,2.39453,6
1979-10-04,-2.23462,0.97351,2.43747,6
1979-10-05,-2.33825,0.7578,2.45798,6
1979-10-06,-2.39316,0.53474,2.45217,6
1979-10-07,-2.39766,0.30977,2.41759,6
1979-10-08,-2.35206,0.08771,2.35369,6
1979-10-09,-2.25858,-0.12733,2.26216,8
1979-10-10,-2.12131,-0.332,2.14713,8
1979-10-11,-1.94594,-0.52369,2.01517,8
1979-10-12,-1.73944,-0.70042,1.87516,8
1979-10-13,-1.50972,-0.86074,1.73785,8
1979-10-14,-1.26517,-1.0035,1.61482,8
1979-10-15,-1.01428,-1.12776,1.51678,8
1979-10-16,-0.76521,-1.23261,1.45082,8
1979-10-17,-0.52545,-1.31705,1.418,8
1979-10-18,-0.3015,-1.37997,1.41253,8
1979-10-19,-0.09866,-1.42012,1.42355,8
1979-10-20,0.0791,-1.43621,1.43838,1
1979-10-21,0.22919,-1.427,1.44528,1
1979-10-22,0.35041,-1.39152,1.43497,1
1979-10-23,0.44286,-1.32927,1.4011,1
1979-10-24,0.50779,-1.24038,1.34029,1
1979-10-25,0.54745,-1.12587,1.25191,1
1979-10-26,0.56495,-0.98776,1.13791,1
1979-10-27,0.56401,-0.82919,1.00283,1
1979-10-28,0.54885,-0.6544,0.85409,1
1979-10-29,0.52401,-0.46867,0.70302,2
1979-10-30,0.4942,-0.27813,0.56709,2
1979-10-31,0.46417,-0.08952,0.47273,2
1979-11-01,0.43858,0.09018,0.44775,4
1979-11-02,0.42186,0.25409,0.49247,4
1979-11-03,0.41809,0.39593,0.57581,4
1979-11-04,0.43083,0.51036,0.66789,4
1979-11-05,0.46298,0.59336,0.75261,4
1979-11-06,0.51658,0.64259,0.82449,4
1979-11-07,0.59263,0.65756,0.88521,4
1979-11-08,0.69094,0.63975,0.94163,4
1979-11-09,0.80998,0.59253,1.00357,4
1979-11-10,0.94679,0.52108,1.08071,4
1979-11-11,1.09695,0.43199,1.17895,4
1979-11-12,1.25465,0.33297,1.29808,4
1979-11-13,1.41279,0.23228,1.43176,4
1979-11-14,1.56332,0.13823,1.56942,4
1979-11-15,1.6975,0.05864,1.69851,4
1979-11-16,1.80641,0.00027,1.80641,4
1979-11-17,1.88142,-0.03159,1.88168,2
1979-11-18,1.91475,-0.03356,1.91504,2
1979-11-19,1.9,-0.00437,1.90001,2
1979-11-20,1.8327,0.055,1.83352,4
1979-11-21,1.71067,0.14138,1.7165,4
1979-11-22,1.5344,0.24957,1.55457,4
1979-11-23,1.30717,0.37269,1.35926,4
1979-11-24,1.03502,0.50257,1.15059,4
1979-11-25,0.72659,0.63034,0.96191,4
1979-11-26,0.39272,0.74693,0.84388,4
1979-11-27,0.04588,0.84368,0.84492,4
1979-11-28,-0.30049,0.91287,0.96105,5
1979-11-29,-0.63272,0.94824,1.13995,5
1979-11-30,-0.93777,0.94537,1.33159,5
1979-12-01,-1.20399,0.90191,1.50434,6
1979-12-02,-1.42182,0.81778,1.64023,6
1979-12-03,-1.58439,0.69512,1.73017,6
1979-12-04,-1.68788,0.53816,1.7716,6
1979-12-05,-1.73176,0.35295,1.76736,6
1979-12-06,-1.71872,0.14701,1.725,6
1979-12-07,-1.65443,-0.07115,1.65596,8
1979-12-08,-1.54709,-0.29247,1.57449,8
1979-12-09,-1.40675,-0.50794,1.49564,8
1979-12-10,-1.24464,-0.70897,1.4324,8
1979-12-11,-1.07228,-0.88792,1.39219,8
1979-12-12,-0.9007,-1.03843,1.37463,8
1979-12-13,-0.7397,-1.15569,1.37214,8
1979-12-14,-0.59719,-1.23661,1.37326,8
1979-12-15,-0.47875,-1.27991,1.36652,8
1979-12-16,-0.38737,-1.28604,1.34311,8
1979-12-17,-0.32342,-1.25705,1.29799,8
1979-12-18,-0.2848,-1.1964,1.22983,8
1979-12-19,-0.26733,-1.10862,1.1404,8
1979-12-20,-0.26528,-0.99905,1.03367,8
1979-12-21,-0.272,-0.87345,0.91483,8
1979-12-22,-0.2806,-0.73769,0.78926,8
1979-12-23,-0.28464,-0.59741,0.66175,8
1979-12-24,-0.27873,-0.45777,0.53595,8
1979-12-25,-0.25904,-0.3232,0.41419,8
1979-12-26,-0.22356,-0.19726,0.29814,8
1979-12-27,-0.17229,-0.08252,0.19104,8
1979-12-28,-0.10717,0.01943,0.10892,6
1979-12-29,-0.03178,0.10801,0.11259,5
1979-12-30,0.049,0.18353,0.18996,4
1979-12-31,0.12958,0.24708,0.27899,4
1980-01-01,0.20419,0.30034,0.36318,4
1980-01-02,0.26754,0.34544,0.43692,4
1980-01-03,0.31534,0.38471,0.49743,4
1980-01-04,0.34476,0.42056,0.54381,4
1980-01-05,0.35475,0.4552,0.57711,4
1980-01-06,0.34615,0.49056,0.60039,4
1980-01-07,0.32168,0.5281,0.61836,4
1980-01-08,0.28565,0.5687,0.63641,4
1980-01-09,0.24363,0.6126,0.65927,4
1980-01-10,0.20188,0.65938,0.68959,4
1980-01-11,0.16678,0.70791,0.72729,4
1980-01-12,0.14418,0.75646,0.77007,4
1980-01-13,0.13886,0.8027,0.81463,4
1980-01-14,0.154,0.84391,0.85785,4
1980-01-15,0.1908,0.87704,0.89755,4
1980-01-16,0.24834,0.89891,0.93258,4
1980-01-17,0.3235,0.90642,0.96242,4
1980-01-18,0.4112,0.89672,0.9865,4
1980-01-19,0.50474,0.86741,1.00358,4
1980-01-20,0.59631,0.81677,1.01128,4
1980-01-21,0.6776,0.74385,1.0062,4
1980-01-22,0.74043,0.64868,0.98439,4
1980-01-23,0.7775,0.53236,0.94229,4
1980-01-24,0.78288,0.39707,0.87782,4
1980-01-25,0.75261,0.2461,0.79183,4
1980-01-26,0.68498,0.08374,0.69008,4
1980-01-27,0.58072,-0.08478,0.58687,2
1980-01-28,0.44299,-0.25356,0.51043,2
1980-01-29,0.27721,-0.41622,0.50008,1
1980-01-30,0.09062,-0.56622,0.57343,1
1980-01-31,-0.10811,-0.69716,0.7055,8
1980-02-01,-0.30957,-0.80316,0.86075,8
1980-02-02,-0.50415,-0.87914,1.01343,8
1980-02-03,-0.6827,-0.92118,1.14658,8
1980-02-04,-0.83708,-0.92678,1.24885,8
1980-02-05,-0.96062,-0.89508,1.313,8
1980-02-06,-1.04843,-0.827,1.33535,8
1980-02-07,-1.09763,-0.72529,1.31561,8
1980-02-08,-1.10732,-0.59445,1.2568,8
1980-02-09,-1.0785,-0.44066,1.16506,8
1980-02-10,-1.01383,-0.27147,1.04954,8
1980-02-11,-0.91726,-0.09546,0.92221,8
1980-02-12,-0.79368,0.0781,0.79752,6
1980-02-13,-0.6485,0.2398,0.69142,6
1980-02-14,-0.48722,0.38053,0.61821,6
1980-02-15,-0.31514,0.49201,0.58428,5
1980-02-16,-0.13706,0.56726,0.58359,5
1980-02-17,0.04282,0.60105,0.60257,4
1980-02-18,0.22106,0.59022,0.63026,4
1980-02-19,0.39482,0.53396,0.66408,4
1980-02-20,0.56185,0.43395,0.70992,4
1980-02-21,0.72023,0.29433,0.77806,4
1980-02-22,0.86823,0.1216,0.8767,4
1980-02-23,1.00403,-0.07567,1.00688,2
1980-02-24,1.1256,-0.28723,1.16167,2
1980-02-25,1.23055,-0.50164,1.32887,2
1980-02-26,1.31606,-0.70684,1.49387,2
1980-02-27,1.37898,-0.89083,1.64169,2
1980-02-28,1.41586,-1.04229,1.75813,2
1980-02-29,1.42321,-1.15123,1.83053,2
1980-03-01,1.39776,-1.20957,1.84846,2
1980-03-02,1.33671,-1.2117,1.80416,2
1980-03-03,1.23809,-1.15478,1.69304,2
1980-03-04,1.10102,-1.03908,1.51391,2
1980-03-05,0.92595,-0.868,1.26918,2
1980-03-06,0.71487,-0.64804,0.96488,2
1980-03-07,0.47136,-0.38855,0.61086,2
1980-03-08,0.20058,-0.10127,0.22469,2
1980-03-09,-0.09082,0.20014,0.21978,5
1980-03-10,-0.39492,0.50083,0.6378,5
1980-03-11,-0.70284,0.78548,1.05402,5
1980-03-12,-1.00505,1.03911,1.44564,5
1980-03-13,-1.29181,1.24786,1.79609,6
1980-03-14,-1.55356,1.39978,2.09115,6
1980-03-15,-1.7813,1.48548,2.31941,6
1980-03-16,-1.96699,1.4987,2.47288,6
1980-03-17,-2.10382,1.43673,2.5476,6
1980-03-18,-2.18653,1.30061,2.54411,6
1980-03-19,-2.21151,1.09518,2.46783,6
1980-03-20,-2.17699,0.82889,2.32945,6
1980-03-21,-2.08302,0.51348,2.14537,6
1980-03-22,-1.93148,0.16341,1.93838,6
1980-03-23,-1.726,-0.20483,1.73811,8
1980-03-24,-1.47185,-0.5735,1.57963,8
1980-03-25,-1.17578,-0.92453,1.49573,8
1980-03-26,-0.84583,-1.24041,1.50135,8
1980-03-27,-0.49115,-1.50509,1.5832,8
1980-03-28,-0.12175,-1.70481,1.70915,8
1980-03-29,0.25172,-1.82877,1.84601,1
1980-03-30,0.61826,-1.86975,1.96932,1
1980-03-31,0.96684,-1.82448,2.06482,1
1980-04-01,1.28666,-1.69375,2.12704,1
1980-04-02,1.56758,-1.48248,2.15756,2
1980-04-03,1.80043,-1.19938,2.16335,2
1980-04-04,1.9774,-0.85658,2.15495,2
1980-04-05,2.09242,-0.46896,2.14433,2
1980-04-06,2.14149,-0.05345,2.14216,2
1980-04-07,2.12296,0.37183,2.15528,4
1980-04-08,2.03776,0.7885,2.18499,4
1980-04-09,1.88946,1.17877,2.22701,4
1980-04-10,1.6843,1.52633,2.273,4
1980-04-11,1.431,1.81708,2.31291,4
1980-04-12,1.14045,2.0398,2.33697,4
1980-04-13,0.82527,2.18661,2.33717,4
1980-04-14,0.49923,2.25327,2.30791,4
1980-04-15,0.17656,2.23924,2.24619,4
1980-04-16,-0.12879,2.14767,2.15153,5
1980-04-17,-0.40394,1.98508,2.02576,5
1980-04-18,-0.63781,1.7609,1.87285,5
1980-04-19,-0.8218,1.48699,1.69896,5
1980-04-20,-0.95026,1.17688,1.51263,5
1980-04-21,-1.02093,0.84514,1.32535,6
1980-04-22,-1.03503,0.50654,1.15233,6
1980-04-23,-0.99715,0.17543,1.01246,6
1980-04-24,-0.915,-0.13504,0.92492,8
1980-04-25,-0.79885,-0.41338,0.89946,8
1980-04-26,-0.66075,-0.65032,0.9271,8
1980-04-27,-0.51379,-0.83909,0.98389,8
1980-04-28,-0.37105,-0.97562,1.0438,8
1980-04-29,-0.24472,-1.05861,1.08653,8
1980-04-30,-0.14521,-1.08938,1.09901,8
1980-05-01,-0.08036,-1.07169,1.0747,8
1980-05-02,-0.05489,-1.0114,1.01289,8
1980-05-03,-0.07005,-0.91606,0.91873,8
1980-05-04,-0.12355,-0.79441,0.80396,8
1980-05-05,-0.20977,-0.65589,0.68862,8
1980-05-06,-0.32018,-0.51013,0.60229,8
1980-05-07,-0.44402,-0.36645,0.57571,8
1980-05-08,-0.5692,-0.23338,0.61518,8
1980-05-09,-0.68319,-0.11831,0.69335,8
1980-05-10,-0.77406,-0.02717,0.77454,8
1980-05-11,-0.83143,0.03582,0.8322,6
1980-05-12,-0.84727,0.06825,0.85002,6
1980-05-13,-0.81659,0.06959,0.81955,6
1980-05-14,-0.73778,0.04109,0.73893,6
1980-05-15,-0.61284,-0.01435,0.613,8
1980-05-16,-0.44715,-0.09238,0.45659,8
1980-05-17,-0.24914,-0.18751,0.31182,8
1980-05-18,-0.02962,-0.29344,0.29494,8
1980-05-19,0.19905,-0.40341,0.44985,1
1980-05-20,0.42388,-0.51057,0.6636,1
1980-05-21,0.63221,-0.60838,0.87739,2
1980-05-22,0.81266,-0.69091,1.06666,2
1980-05-23,0.95592,-0.7532,1.21701,2
1980-05-24,1.05545,-0.79148,1.31924,2
1980-05-25,1.10783,-0.80332,1.36843,2
1980-05-26,1.11295,-0.78783,1.36357,2
1980-05-27,1.07393,-0.74558,1.30737,2
1980-05-28,0.99674,-0.67861,1.20582,2
1980-05-29,0.88962,-0.59027,1.06763,2
1980-05-30,0.7624,-0.48499,0.90359,2
1980-05-31,0.62564,-0.36804,0.72587,2
1980-06-01,0.48978,-0.24514,0.5477,2
1980-06-02,0.3643,-0.12219,0.38425,2
1980-06-03,0.25708,-0.00482,0.25712,2
1980-06-04,0.17376,0.10187,0.20143,4
1980-06-05,0.11751,0.19371,0.22656,4
1980-06-06,0.08882,0.26762,0.28198,4
1980-06-07,0.08566,0.32189,0.33309,4
1980-06-08,0.10379,0.35619,0.371,4
1980-06-09,0.13723,0.37159,0.39612,4
1980-06-10,0.17892,0.37049,0.41143,4
1980-06-11,0.22134,0.35639,0.41953,4
1980-06-12,0.25724,0.33363,0.42129,4
1980-06-13,0.28021,0.30704,0.41569,4
1980-06-14,0.28526,0.28158,0.40083,4
1980-06-15,0.26912,0.26193,0.37554,4
1980-06-16,0.23045,0.25212,0.34157,4
1980-06-17,0.16986,0.25519,0.30655,4
1980-06-18,0.08968,0.27293,0.28729,4
1980-06-19,-0.00629,0.3057,0.30576,5
1980-06-20,-0.1133,0.35235,0.37012,5
1980-06-21,-0.2261,0.4103,0.46847,5
1980-06-22,-0.33949,0.47567,0.58439,5
1980-06-23,-0.44877,0.54356,0.70487,5
1980-06-24,-0.55015,0.60841,0.82026,5
1980-06-25,-0.64103,0.66443,0.92324,5
1980-06-26,-0.72008,0.70603,1.00846,6
1980-06-27,-0.78725,0.72831,1.07247,6
1980-06-28,-0.84358,0.72744,1.11391,6
1980-06-29,-0.89088,0.70107,1.13365,6
1980-06-30,-0.93133,0.64849,1.13487,6
1980-07-01,-0.96708,0.57085,1.123,6
1980-07-02,-0.99976,0.47111,1.1052,6
1980-07-03,-1.03013,0.35387,1.08921,6
1980-07-04,-1.05774,0.22515,1.08143,6
1980-07-05,-1.08083,0.09193,1.08474,6
1980-07-06,-1.0963,-0.03827,1.09697,8
1980-07-07,-1.09985,-0.15799,1.11114,8
1980-07-08,-1.08629,-0.26034,1.11705,8
1980-07-09,-1.05002,-0.33952,1.10355,8
1980-07-10,-0.98555,-0.39131,1.06039,8
1980-07-11,-0.88806,-0.41339,0.97956,8
1980-07-12,-0.75404,-0.40556,0.85618,8
1980-07-13,-0.58177,-0.36981,0.68935,8
