datetime,PC1_coefficient,PC2_coefficient,PC1_PC2_amplitude,fase
2013-12-21,-0.81375,0.36604,0.89228,6
2013-12-22,-0.82101,0.34006,0.88865,6
2013-12-23,-0.78097,0.28566,0.83157,6
2013-12-24,-0.69978,0.20336,0.72873,6
2013-12-25,-0.58558,0.09581,0.59337,6
2013-12-26,-0.44785,-0.0322,0.44901,8
2013-12-27,-0.29678,-0.1741,0.34408,8
2013-12-28,-0.1426,-0.32185,0.35203,8
2013-12-29,0.00504,-0.46648,0.46651,1
2013-12-30,0.13761,-0.59869,0.61431,1
2013-12-31,0.24814,-0.70948,0.75162,1
2014-01-01,0.33149,-0.79071,0.85738,1
2014-01-02,0.38448,-0.8357,0.9199,1
2014-01-03,0.40586,-0.83968,0.93262,1
2014-01-04,0.39619,-0.80007,0.89279,1
2014-01-05,0.35755,-0.71671,0.80095,1
2014-01-06,0.29318,-0.59189,0.66052,1
2014-01-07,0.2071,-0.43018,0.47744,1
2014-01-08,0.10372,-0.23821,0.25981,1
2014-01-09,-0.01252,-0.02426,0.0273,8
2014-01-10,-0.13745,0.20216,0.24446,5
2014-01-11,-0.26736,0.43088,0.50709,5
2014-01-12,-0.39911,0.65154,0.76407,5
2014-01-13,-0.53013,0.85419,1.00532,5
2014-01-14,-0.6583,1.02968,1.22213,5
2014-01-15,-0.78177,1.17017,1.40729,5
2014-01-16,-0.8988,1.26935,1.55534,5
2014-01-17,-1.00746,1.32279,1.66275,5
2014-01-18,-1.10545,1.328,1.72789,5
2014-01-19,-1.18996,1.28454,1.75102,5
2014-01-20,-1.25762,1.19396,1.73411,6
2014-01-21,-1.30451,1.05967,1.68067,6
2014-01-22,-1.32633,0.88685,1.59551,6
2014-01-23,-1.3187,0.68212,1.48467,6
2014-01-24,-1.27745,0.45339,1.35552,6
2014-01-25,-1.19911,0.20946,1.21727,6
2014-01-26,-1.08132,-0.0402,1.08206,8
2014-01-27,-0.92326,-0.28586,0.9665,8
2014-01-28,-0.72604,-0.51783,0.89179,8
2014-01-29,-0.49297,-0.72683,0.87823,8
2014-01-30,-0.22963,-0.90433,0.93303,8
2014-01-31,0.05611,-1.04292,1.04443,1
2014-02-01,0.35431,-1.1366,1.19055,1
2014-02-02,0.65345,-1.18108,1.3498,1
2014-02-03,0.94087,-1.17406,1.50454,1
2014-02-04,1.20355,-1.11536,1.64091,2
2014-02-05,1.42886,-1.00707,1.74809,2
2014-02-06,1.60532,-0.85355,1.81813,2
2014-02-07,1.72342,-0.66131,1.84595,2
2014-02-08,1.7763,-0.43884,1.82971,2
2014-02-09,1.76023,-0.19627,1.77114,2
2014-02-10,1.67501,0.05506,1.67591,4
2014-02-11,1.52406,0.30312,1.55391,4
2014-02-12,1.31431,0.53577,1.41932,4
2014-02-13,1.05584,0.74138,1.29013,4
2014-02-14,0.76131,0.90949,1.18608,4
2014-02-15,0.44523,1.03139,1.12339,4
2014-02-16,0.12304,1.10062,1.10748,4
2014-02-17,-0.18977,1.11341,1.12946,5
2014-02-18,-0.47863,1.06892,1.17119,5
2014-02-19,-0.73077,0.96936,1.21395,5
2014-02-20,-0.93589,0.81989,1.24423,6
2014-02-21,-1.08677,0.62834,1.25534,6
2014-02-22,-1.17959,0.40482,1.24712,6
2014-02-23,-1.21398,0.16108,1.22462,6
2014-02-24,-1.19289,-0.09013,1.19629,8
2014-02-25,-1.12223,-0.33586,1.17141,8
2014-02-26,-1.01026,-0.56371,1.15689,8
2014-02-27,-0.8669,-0.76257,1.15456,8
2014-02-28,-0.70292,-0.92329,1.16042,8
2014-03-01,-0.52916,-1.03921,1.16618,8
2014-03-02,-0.35569,-1.10652,1.16228,8
2014-03-03,-0.1912,-1.12439,1.14053,8
2014-03-04,-0.04242,-1.09501,1.09583,8
2014-03-05,0.08618,-1.02333,1.02695,1
2014-03-06,0.19255,-0.91664,0.93664,1
2014-03-07,0.27701,-0.78405,0.83155,1
2014-03-08,0.34197,-0.63583,0.72196,1
2014-03-09,0.39152,-0.48266,0.62149,1
2014-03-10,0.43093,-0.33494,0.54579,2
2014-03-11,0.46598,-0.20207,0.50791,2
2014-03-12,0.50241,-0.09188,0.51074,2
2014-03-13,0.54529,-0.01015,0.54538,2
2014-03-14,0.59852,0.0397,0.59984,4
2014-03-15,0.66449,0.05679,0.66691,4
2014-03-16,0.74378,0.04267,0.745,4
2014-03-17,0.83514,0.00119,0.83514,4
2014-03-18,0.93553,-0.06185,0.93757,2
2014-03-19,1.04039,-0.13922,1.04967,2
2014-03-20,1.14396,-0.22273,1.16544,2
2014-03-21,1.2397,-0.30383,1.27639,2
2014-03-22,1.32081,-0.3742,1.37279,2
2014-03-23,1.38067,-0.42625,1.44497,2
2014-03-24,1.41332,-0.45362,1.48433,2
2014-03-25,1.41384,-0.45148,1.48417,2
2014-03-26,1.37862,-0.41684,1.44026,2
2014-03-27,1.30561,-0.34862,1.35135,2
2014-03-28,1.19432,-0.24765,1.21972,2
2014-03-29,1.04585,-0.11661,1.05234,2
2014-03-30,0.86277,0.04024,0.86371,4
2014-03-31,0.64888,0.2173,0.6843,4
2014-04-01,0.40903,0.40797,0.5777,4
2014-04-02,0.1488,0.60498,0.62301,4
2014-04-03,-0.1257,0.80079,0.8106,5
2014-04-04,-0.40812,0.9879,1.06888,5
2014-04-05,-0.69203,1.15917,1.35003,5
2014-04-06,-0.97111,1.30808,1.62915,5
2014-04-07,-1.23924,1.42896,1.89147,5
2014-04-08,-1.49057,1.51715,2.12686,5
2014-04-09,-1.71956,1.56914,2.32789,6
2014-04-10,-1.92101,1.58265,2.48899,6
2014-04-11,-2.09012,1.55667,2.60611,6
2014-04-12,-2.22248,1.49144,2.67653,6
2014-04-13,-2.31418,1.38848,2.69876,6
2014-04-14,-2.36192,1.25049,2.67253,6
2014-04-15,-2.36316,1.0813,2.5988,6
2014-04-16,-2.31627,0.88573,2.47984,6
2014-04-17,-2.22073,0.66951,2.31946,6
2014-04-18,-2.07732,0.43906,2.12321,6
2014-04-19,-1.88829,0.20131,1.89899,6
2014-04-20,-1.65743,-0.03651,1.65784,8
2014-04-21,-1.39018,-0.26713,1.41561,8
2014-04-22,-1.09349,-0.48347,1.1956,8
2014-04-23,-0.77575,-0.67899,1.03093,8
2014-04-24,-0.44652,-0.84787,0.95826,8
2014-04-25,-0.11612,-0.98529,0.99211,8
2014-04-26,0.2047,-1.08767,1.10676,1
2014-04-27,0.50537,-1.15278,1.25869,1
2014-04-28,0.77593,-1.17989,1.41217,1
2014-04-29,1.00763,-1.16977,1.54391,1
2014-04-30,1.19332,-1.12465,1.63977,2
2014-05-01,1.32794,-1.04811,1.69173,2
2014-05-02,1.40876,-0.94487,1.69628,2
2014-05-03,1.43552,-0.82058,1.6535,2
2014-05-04,1.41047,-0.68148,1.56647,2
2014-05-05,1.33821,-0.53409,1.44085,2
2014-05-06,1.22537,-0.38492,1.28441,2
2014-05-07,1.08025,-0.24012,1.10661,2
2014-05-08,0.9122,-0.10524,0.91826,2
2014-05-09,0.73117,0.01499,0.73133,4
2014-05-10,0.54702,0.11684,0.55936,4
2014-05-11,0.36898,0.1976,0.41856,4
2014-05-12,0.20516,0.25568,0.32781,4
2014-05-13,0.06215,0.29047,0.29705,4
2014-05-14,-0.05527,0.30232,0.30733,5
2014-05-15,-0.14425,0.29233,0.32598,5
2014-05-16,-0.20384,0.26225,0.33215,5
2014-05-17,-0.23484,0.21429,0.31791,6
2014-05-18,-0.23954,0.15097,0.28314,6
2014-05-19,-0.22132,0.07504,0.2337,6
2014-05-20,-0.18427,-0.01064,0.18458,8
2014-05-21,-0.1327,-0.10313,0.16806,8
2014-05-22,-0.07078,-0.19942,0.21161,8
2014-05-23,-0.00216,-0.29643,0.29644,8
2014-05-24,0.07024,-0.39097,0.39722,1
2014-05-25,0.14444,-0.47973,0.501,1
2014-05-26,0.21937,-0.55932,0.6008,1
2014-05-27,0.2948,-0.62624,0.69215,1
2014-05-28,0.37113,-0.67703,0.77208,1
2014-05-29,0.44913,-0.70837,0.83875,1
2014-05-30,0.52957,-0.71728,0.89159,1
2014-05-31,0.6129,-0.70135,0.93142,1
2014-06-01,0.69897,-0.65896,0.96062,2
2014-06-02,0.78671,-0.58954,0.98309,2
2014-06-03,0.87401,-0.49381,1.00386,2
2014-06-04,0.95766,-0.3739,1.02807,2
2014-06-05,1.03343,-0.23347,1.05948,2
2014-06-06,1.09627,-0.07767,1.09902,2
2014-06-07,1.14063,0.08699,1.14394,4
2014-06-08,1.16086,0.25293,1.18809,4
2014-06-09,1.15169,0.41185,1.22311,4
2014-06-10,1.1087,0.55522,1.23996,4
2014-06-11,1.02884,0.67484,1.23041,4
2014-06-12,0.91073,0.76343,1.18839,4
2014-06-13,0.75508,0.81519,1.11116,4
2014-06-14,0.56478,0.82631,1.00088,4
2014-06-15,0.34495,0.7954,0.86698,4
2014-06-16,0.10279,0.72372,0.73099,4
2014-06-17,-0.15271,0.61528,0.63395,5
2014-06-18,-0.41124,0.47669,0.62957,5
2014-06-19,-0.66173,0.31686,0.73368,6
2014-06-20,-0.89296,0.14647,0.90489,6
2014-06-21,-1.0943,-0.02271,1.09453,8
2014-06-22,-1.25632,-0.17864,1.26896,8
2014-06-23,-1.37145,-0.30982,1.40601,8
2014-06-24,-1.43446,-0.40615,1.49085,8
2014-06-25,-1.44286,-0.45976,1.51434,8
2014-06-26,-1.39707,-0.46557,1.4726,8
2014-06-27,-1.30048,-0.42183,1.36718,8
2014-06-28,-1.15929,-0.33025,1.20541,8
2014-06-29,-0.98215,-0.196,1.00151,8
2014-06-30,-0.77969,-0.02742,0.78017,8
2014-07-01,-0.56391,0.16457,0.58743,6
2014-07-02,-0.34745,0.36724,0.50556,5
2014-07-03,-0.1429,0.56693,0.58466,5
2014-07-04,0.03798,0.75005,0.75101,4
2014-07-05,0.18491,0.90413,0.92285,4
2014-07-06,0.28969,1.01872,1.05911,4
2014-07-07,0.34664,1.08617,1.14014,4
2014-07-08,0.35291,1.10222,1.15734,4
2014-07-09,0.30862,1.06628,1.11005,4
2014-07-10,0.21679,0.98149,1.00514,4
2014-07-11,0.08316,0.85439,0.85843,4
2014-07-12,-0.08423,0.69445,0.69954,5
2014-07-13,-0.27548,0.51324,0.5825,5
2014-07-14,-0.47945,0.32352,0.57839,6
2014-07-15,-0.6844,0.13821,0.69821,6
2014-07-16,-0.87866,-0.03065,0.87919,8
2014-07-17,-1.05126,-0.17282,1.06537,8
2014-07-18,-1.19252,-0.28066,1.2251,8
2014-07-19,-1.29454,-0.34974,1.34096,8
2014-07-20,-1.35161,-0.37906,1.40375,8
2014-07-21,-1.36037,-0.37112,1.41009,8
2014-07-22,-1.32002,-0.33158,1.36103,8
2014-07-23,-1.23218,-0.26874,1.26115,8
2014-07-24,-1.10076,-0.19275,1.11751,8
2014-07-25,-0.93164,-0.1147,0.93868,8
2014-07-26,-0.73228,-0.04559,0.7337,8
2014-07-27,-0.51122,0.00459,0.51124,6
2014-07-28,-0.2776,0.02777,0.27899,6
2014-07-29,-0.04063,0.01849,0.04464,6
2014-07-30,0.19096,-0.02562,0.19267,2
2014-07-31,0.40929,-0.10367,0.42222,2
2014-08-01,0.60779,-0.21156,0.64356,2
2014-08-02,0.78139,-0.34241,0.85312,2
2014-08-03,0.92676,-0.4871,1.04697,2
2014-08-04,1.04232,-0.63511,1.22057,2
2014-08-05,1.12821,-0.77543,1.369,2
2014-08-06,1.18607,-0.8975,1.48736,2
2014-08-07,1.21881,-0.99207,1.57153,2
2014-08-08,1.23029,-1.05203,1.61876,2
2014-08-09,1.22491,-1.07296,1.62839,2
2014-08-10,1.20721,-1.05345,1.60222,2
2014-08-11,1.18152,-0.99517,1.54478,2
2014-08-12,1.15158,-0.9027,1.46322,2
2014-08-13,1.12029,-0.78303,1.36681,2
2014-08-14,1.08945,-0.64496,1.26605,2
2014-08-15,1.05973,-0.49826,1.17102,2
2014-08-16,1.03063,-0.35281,1.08934,2
2014-08-17,1.00058,-0.21777,1.024,2
2014-08-18,0.96718,-0.10078,0.97242,2
2014-08-19,0.92744,-0.00736,0.92747,2
2014-08-20,0.87814,0.05949,0.88016,4
2014-08-21,0.8162,0.09948,0.82224,4
2014-08-22,0.73901,0.1149,0.74788,4
2014-08-23,0.64482,0.11035,0.65419,4
2014-08-24,0.533,0.09214,0.54091,4
2014-08-25,0.40423,0.06767,0.40985,4
2014-08-26,0.26059,0.0446,0.26438,4
2014-08-27,0.10558,0.0301,0.10979,4
2014-08-28,-0.05606,0.03013,0.06364,6
2014-08-29,-0.21856,0.04881,0.22394,6
2014-08-30,-0.37545,0.08805,0.38564,6
2014-08-31,-0.52001,0.14734,0.54048,6
2014-09-01,-0.64566,0.2238,0.68334,6
2014-09-02,-0.74645,0.31245,0.80921,6
2014-09-03,-0.81751,0.40673,0.9131,6
2014-09-04,-0.85541,0.49908,0.99035,6
2014-09-05,-0.85842,0.58171,1.03695,6
2014-09-06,-0.82674,0.64737,1.05004,6
2014-09-07,-0.76252,0.69001,1.02837,6
2014-09-08,-0.6698,0.70543,0.97275,5
2014-09-09,-0.55423,0.69166,0.88632,5
2014-09-10,-0.42285,0.64922,0.77479,5
2014-09-11,-0.28355,0.58108,0.64658,5
2014-09-12,-0.14467,0.49242,0.51323,5
2014-09-13,-0.01443,0.39017,0.39043,5
2014-09-14,0.09959,0.28243,0.29948,4
2014-09-15,0.19086,0.17776,0.26081,4
2014-09-16,0.25435,0.08435,0.26797,4
2014-09-17,0.28682,0.00939,0.28697,4
2014-09-18,0.28694,-0.04163,0.28994,2
2014-09-19,0.25537,-0.06536,0.2636,2
2014-09-20,0.19464,-0.06089,0.20394,2
2014-09-21,0.10895,-0.02977,0.11294,2
2014-09-22,0.0038,0.02409,0.02439,4
2014-09-23,-0.11435,0.09488,0.14859,6
2014-09-24,-0.23857,0.17536,0.29609,6
2014-09-25,-0.36191,0.25757,0.44421,6
2014-09-26,-0.4778,0.3335,0.58268,6
2014-09-27,-0.58045,0.39585,0.70258,6
2014-09-28,-0.66519,0.43861,0.79678,6
2014-09-29,-0.72858,0.45757,0.86035,6
2014-09-30,-0.76861,0.45066,0.89098,6
2014-10-01,-0.7846,0.41802,0.88901,6
2014-10-02,-0.77716,0.36197,0.85732,6
2014-10-03,-0.74797,0.28664,0.80102,6
2014-10-04,-0.69956,0.19761,0.72693,6
2014-10-05,-0.63498,0.10126,0.64301,6
2014-10-06,-0.55761,0.0042,0.55762,6
2014-10-07,-0.47079,-0.08735,0.47883,8
2014-10-08,-0.3777,-0.16816,0.41345,8
2014-10-09,-0.28114,-0.23438,0.36602,8
2014-10-10,-0.18347,-0.2838,0.33794,8
2014-10-11,-0.0866,-0.31602,0.32767,8
2014-10-12,0.00799,-0.33227,0.33237,1
2014-10-13,0.09909,-0.33519,0.34953,1
2014-10-14,0.18569,-0.3284,0.37726,1
2014-10-15,0.26675,-0.31601,0.41354,1
2014-10-16,0.34113,-0.30205,0.45564,2
2014-10-17,0.40743,-0.28999,0.5001,2
2014-10-18,0.46393,-0.28227,0.54305,2
2014-10-19,0.50861,-0.27999,0.58058,2
2014-10-20,0.53922,-0.28276,0.60886,2
2014-10-21,0.55338,-0.28879,0.6242,2
2014-10-22,0.54882,-0.29503,0.62309,2
2014-10-23,0.5236,-0.29764,0.60228,2
2014-10-24,0.47637,-0.29244,0.55897,2
2014-10-25,0.40662,-0.27555,0.49119,2
2014-10-26,0.31493,-0.24393,0.39835,2
2014-10-27,0.20312,-0.19595,0.28223,2
2014-10-28,0.07436,-0.13179,0.15132,1
2014-10-29,-0.06686,-0.05372,0.08577,8
2014-10-30,-0.21477,0.03393,0.21743,6
2014-10-31,-0.36259,0.1249,0.3835,6
2014-11-01,-0.5028,0.21146,0.54546,6
2014-11-02,-0.62752,0.28499,0.68921,6
2014-11-03,-0.72899,0.33674,0.80301,6
2014-11-04,-0.8,0.35868,0.87673,6
2014-11-05,-0.83435,0.34434,0.90261,6
2014-11-06,-0.82735,0.28956,0.87656,6
2014-11-07,-0.77612,0.19314,0.79979,6
2014-11-08,-0.67989,0.05723,0.68229,6
2014-11-09,-0.54016,-0.11257,0.55176,8
2014-11-10,-0.36074,-0.30734,0.47391,8
2014-11-11,-0.14763,-0.5153,0.53603,8
2014-11-12,0.09118,-0.72258,0.72831,1
2014-11-13,0.34611,-0.91416,0.97749,1
2014-11-14,0.60637,-1.07497,1.2342,1
2014-11-15,0.86052,-1.19109,1.46942,1
2014-11-16,1.09702,-1.25087,1.66377,1
2014-11-17,1.30478,-1.24595,1.80412,2
2014-11-18,1.47373,-1.17208,1.88299,2
2014-11-19,1.59533,-1.02958,1.89872,2
2014-11-20,1.66297,-0.82355,1.85572,2
2014-11-21,1.67229,-0.56365,1.76472,2
2014-11-22,1.62144,-0.26356,1.64272,2
2014-11-23,1.51118,0.05992,1.51236,4
2014-11-24,1.34481,0.38796,1.39965,4
2014-11-25,1.12813,0.70103,1.3282,4
2014-11-26,0.86913,0.98026,1.31008,4
2014-11-27,0.57771,1.20879,1.33975,4
2014-11-28,0.26527,1.37294,1.39834,4
2014-11-29,-0.05576,1.46322,1.46429,5
2014-11-30,-0.37238,1.47494,1.52122,5
2014-12-01,-0.6716,1.40852,1.56044,5
2014-12-02,-0.9409,1.26941,1.5801,5
2014-12-03,-1.16876,1.06767,1.58301,6
2014-12-04,-1.34512,0.81714,1.57387,6
2014-12-05,-1.46184,0.53441,1.55646,6
2014-12-06,-1.51301,0.23765,1.53156,6
2014-12-07,-1.4953,-0.05478,1.4963,8
2014-12-08,-1.40811,-0.32551,1.44524,8
2014-12-09,-1.2537,-0.55937,1.37282,8
2014-12-10,-1.03718,-0.74431,1.27662,8
2014-12-11,-0.76644,-0.87209,1.16102,8
2014-12-12,-0.45186,-0.93858,1.04169,8
2014-12-13,-0.10599,-0.94382,0.94976,8
2014-12-14,0.25684,-0.8917,0.92796,1
2014-12-15,0.62114,-0.78939,1.00446,1
2014-12-16,0.97083,-0.64653,1.16641,2
2014-12-17,1.28994,-0.47433,1.37439,2
2014-12-18,1.56331,-0.28455,1.589,2
2014-12-19,1.77728,-0.08862,1.77949,2
2014-12-20,1.92037,0.10325,1.92315,4
2014-12-21,1.98387,0.28268,2.0039,4
2014-12-22,1.96231,0.44354,2.01181,4
2014-12-23,1.85384,0.58211,1.94309,4
2014-12-24,1.6604,0.69704,1.80078,4
2014-12-25,1.38772,0.78896,1.59632,4
2014-12-26,1.04514,0.86009,1.35354,4
2014-12-27,0.64525,0.91359,1.11848,4
2014-12-28,0.20336,0.95294,0.97439,4
2014-12-29,-0.26322,0.98128,1.01597,5
2014-12-30,-0.73596,1.00094,1.24238,5
2014-12-31,-1.19597,1.01303,1.56735,6
2015-01-01,-1.62494,1.01724,1.91708,6
2015-01-02,-2.00598,1.01183,2.24672,6
2015-01-03,-2.32446,0.99387,2.52802,6
2015-01-04,-2.56865,0.95959,2.74204,6
2015-01-05,-2.73028,0.90488,2.87632,6
2015-01-06,-2.80486,0.8259,2.92392,6
2015-01-07,-2.79183,0.71965,2.88309,6
2015-01-08,-2.69448,0.58451,2.75715,6
2015-01-09,-2.51967,0.42066,2.55455,6
2015-01-10,-2.27737,0.23037,2.28899,6
2015-01-11,-1.98003,0.01805,1.98011,6
2015-01-12,-1.6419,-0.20992,1.65526,8
2015-01-13,-1.2782,-0.44547,1.3536,8
2015-01-14,-0.90434,-0.67939,1.1311,8
2015-01-15,-0.53511,-0.90198,1.04876,8
2015-01-16,-0.184,-1.10373,1.11896,8
2015-01-17,0.13738,-1.27605,1.28343,1
2015-01-18,0.41979,-1.41193,1.47302,1
2015-01-19,0.65665,-1.50645,1.64334,1
2015-01-20,0.84413,-1.55713,1.77122,1
2015-01-21,0.98116,-1.56413,1.8464,1
2015-01-22,1.06923,-1.53012,1.86669,1
2015-01-23,1.11207,-1.46003,1.83532,1
2015-01-24,1.11525,-1.36059,1.75925,1
2015-01-25,1.08571,-1.23969,1.6479,1
2015-01-26,1.03124,-1.10571,1.51197,1
2015-01-27,0.95999,-0.96682,1.36247,1
2015-01-28,0.87997,-0.83028,1.20984,2
2015-01-29,0.79865,-0.70191,1.06326,2
2015-01-30,0.72262,-0.58568,0.93017,2
2015-01-31,0.6573,-0.48355,0.81601,2
2015-02-01,0.6068,-0.39541,0.72426,2
2015-02-02,0.57383,-0.31936,0.65671,2
2015-02-03,0.55969,-0.25209,0.61384,2
2015-02-04,0.56438,-0.18938,0.59531,2
2015-02-05,0.58673,-0.12671,0.60025,2
2015-02-06,0.62452,-0.05994,0.62739,2
2015-02-07,0.67475,0.01419,0.67489,4
2015-02-08,0.73381,0.09755,0.74027,4
2015-02-09,0.79773,0.19036,0.82013,4
2015-02-10,0.86234,0.29105,0.91013,4
2015-02-11,0.92349,0.39637,1.00496,4
2015-02-12,0.9772,0.5017,1.09847,4
2015-02-13,1.01982,0.60154,1.18401,4
2015-02-14,1.04811,0.69003,1.25486,4
2015-02-15,1.05938,0.76171,1.3048,4
2015-02-16,1.05154,0.81209,1.32861,4
2015-02-17,1.02313,0.83826,1.32267,4
2015-02-18,0.97339,0.83932,1.28528,4
2015-02-19,0.90224,0.81663,1.21693,4
2015-02-20,0.81031,0.77382,1.12044,4
2015-02-21,0.69884,0.71657,1.00093,4
2015-02-22,0.56972,0.65217,0.86597,4
2015-02-23,0.42533,0.58887,0.72641,4
2015-02-24,0.26853,0.53512,0.59871,4
2015-02-25,0.10253,0.49869,0.50912,4
2015-02-26,-0.06925,0.48585,0.49076,5
2015-02-27,-0.24323,0.50063,0.55659,5
2015-02-28,-0.41587,0.54422,0.68493,5
2015-03-01,-0.5837,0.61462,0.84762,5
2015-03-02,-0.74347,0.70658,1.02567,6
2015-03-03,-0.89221,0.81185,1.20629,6
2015-03-04,-1.02728,0.91965,1.37878,6
2015-03-05,-1.14641,1.01746,1.5328,6
2015-03-06,-1.2477,1.09205,1.65811,6
2015-03-07,-1.32962,1.1305,1.74525,6
2015-03-08,-1.39095,1.12142,1.78671,6
2015-03-09,-1.43078,1.05599,1.77827,6
2015-03-10,-1.44844,0.92887,1.72069,6
2015-03-11,-1.44347,0.7389,1.62159,6
2015-03-12,-1.41561,0.48946,1.49784,6
2015-03-13,-1.36482,0.18851,1.37777,6
2015-03-14,-1.29126,-0.15179,1.30015,8
2015-03-15,-1.1954,-0.51573,1.3019,8
2015-03-16,-1.07805,-0.88505,1.39481,8
2015-03-17,-0.94045,-1.24018,1.55644,8
2015-03-18,-0.78438,-1.56155,1.74748,8
2015-03-19,-0.6122,-1.83097,1.93061,8
2015-03-20,-0.42694,-2.03298,2.07733,8
2015-03-21,-0.23226,-2.15594,2.16841,8
2015-03-22,-0.03249,-2.19287,2.19311,8
2015-03-23,0.16753,-2.14202,2.14856,1
2015-03-24,0.36254,-2.00694,2.03942,1
2015-03-25,0.54709,-1.79627,1.87773,1
2015-03-26,0.71577,-1.52308,1.68289,1
2015-03-27,0.86352,-1.20398,1.48163,1
2015-03-28,0.98585,-0.85787,1.30684,2
2015-03-29,1.07918,-0.50459,1.19132,2
2015-03-30,1.14106,-0.16361,1.15273,2
2015-03-31,1.17034,0.14738,1.17958,4
2015-04-01,1.1673,0.41363,1.23841,4
2015-04-02,1.13363,0.62418,1.29411,4
2015-04-03,1.0724,0.77256,1.3217,4
2015-04-04,0.98781,0.85697,1.30773,4
2015-04-05,0.88494,0.8802,1.24814,4
2015-04-06,0.76941,0.84918,1.1459,4
2015-04-07,0.64696,0.77423,1.00896,4
2015-04-08,0.52307,0.6681,0.84851,4
2015-04-09,0.40253,0.54484,0.67741,4
2015-04-10,0.2891,0.41864,0.50877,4
2015-04-11,0.1853,0.30275,0.35496,4
2015-04-12,0.09222,0.20844,0.22793,4
2015-04-13,0.00949,0.1443,0.14461,4
2015-04-14,-0.06454,0.11565,0.13244,5
2015-04-15,-0.13262,0.12439,0.18182,6
2015-04-16,-0.1982,0.16898,0.26045,6
2015-04-17,-0.26503,0.24484,0.36081,6
2015-04-18,-0.33665,0.34486,0.48194,5
2015-04-19,-0.41592,0.46019,0.6203,5
2015-04-20,-0.50459,0.58098,0.76952,5
2015-04-21,-0.60293,0.69731,0.92182,5
2015-04-22,-0.7095,0.79992,1.06923,5
2015-04-23,-0.82112,0.88095,1.20429,5
2015-04-24,-0.93294,0.93441,1.32042,5
2015-04-25,-1.0387,0.95655,1.41205,6
2015-04-26,-1.1312,0.94592,1.47457,6
2015-04-27,-1.20279,0.90329,1.5042,6
2015-04-28,-1.24607,0.83142,1.49798,6
2015-04-29,-1.25454,0.73458,1.45378,6
2015-04-30,-1.22322,0.61808,1.37051,6
2015-05-01,-1.14926,0.48776,1.24848,6
2015-05-02,-1.03232,0.34941,1.08985,6
2015-05-03,-0.87483,0.20833,0.89929,6
2015-05-04,-0.68204,0.06902,0.68552,6
2015-05-05,-0.4618,-0.06507,0.46637,8
2015-05-06,-0.22416,-0.19165,0.29492,8
2015-05-07,0.01927,-0.30949,0.31009,1
2015-05-08,0.25605,-0.41827,0.49043,1
2015-05-09,0.47382,-0.51836,0.70229,1
2015-05-10,0.66117,-0.61048,0.89991,2
2015-05-11,0.80852,-0.69543,1.06645,2
2015-05-12,0.90886,-0.77378,1.19363,2
2015-05-13,0.95832,-0.84571,1.27813,2
2015-05-14,0.95656,-0.91087,1.32087,2
2015-05-15,0.90681,-0.96834,1.32664,1
2015-05-16,0.81571,-1.01673,1.30351,1
2015-05-17,0.69286,-1.05436,1.26163,1
2015-05-18,0.55012,-1.07944,1.21154,1
2015-05-19,0.40076,-1.09038,1.16169,1
2015-05-20,0.25846,-1.08601,1.11634,1
2015-05-21,0.13626,-1.06581,1.07449,1
2015-05-22,0.04561,-1.03007,1.03108,1
2015-05-23,-0.00454,-0.97991,0.97992,8
2015-05-24,-0.00839,-0.91726,0.9173,8
2015-05-25,0.03623,-0.84473,0.8455,1
2015-05-26,0.12774,-0.76529,0.77588,1
2015-05-27,0.26092,-0.68206,0.73026,1
2015-05-28,0.42732,-0.59789,0.7349,1
2015-05-29,0.61597,-0.51509,0.80295,2
2015-05-30,0.81413,-0.43507,0.92309,2
2015-05-31,1.00838,-0.35821,1.07012,2
2015-06-01,1.18555,-0.28372,1.21903,2
2015-06-02,1.33372,-0.20967,1.3501,2
2015-06-03,1.44308,-0.13324,1.44922,2
2015-06-04,1.50655,-0.05096,1.50741,2
2015-06-05,1.52024,0.04085,1.52079,4
2015-06-06,1.48357,0.14555,1.4907,4
2015-06-07,1.39915,0.26575,1.42417,4
2015-06-08,1.27238,0.40275,1.3346,4
2015-06-09,1.11085,0.5562,1.24231,4
2015-06-10,0.92354,0.72376,1.17335,4
2015-06-11,0.72001,0.90107,1.15341,4
2015-06-12,0.50952,1.08177,1.19576,4
2015-06-13,0.30022,1.25781,1.29315,4
2015-06-14,0.09853,1.41994,1.42336,4
2015-06-15,-0.09132,1.55831,1.56098,5
2015-06-16,-0.26748,1.66322,1.68459,5
2015-06-17,-0.4304,1.72593,1.77879,5
2015-06-18,-0.58255,1.73944,1.8344,5
2015-06-19,-0.72786,1.69917,1.84851,5
2015-06-20,-0.87103,1.60354,1.82484,5
2015-06-21,-1.01674,1.45429,1.77446,5
2015-06-22,-1.16882,1.25658,1.71614,5
2015-06-23,-1.32949,1.01884,1.67498,6
2015-06-24,-1.49877,0.75234,1.677,6
2015-06-25,-1.6741,0.47048,1.73895,6
2015-06-26,-1.85011,0.18794,1.85964,6
2015-06-27,-2.01887,-0.08031,2.02046,8
2015-06-28,-2.1702,-0.32009,2.19368,8
2015-06-29,-2.29245,-0.51904,2.35048,8
2015-06-30,-2.37333,-0.66757,2.46543,8
2015-07-01,-2.40093,-0.75952,2.5182,8
2015-07-02,-2.36487,-0.79273,2.4942,8
