2011,1,1,6,0.16159786,0.60083371,6,0.62218571
2011,1,2,7,0.0533037856,0.83474928,6,0.83644944
2011,1,3,1,-0.0674064085,0.82008326,7,0.8228488
2011,1,4,2,-0.15206835,0.5579583,7,0.57830983
2011,1,5,3,-0.3783268,0.37105632,8,0.52991885
2011,1,6,4,-0.16058068,0.44753334,7,0.47547057
2011,1,7,5,0.030996751,0.7061702,6,0.70685017
2011,1,8,6,0.37403998,0.948228,6,1.0193342
2011,1,9,7,0.69606191,0.89961231,6,1.1374553
2011,1,10,1,1.0553831,0.93380171,5,1.4091909
2011,1,11,2,1.3672717,1.3987799,6,1.9560207
2011,1,12,3,1.4657416,1.852668,6,2.3623669
2011,1,13,4,1.3604592,1.930384,6,2.3616164
2011,1,14,5,1.2471293,2.0074754,6,2.3633215
2011,1,15,6,0.87853563,2.0698664,6,2.2485933
2011,1,16,7,0.57025725,1.9728818,6,2.0536444
2011,1,17,1,0.14856394,1.9677187,6,1.9733191
2011,1,18,2,-0.63322502,2.2937093,7,2.3795116
2011,1,19,3,-0.91642559,2.3862352,7,2.5561602
2011,1,20,4,-1.0274776,2.2152045,7,2.4418929
2011,1,21,5,-1.3003935,2.2444751,7,2.5939722
2011,1,22,6,-1.4350598,2.1180463,7,2.5584209
2011,1,23,7,-1.5273917,1.9626671,7,2.4869635
2011,1,24,1,-1.644546,1.4072716,8,2.1644733
2011,1,25,2,-1.7104604,1.0911959,8,2.0288873
2011,1,26,3,-1.7334293,0.40722212,8,1.7806199
2011,1,27,4,-1.55155,0.19649455,8,1.5639429
2011,1,28,5,-0.93890691,-0.21708526,1,0.96367639
2011,1,29,6,-0.84930468,-0.33502206,1,0.91299409
2011,1,30,7,-0.65157992,-0.46385291,1,0.79982245
2011,1,31,1,-0.48525873,-0.60550576,2,0.77595955
2011,2,1,2,-0.0749692544,-0.32049215,2,0.32914376
2011,2,2,3,0.00671714824,-0.0115111507,3,1.33276656
2011,2,3,4,0.0731571987,0.26648632,6,0.27634567
2011,2,4,5,0.17282914,0.49136692,6,0.52087557
2011,2,5,6,-0.0591341257,0.56697363,7,0.57004905
2011,2,6,7,-0.21918753,0.60782564,7,0.64613867
2011,2,7,1,-0.0217172876,0.28317988,7,0.28401142
2011,2,8,2,0.20604491,0.11907817,5,0.23797925
2011,2,9,3,0.0863184035,-0.0348570235,4,9.30907056
2011,2,10,4,-0.36252394,-0.245643,1,0.43790877
2011,2,11,5,-0.36442566,-0.1575695,1,0.39703175
2011,2,12,6,-0.23446487,0.19071604,8,0.30223563
2011,2,13,7,0.027006641,0.22100817,6,0.22265212
2011,2,14,1,0.10841048,0.35559624,6,0.37175465
2011,2,15,2,0.0332946815,0.4010416,6,0.4024213
2011,2,16,3,-0.25004211,0.44711092,7,0.5122785
2011,2,17,4,-0.18887386,0.68938196,7,0.71478724
2011,2,18,5,-0.12781882,0.75000763,7,0.76082134
2011,2,19,6,-0.20702384,0.90997422,7,0.93322664
2011,2,20,7,-0.10958185,1.128451,7,1.1337591
2011,2,21,1,-0.00119494426,1.0961185,7,1.096119
2011,2,22,2,0.14918508,1.1923031,6,1.2016001
2011,2,23,3,0.0745983794,0.9554373,6,0.95834512
2011,2,24,4,0.14720294,0.67132992,6,0.68727911
2011,2,25,5,-0.13463771,0.24564666,7,0.28012425
2011,2,26,6,-0.27573442,0.0453826487,8,0.27944419
2011,2,27,7,-0.29028162,-0.097830452,1,0.30632371
2011,2,28,1,-0.36871368,0.0925593004,8,0.38015392
2011,3,1,2,-0.239226,0.20372836,8,0.31422019
2011,3,2,3,-0.091559954,0.35970819,7,0.37117815
2011,3,3,4,-0.11715475,0.39149231,7,0.40864587
2011,3,4,5,-0.34699047,0.80061579,7,0.87257552
2011,3,5,6,-0.43319574,0.83372027,7,0.9395467
2011,3,6,7,-0.65116215,0.8210721,7,1.0479368
2011,3,7,1,-0.71209782,0.69773406,8,0.99695343
2011,3,8,2,-1.1309639,0.13723901,8,1.1392603
2011,3,9,3,-1.2927865,0.20715261,8,1.3092781
2011,3,10,4,-1.0638231,-0.16455138,1,1.0764742
2011,3,11,5,-0.75017905,-0.75165683,2,1.0619588
2011,3,12,6,-0.47507641,-1.1478177,2,1.2422493
2011,3,13,7,-0.19585863,-1.1833472,2,1.1994462
2011,3,14,1,0.13469626,-1.1835115,3,1.1911517
2011,3,15,2,0.12660971,-0.91120118,3,0.91995519
2011,3,16,3,0.0951127857,-0.98805672,3,0.99262404
2011,3,17,4,-0.00587852532,-1.091598,2,1.0916139
2011,3,18,5,0.13723144,-0.89245379,3,0.90294307
2011,3,19,6,0.31646279,-0.86579579,3,0.92181945
2011,3,20,7,0.36889216,-0.89688104,3,0.96978194
2011,3,21,1,0.92043865,-0.62641239,4,1.1133732
2011,3,22,2,1.4396306,-0.48926225,4,1.5204978
2011,3,23,3,1.6806641,-0.39685959,4,1.7268842
2011,3,24,4,1.7926341,-0.41669661,4,1.8404274
2011,3,25,5,1.5596961,-0.27289158,4,1.5833893
2011,3,26,6,1.3610926,-0.0405470245,4,1.3616964
2011,3,27,7,1.3871325,0.13025799,5,1.393235
2011,3,28,1,1.2663589,0.11822955,5,1.271866
2011,3,29,2,1.2260238,0.18423025,5,1.2397884
2011,3,30,3,1.142083,0.55274254,5,1.2688097
2011,3,31,4,0.90780652,1.0180265,6,1.3639981
2011,4,1,5,0.81500989,1.272222,6,1.5108905
2011,4,2,6,0.78677034,1.5281743,6,1.7188147
2011,4,3,7,0.75310284,1.6971265,6,1.8567182
2011,4,4,1,0.37520555,1.6985409,6,1.7394886
2011,4,5,2,0.12312903,1.8028685,6,1.8070682
2011,4,6,3,-0.24674861,1.6797521,7,1.6977786
2011,4,7,4,-0.73060846,1.2468438,7,1.4451326
2011,4,8,5,-0.91398168,0.89334422,8,1.2780557
2011,4,9,6,-0.84527665,0.57837129,8,1.02421
2011,4,10,7,-0.56584668,0.61338907,7,0.83452302
2011,4,11,1,-0.27198797,0.46311575,7,0.5370788
2011,4,12,2,-0.3993789,0.50795931,7,0.64616269
2011,4,13,3,-0.13033892,0.62332439,7,0.63680571
2011,4,14,4,0.0398239456,0.60733998,6,0.60864425
2011,4,15,5,-0.014241986,0.43973508,7,0.43996567
2011,4,16,6,-0.22876601,0.1775573,8,0.28958675
2011,4,17,7,-0.20117986,0.11141424,8,0.22997059
2011,4,18,1,-0.23407151,0.16709584,8,0.28759432
2011,4,19,2,-0.41138068,0.21491095,8,0.46413445
2011,4,20,3,-0.41881359,0.23195171,8,0.47875506
2011,4,21,4,-0.10024067,0.38382393,7,0.39669761
2011,4,22,5,-0.0216892138,0.0721241683,7,7.531479
2011,4,23,6,-0.29923159,-0.27459547,1,0.40613076
2011,4,24,7,-0.37102309,-0.52245975,2,0.64079815
2011,4,25,1,-0.24222875,-0.73531443,2,0.77418476
2011,4,26,2,-0.10450757,-0.86336344,2,0.86966562
2011,4,27,3,0.34615573,-0.84910083,3,0.91694933
2011,4,28,4,0.65274,-1.1867849,3,1.3544475
2011,4,29,5,1.2268804,-1.0544891,4,1.6177709
2011,4,30,6,1.4374878,-0.82668459,4,1.6582457
2011,5,1,7,1.6096646,-0.15965614,4,1.617563
2011,5,2,1,1.8194689,0.24322744,5,1.8356543
2011,5,3,2,1.9784831,0.34301195,5,2.007997
2011,5,4,3,2.0584543,0.60686386,5,2.1460471
2011,5,5,4,1.8787194,0.89047033,5,2.0790682
2011,5,6,5,1.8037363,1.2315792,5,2.1840906
2011,5,7,6,1.8097796,1.6585623,5,2.454818
2011,5,8,7,1.2885021,2.1024187,6,2.465847
2011,5,9,1,0.71123075,2.1560042,6,2.270287
2011,5,10,2,0.0220536552,2.2337315,6,2.2338402
2011,5,11,3,-0.74221414,1.9721379,7,2.1071806
2011,5,12,4,-1.0516341,1.7802529,7,2.0676641
2011,5,13,5,-1.1732429,1.5972281,7,1.9818265
2011,5,14,6,-1.3299228,1.2125746,8,1.799731
2011,5,15,7,-1.459744,1.1349161,8,1.8490232
2011,5,16,1,-1.5447726,1.1595275,8,1.9315348
2011,5,17,2,-1.6296811,0.95913231,8,1.8909773
2011,5,18,3,-1.637586,0.64536613,8,1.7601663
2011,5,19,4,-1.580146,0.43443406,8,1.6387782
2011,5,20,5,-1.1557572,0.22032064,8,1.1765696
2011,5,21,6,-0.68702996,0.0756344348,8,0.69118065
2011,5,22,7,-0.40117902,0.0458670259,8,0.4037925
2011,5,23,1,0.13731357,0.10373358,5,0.17209205
2011,5,24,2,0.60471463,-0.12753741,4,0.61801744
2011,5,25,3,1.0315548,-0.30109841,4,1.0746002
2011,5,26,4,1.112276,-0.0311390292,4,1.1127118
2011,5,27,5,1.1310709,0.0310449339,5,1.1314969
2011,5,28,6,1.0512581,0.3397764,5,1.1048038
2011,5,29,7,0.5948965,0.66933495,6,0.89549488
2011,5,30,1,0.2286543,0.69959021,6,0.736009
2011,5,31,2,0.0498654544,0.41105616,6,0.41406971
2011,6,1,3,-0.14413868,0.24379516,7,0.28321731
2011,6,2,4,-0.31874034,0.0843766183,8,0.32971931
2011,6,3,5,-0.50675052,0.00133801985,8,0.50675231
2011,6,4,6,-0.51542395,-0.24638343,1,0.57128507
2011,6,5,7,-0.31801826,-0.36547235,2,0.48446429
2011,6,6,1,-0.12933885,-0.53824419,2,0.55356604
2011,6,7,2,0.24662682,-0.56854892,3,0.61973596
2011,6,8,3,0.61152667,-0.76177031,3,0.97686177
2011,6,9,4,1.4656,-0.49970633,4,1.5484476
2011,6,10,5,1.489895,-0.15079232,4,1.4975064
2011,6,11,6,1.0623572,0.14472555,5,1.0721699
2011,6,12,7,0.72846705,0.4138079,5,0.8377955
2011,6,13,1,0.78039265,0.31159341,5,0.84029943
2011,6,14,2,0.80877525,0.10178424,5,0.81515485
2011,6,15,3,0.48448244,0.23899017,5,0.54022175
2011,6,16,4,0.0825269073,0.63808465,6,0.64339936
2011,6,17,5,0.0580146126,0.6849525,6,0.68740499
2011,6,18,6,0.3737224,0.36942351,5,0.52549231
2011,6,19,7,0.36940756,0.0387684926,5,0.3714363
2011,6,20,1,0.30450678,-0.11062921,4,0.32398024
2011,6,21,2,-0.0760839656,-0.0995846838,2,0.1253231
2011,6,22,3,-0.0904069319,-0.26913846,2,0.2839171
2011,6,23,4,-0.22565545,-0.50043511,2,0.54895872
2011,6,24,5,-0.38049856,-0.64637458,2,0.75005287
2011,6,25,6,-0.16470672,-0.75545865,2,0.77320504
2011,6,26,7,0.036700584,-0.84508157,3,0.84587812
2011,6,27,1,-0.1638806,-0.77424353,2,0.79139739
2011,6,28,2,-0.37179205,-0.72071844,2,0.81096506
2011,6,29,3,-0.57123828,-0.43805057,1,0.7198621
2011,6,30,4,-0.4933359,-0.48994115,1,0.69528604
2011,7,1,5,-0.62209165,-0.44787717,1,0.76654547
2011,7,2,6,-0.62791258,-0.47579414,1,0.78781617
2011,7,3,7,-0.56995827,-0.3453472,1,0.66642112
