,temp,dem9
2011-11-18,  22.2, 379.9
2011-11-19,  24.3, 393.2
2011-11-20,  21.6, 315.3
2011-11-21,  20.8, 361.7
2011-11-22,  19.7, 369.2
2011-11-23,  20.5, 376.6
2011-11-24,  23.0, 399.7
2011-11-25,  24.8, 435.8
2011-11-26,  24.1, 388.9
2011-11-27,  25.6, 392.6
2011-11-28,  26.0, 447.6
2011-11-29,  24.9, 431.5
2011-11-30,  17.9, 376.6
2011-12-01,  16.5, 378.3
2011-12-02,  19.8, 375.6
2011-12-03,  21.3, 343.8
2011-12-04,  21.5, 315.3
2011-12-05,  23.0, 383.1
2011-12-06,  23.2, 394.9
2011-12-07,  22.7, 391.7
2011-12-08,  24.2, 425.5
2011-12-09,  22.8, 392.8
2011-12-10,  24.5, 397.5
2011-12-11,  23.8, 353.9
2011-12-12,  20.8, 361.7
2011-12-13,  18.9, 369.2
2011-12-14,  19.8, 376.6
2011-12-15,  19.8, 378.3
2011-12-16,  19.4, 375.6
2011-12-17,  19.6, 343.8
2011-12-18,  21.2, 315.3
2011-12-19,  22.4, 370.3
2011-12-20,  25.1, 435.8
2011-12-21,  27.7, 499.1
2011-12-22,  25.0, 442.7
2011-12-23,  18.1, 375.6
2011-12-24,  16.7, 343.8
2011-12-25,  18.3, 315.3
2011-12-26,  21.2, 361.7
2011-12-27,  22.7, 384.2
2011-12-28,  23.2, 402.4
2011-12-29,  24.0, 421.2
2011-12-30,  24.2, 422.9
2011-12-31,  24.1, 388.9
2012-01-01,  23.6, 349.6
2012-01-02,  25.8, 443.3
2012-01-03,  22.5, 379.9
2012-01-04,  22.8, 393.8
2012-01-05,  26.3, 470.6
2012-01-06,  27.1, 485.2
2012-01-07,  23.7, 380.3
2012-01-08,  25.5, 390.4
2012-01-09,  29.5, 522.8
2012-01-10,  31.0, 562.5
2012-01-11,  24.6, 432.5
2012-01-12,  21.5, 378.3
2012-01-13,  20.9, 375.6
2012-01-14,  21.2, 343.8
2012-01-15,  23.2, 341.0
2012-01-16,  25.5, 436.8
2012-01-17,  25.9, 452.9
2012-01-18,  26.3, 469.0
2012-01-19,  27.5, 496.4
2012-01-20,  29.0, 526.0
2012-01-21,  28.6, 485.6
2012-01-22,  25.9, 399.0
2012-01-23,  25.4, 434.7
2012-01-24,  24.6, 425.0
2012-01-25,  19.9, 376.6
2012-01-26,  21.4, 378.3
2012-01-27,  23.2, 401.4
2012-01-28,  24.4, 395.4
2012-01-29,  26.9, 420.5
2012-01-30,  28.9, 509.9
2012-01-31,  25.6, 446.5
2012-02-01,  24.8, 436.8
2012-02-02,  24.5, 432.0
2012-02-03,  25.2, 444.4
2012-02-04,  27.2, 455.5
2012-02-05,  26.7, 416.2
2012-02-06,  27.1, 471.2
2012-02-07,  28.0, 498.0
2012-02-08,  25.4, 449.7
2012-02-09,  21.0, 378.3
2012-02-10,  20.5, 375.6
2012-02-11,  22.0, 343.8
2012-02-12,  24.2, 362.5
2012-02-13,  25.4, 434.7
2012-02-14,  26.5, 465.8
2012-02-15,  28.3, 511.9
2012-02-16,  27.8, 502.8
2012-02-17,  27.8, 500.2
2012-02-18,  29.3, 500.6
2012-02-19,  24.3, 364.7
2012-02-20,  23.8, 400.3
2012-02-21,  21.4, 369.2
2012-02-22,  20.1, 376.6
2012-02-23,  19.7, 378.3
2012-02-24,  21.2, 375.6
2012-02-25,  22.9, 363.2
2012-02-26,  20.0, 315.3
2012-02-27,  21.3, 361.7
2012-02-28,  21.2, 369.2
2012-02-29,  20.6, 376.6
2012-03-01,  20.6, 378.3
2012-03-02,  20.8, 375.6
2012-03-03,  23.3, 371.8
2012-03-04,  25.1, 381.9
2012-03-05,  25.5, 436.8
2012-03-06,  23.2, 394.9
2012-03-07,  24.3, 426.0
2012-03-08,  23.8, 416.9
2012-03-09,  23.6, 410.0
2012-03-10,  25.6, 421.2
2012-03-11,  25.3, 386.1
2012-03-12,  25.9, 445.4
2012-03-13,  23.3, 397.1
2012-03-14,  19.2, 376.6
2012-03-15,  17.6, 378.3
2012-03-16,  19.2, 375.6
2012-03-17,  21.3, 343.8
2012-03-18,  23.3, 343.2
2012-03-19,  24.4, 413.2
2012-03-20,  21.1, 369.2
2012-03-21,  21.0, 376.6
2012-03-22,  18.4, 378.3
2012-03-23,  15.7, 375.6
2012-03-24,  17.1, 343.8
2012-03-25,  18.2, 315.3
2012-03-26,  15.7, 361.7
2012-03-27,  12.8, 390.8
2012-03-28,  14.7, 383.0
2012-03-29,  17.8, 378.3
2012-03-30,  18.1, 375.6
2012-03-31,  20.1, 343.8
2012-04-01,  20.0, 315.3
2012-04-02,  20.1, 361.7
2012-04-03,  20.5, 369.2
2012-04-04,  21.6, 376.6
2012-04-05,  17.6, 378.3
2012-04-06,  16.2, 375.6
2012-04-07,  19.1, 343.8
2012-04-08,  18.2, 315.3
2012-04-09,  18.5, 361.7
2012-04-10,  19.7, 369.2
2012-04-11,  20.6, 376.6
2012-04-12,  19.2, 378.3
2012-04-13,  19.9, 375.6
2012-04-14,  19.9, 343.8
2012-04-15,  18.7, 315.3
2012-04-16,  19.1, 361.7
2012-04-17,  19.9, 369.2
2012-04-18,  18.7, 376.6
2012-04-19,  20.2, 378.3
2012-04-20,  19.6, 375.6
2012-04-21,  14.9, 348.6
2012-04-22,  12.3, 340.9
2012-04-23,  13.1, 380.9
2012-04-24,  10.6, 408.5
2012-04-25,  11.7, 407.1
2012-04-26,  12.0, 406.3
2012-04-27,  10.8, 413.3
2012-04-28,  10.9, 380.7
2012-04-29,  10.1, 358.6
2012-04-30,  10.6, 400.9
2012-05-01,  12.8, 390.8
2012-05-02,  14.8, 382.2
2012-05-03,  16.2, 378.3
2012-05-04,  17.1, 375.6
2012-05-05,  16.6, 343.8
2012-05-06,  16.5, 315.3
2012-05-07,  19.0, 361.7
2012-05-08,  18.5, 369.2
2012-05-09,  19.5, 376.6
2012-05-10,  16.9, 378.3
2012-05-11,  13.7, 390.0
2012-05-12,  11.1, 379.1
2012-05-13,  10.9, 352.1
2012-05-14,  13.6, 376.9
2012-05-15,  14.1, 380.4
2012-05-16,  16.1, 376.6
2012-05-17,  17.2, 378.3
2012-05-18,  15.7, 375.6
2012-05-19,  13.8, 357.5
2012-05-20,  16.9, 315.3
2012-05-21,  14.7, 368.1
2012-05-22,  14.8, 374.8
2012-05-23,  15.0, 380.6
2012-05-24,  13.4, 395.1
2012-05-25,  15.6, 375.6
2012-05-26,  16.7, 343.8
2012-05-27,  17.1, 315.3
2012-05-28,  17.8, 361.7
2012-05-29,  18.0, 369.2
2012-05-30,  13.4, 393.5
2012-05-31,  11.8, 407.9
2012-06-01,  13.3, 393.3
2012-06-02,  15.6, 343.8
2012-06-03,  11.4, 348.1
2012-06-04,   9.0, 413.8
2012-06-05,   8.6, 424.5
2012-06-06,   6.0, 452.8
2012-06-07,   4.7, 464.9
2012-06-08,   5.6, 455.0
2012-06-09,   6.7, 414.4
2012-06-10,   8.6, 370.6
2012-06-11,   9.0, 413.8
2012-06-12,  14.5, 377.2
2012-06-13,  17.1, 376.6
2012-06-14,  16.5, 378.3
2012-06-15,  12.5, 399.7
2012-06-16,   7.9, 404.8
2012-06-17,   8.2, 373.8
2012-06-18,   8.8, 415.4
2012-06-19,   9.1, 420.5
2012-06-20,  10.3, 418.3
2012-06-21,  11.6, 409.5
2012-06-22,  10.8, 413.3
2012-06-23,  11.9, 372.7
2012-06-24,  12.4, 340.1
2012-06-25,   8.2, 420.2
2012-06-26,  10.6, 408.5
2012-06-27,  15.1, 379.8
2012-06-28,  15.8, 378.3
2012-06-29,  13.1, 394.9
2012-06-30,  13.3, 361.5
2012-07-01,  16.8, 315.3
2012-07-02,  10.8, 399.3
2012-07-03,   7.5, 433.3
2012-07-04,   7.7, 439.2
2012-07-05,   6.7, 448.8
2012-07-06,   5.3, 457.4
2012-07-07,   5.5, 424.0
2012-07-08,   8.4, 372.2
2012-07-09,   7.1, 429.0
2012-07-10,   6.2, 443.7
2012-07-11,   0.1, 500.1
2012-07-12,   7.4, 443.2
2012-07-13,   9.8, 421.3
2012-07-14,   7.1, 411.2
2012-07-15,   5.3, 397.0
2012-07-16,   5.2, 444.2
2012-07-17,   5.7, 447.7
2012-07-18,   8.5, 432.7
2012-07-19,   9.7, 424.8
2012-07-20,  11.1, 410.9
2012-07-21,  12.8, 365.5
2012-07-22,   9.0, 367.4
2012-07-23,   9.5, 409.8
2012-07-24,   8.4, 426.1
2012-07-25,   6.6, 448.0
2012-07-26,   9.2, 428.8
2012-07-27,   7.0, 443.8
2012-07-28,   9.8, 389.5
2012-07-29,   8.6, 370.6
2012-07-30,   5.9, 438.6
2012-07-31,   8.8, 422.9
2012-08-01,  12.0, 404.7
2012-08-02,  10.4, 419.2
2012-08-03,  10.9, 412.5
2012-08-04,  10.8, 381.5
2012-08-05,   9.2, 365.8
2012-08-06,  10.7, 400.1
2012-08-07,  14.1, 380.4
2012-08-08,  11.9, 405.5
2012-08-09,  12.9, 399.1
2012-08-10,  13.9, 388.4
2012-08-11,  15.1, 347.0
2012-08-12,  12.8, 336.9
2012-08-13,  10.0, 405.8
2012-08-14,  13.3, 386.8
2012-08-15,  15.5, 376.6
2012-08-16,  15.0, 382.3
2012-08-17,  17.0, 375.6
2012-08-18,  15.5, 343.8
2012-08-19,  13.5, 331.3
2012-08-20,  13.8, 375.3
2012-08-21,  12.8, 390.8
2012-08-22,  17.5, 376.6
2012-08-23,  21.9, 378.3
2012-08-24,  11.0, 411.7
2012-08-25,   7.9, 404.8
2012-08-26,   7.1, 382.6
2012-08-27,   7.5, 425.8
2012-08-28,   9.6, 416.5
2012-08-29,  12.2, 403.1
2012-08-30,  14.0, 390.3
2012-08-31,  15.2, 378.0
2012-09-01,  16.1, 343.8
2012-09-02,  15.4, 316.1
2012-09-03,  12.6, 384.9
2012-09-04,  14.0, 381.2
2012-09-05,  12.6, 399.9
2012-09-06,  13.2, 396.7
2012-09-07,  15.9, 375.6
2012-09-08,  15.4, 344.6
2012-09-09,  12.4, 340.1
2012-09-10,  12.7, 384.1
2012-09-11,  14.3, 378.8
2012-09-12,  15.9, 376.6
2012-09-13,  17.3, 378.3
2012-09-14,  17.6, 375.6
2012-09-15,  19.6, 343.8
2012-09-16,  17.4, 315.3
2012-09-17,  14.8, 367.3
2012-09-18,  13.5, 385.2
2012-09-19,  11.2, 411.1
2012-09-20,  12.4, 403.1
2012-09-21,  12.4, 400.5
2012-09-22,  13.4, 360.7
2012-09-23,  15.0, 319.3
2012-09-24,  13.8, 375.3
2012-09-25,   9.5, 417.3
2012-09-26,   9.2, 427.1
2012-09-27,  13.6, 393.5
2012-09-28,  15.7, 375.6
2012-09-29,  16.2, 343.8
2012-09-30,  17.6, 315.3
2012-10-01,  18.0, 361.7
2012-10-02,  15.8, 369.2
2012-10-03,  16.0, 376.6
2012-10-04,  14.5, 386.3
2012-10-05,  18.0, 375.6
2012-10-06,  18.9, 343.8
2012-10-07,  15.6, 315.3
2012-10-08,  17.3, 361.7
2012-10-09,  17.8, 369.2
2012-10-10,  11.4, 409.5
2012-10-11,  13.5, 394.3
2012-10-12,  16.0, 375.6
2012-10-13,  17.4, 343.8
2012-10-14,  19.2, 315.3
2012-10-15,  19.9, 361.7
2012-10-16,  15.2, 371.6
2012-10-17,  16.3, 376.6
2012-10-18,  15.4, 379.1
2012-10-19,  17.8, 375.6
2012-10-20,  18.2, 343.8
2012-10-21,  19.0, 315.3
2012-10-22,  17.7, 361.7
2012-10-23,  14.8, 374.8
2012-10-24,  16.8, 376.6
2012-10-25,  17.7, 378.3
2012-10-26,  20.2, 375.6
2012-10-27,  20.3, 343.8
2012-10-28,  20.1, 315.3
2012-10-29,  20.0, 361.7
2012-10-30,  17.8, 369.2
2012-10-31,  17.1, 376.6
2012-11-01,  19.6, 378.3
2012-11-02,  20.6, 375.6
2012-11-03,  22.5, 354.6
2012-11-04,  21.1, 315.3
2012-11-05,  23.6, 396.0
2012-11-06,  25.1, 435.8
2012-11-07,  26.2, 466.8
2012-11-08,  26.7, 479.2
2012-11-09,  21.4, 375.6
2012-11-10,  15.0, 347.8
2012-11-11,  16.1, 315.3
2012-11-12,  16.1, 361.7
2012-11-13,  16.8, 369.2
2012-11-14,  17.9, 376.6
2012-11-15,  19.2, 378.3
2012-11-16,  20.3, 375.6
2012-11-17,  21.5, 343.8
2012-11-18,  21.5, 315.3
2012-11-19,  22.0, 361.7
2012-11-20,  22.5, 379.9
2012-11-21,  25.0, 441.1
2012-11-22,  21.7, 378.3
2012-11-23,  18.0, 375.6
2012-11-24,  18.9, 343.8
2012-11-25,  17.6, 315.3
2012-11-26,  19.6, 361.7
2012-11-27,  23.1, 392.8
2012-11-28,  21.1, 376.6
2012-11-29,  19.5, 378.3
2012-11-30,  21.6, 375.6
2012-12-01,  21.6, 343.8
2012-12-02,  24.0, 358.2
2012-12-03,  25.5, 436.8
2012-12-04,  23.9, 410.0
2012-12-05,  24.6, 432.5
2012-12-06,  23.9, 419.1
2012-12-07,  20.3, 375.6
2012-12-08,  21.5, 343.8
2012-12-09,  23.3, 343.2
2012-12-10,  22.9, 381.0
2012-12-11,  22.2, 373.5
2012-12-12,  24.3, 426.0
2012-12-13,  23.0, 399.7
2012-12-14,  23.6, 410.0
2012-12-15,  26.0, 429.7
2012-12-16,  25.2, 384.0
2012-12-17,  21.0, 361.7
2012-12-18,  19.4, 369.2
2012-12-19,  23.1, 400.3
2012-12-20,  22.4, 386.9
2012-12-21,  21.5, 375.6
2012-12-22,  23.0, 365.3
2012-12-23,  24.7, 373.3
2012-12-24,  29.1, 514.2
2012-12-25,  23.3, 397.1
2012-12-26,  19.3, 376.6
2012-12-27,  19.2, 378.3
2012-12-28,  21.9, 375.6
2012-12-29,  23.8, 382.5
2012-12-30,  26.3, 407.6
2012-12-31,  25.9, 445.4
2013-01-01,  16.7, 369.2
2013-01-02,  17.2, 376.6
2013-01-03,  20.7, 378.3
2013-01-04,  24.1, 420.7
2013-01-05,  24.9, 406.1
2013-01-06,  24.3, 364.7
2013-01-07,  26.1, 449.7
2013-01-08,  24.5, 422.9
2013-01-09,  24.9, 438.9
2013-01-10,  25.5, 453.4
2013-01-11,  25.7, 455.1
2013-01-12,  25.0, 408.3
2013-01-13,  25.3, 386.1
2013-01-14,  25.2, 430.4
2013-01-15,  25.1, 435.8
2013-01-16,  25.7, 456.1
2013-01-17,  24.8, 438.4
2013-01-18,  23.5, 407.8
2013-01-19,  21.6, 343.8
2013-01-20,  21.2, 315.3
2013-01-21,  22.4, 370.3
2013-01-22,  23.9, 410.0
2013-01-23,  25.6, 454.0
2013-01-24,  27.1, 487.8
2013-01-25,  19.0, 375.6
2013-01-26,  20.4, 343.8
2013-01-27,  24.2, 362.5
2013-01-28,  27.4, 477.7
2013-01-29,  27.6, 489.5
2013-01-30,  27.8, 501.2
2013-01-31,  27.2, 490.0
2013-02-01,  28.7, 519.5
2013-02-02,  24.6, 399.7
2013-02-03,  20.3, 315.3
2013-02-04,  20.7, 361.7
2013-02-05,  23.2, 394.9
2013-02-06,  23.9, 417.4
2013-02-07,  24.0, 421.2
2013-02-08,  25.3, 446.5
2013-02-09,  26.0, 429.7
2013-02-10,  26.7, 416.2
2013-02-11,  25.8, 443.3
2013-02-12,  26.9, 474.4
2013-02-13,  25.8, 458.2
2013-02-14,  25.3, 449.1
2013-02-15,  25.4, 448.6
2013-02-16,  26.9, 449.1
2013-02-17,  25.4, 388.3
2013-02-18,  20.6, 361.7
2013-02-19,  19.3, 369.2
2013-02-20,  20.1, 376.6
2013-02-21,  20.1, 378.3
2013-02-22,  21.2, 375.6
2013-02-23,  22.4, 352.4
2013-02-24,  23.2, 341.0
2013-02-25,  18.5, 361.7
2013-02-26,  16.4, 369.2
2013-02-27,  17.2, 376.6
2013-02-28,  19.7, 378.3
2013-03-01,  21.9, 375.6
2013-03-02,  22.3, 350.3
2013-03-03,  18.9, 315.3
2013-03-04,  17.1, 361.7
2013-03-05,  19.0, 369.2
2013-03-06,  20.7, 376.6
2013-03-07,  22.0, 378.3
2013-03-08,  22.6, 388.5
2013-03-09,  23.8, 382.5
2013-03-10,  22.1, 317.4
2013-03-11,  18.7, 361.7
2013-03-12,  17.6, 369.2
2013-03-13,  16.2, 376.6
2013-03-14,  14.7, 384.7
2013-03-15,  14.3, 385.2
2013-03-16,  13.6, 359.1
2013-03-17,  14.9, 320.1
2013-03-18,  17.0, 361.7
2013-03-19,  18.4, 369.2
2013-03-20,  19.1, 376.6
2013-03-21,  20.4, 378.3
2013-03-22,  17.9, 375.6
2013-03-23,  18.9, 343.8
2013-03-24,  20.2, 315.3
2013-03-25,  19.0, 361.7
2013-03-26,  17.8, 369.2
2013-03-27,  17.5, 376.6
2013-03-28,  18.5, 378.3
2013-03-29,  20.1, 375.6
2013-03-30,  21.3, 343.8
2013-03-31,  21.9, 315.3
2013-04-01,  21.0, 361.7
2013-04-02,  20.5, 369.2
2013-04-03,  19.7, 376.6
2013-04-04,  18.9, 378.3
2013-04-05,  19.2, 375.6
2013-04-06,  16.0, 343.8
2013-04-07,  13.5, 331.3
2013-04-08,  15.6, 361.7
2013-04-09,  17.4, 369.2
2013-04-10,  17.9, 376.6
2013-04-11,  18.6, 378.3
2013-04-12,  15.8, 375.6
2013-04-13,  12.8, 365.5
2013-04-14,  16.3, 315.3
2013-04-15,  17.9, 361.7
2013-04-16,  14.0, 381.2
2013-04-17,  16.3, 376.6
2013-04-18,  18.3, 378.3
2013-04-19,  19.3, 375.6
2013-04-20,  18.6, 343.8
2013-04-21,  19.8, 315.3
2013-04-22,  19.5, 361.7
2013-04-23,  19.8, 369.2
2013-04-24,  19.9, 376.6
2013-04-25,  20.4, 378.3
2013-04-26,  20.2, 375.6
2013-04-27,  21.2, 343.8
2013-04-28,  20.0, 315.3
2013-04-29,  17.2, 361.7
2013-04-30,  16.3, 369.2
2013-05-01,  17.9, 376.6
2013-05-02,  18.9, 378.3
2013-05-03,  15.8, 375.6
2013-05-04,  13.5, 359.9
2013-05-05,  14.8, 320.9
2013-05-06,  15.9, 361.7
2013-05-07,  12.4, 394.0
2013-05-08,  14.8, 382.2
2013-05-09,  16.6, 378.3
2013-05-10,  17.6, 375.6
2013-05-11,  17.7, 343.8
2013-05-12,  13.9, 328.1
2013-05-13,  15.1, 364.9
2013-05-14,  15.2, 371.6
2013-05-15,   9.3, 426.3
2013-05-16,   7.7, 440.8
2013-05-17,   8.2, 434.1
2013-05-18,   9.9, 388.7
2013-05-19,  11.8, 344.9
2013-05-20,  11.2, 396.1
2013-05-21,  10.1, 412.5
2013-05-22,  12.7, 399.1
2013-05-23,  13.9, 391.1
2013-05-24,  12.4, 400.5
2013-05-25,  12.9, 364.7
2013-05-26,  13.9, 328.1
2013-05-27,  13.8, 375.3
2013-05-28,  15.8, 369.2
2013-05-29,  13.8, 390.3
2013-05-30,  12.5, 402.3
2013-05-31,  14.7, 382.0
2013-06-01,  13.5, 359.9
2013-06-02,  12.3, 340.9
2013-06-03,  13.0, 381.7
2013-06-04,  14.2, 379.6
2013-06-05,  14.3, 386.2
2013-06-06,  10.2, 420.8
2013-06-07,  11.2, 410.1
2013-06-08,   9.9, 388.7
2013-06-09,  12.6, 338.5
2013-06-10,  13.0, 381.7
2013-06-11,  14.1, 380.4
2013-06-12,  17.1, 376.6
2013-06-13,  18.7, 378.3
2013-06-14,  11.7, 406.1
2013-06-15,  10.4, 384.7
2013-06-16,  11.0, 351.3
2013-06-17,   8.0, 421.8
2013-06-18,  10.7, 407.7
2013-06-19,   5.8, 454.4
2013-06-20,   6.2, 452.8
2013-06-21,   7.1, 443.0
2013-06-22,   9.4, 392.7
2013-06-23,   8.1, 374.6
2013-06-24,   8.2, 420.2
2013-06-25,   8.7, 423.7
2013-06-26,   9.3, 426.3
2013-06-27,  11.4, 411.1
2013-06-28,  12.1, 402.9
2013-06-29,  10.9, 380.7
2013-06-30,   7.9, 376.2
2013-07-01,  10.0, 405.8
2013-07-02,  12.7, 391.6
2013-07-03,  14.8, 382.2
2013-07-04,  15.2, 380.7
2013-07-05,  13.5, 391.7
2013-07-06,  13.6, 359.1
2013-07-07,   8.9, 368.2
2013-07-08,   7.9, 422.6
2013-07-09,   9.5, 417.3
2013-07-10,  11.7, 407.1
2013-07-11,  14.6, 385.5
2013-07-12,  11.2, 410.1
2013-07-13,  10.2, 386.3
2013-07-14,  10.5, 355.4
2013-07-15,   8.0, 421.8
2013-07-16,  12.3, 394.8
2013-07-17,  14.1, 387.9
2013-07-18,   8.6, 433.6
2013-07-19,   5.5, 455.8
2013-07-20,   7.0, 412.0
2013-07-21,   4.5, 403.5
2013-07-22,   5.0, 445.8
2013-07-23,   5.5, 449.3
2013-07-24,   6.5, 448.8
2013-07-25,   8.5, 434.4
2013-07-26,  10.2, 418.1
2013-07-27,  12.8, 365.5
2013-07-28,  10.9, 352.1
2013-07-29,  11.4, 394.5
2013-07-30,  12.4, 394.0
2013-07-31,  16.7, 376.6
2013-08-01,  11.6, 409.5
2013-08-02,   9.8, 421.3
2013-08-03,   9.3, 393.5
2013-08-04,  11.1, 350.5
2013-08-05,  13.3, 379.3
2013-08-06,  11.1, 404.5
2013-08-07,  14.9, 381.4
2013-08-08,  11.8, 407.9
2013-08-09,   8.8, 429.3
2013-08-10,   8.5, 400.0
2013-08-11,  10.2, 357.8
2013-08-12,  10.4, 402.6
2013-08-13,   6.2, 443.7
2013-08-14,   6.8, 446.4
2013-08-15,   8.8, 432.0
2013-08-16,  10.3, 417.3
2013-08-17,   9.1, 395.1
2013-08-18,  11.8, 344.9
2013-08-19,  15.8, 361.7
2013-08-20,  15.9, 369.2
2013-08-21,  17.1, 376.6
2013-08-22,  10.0, 422.4
2013-08-23,   5.7, 454.2
2013-08-24,   6.5, 416.0
2013-08-25,   6.4, 388.2
2013-08-26,   5.5, 441.8
2013-08-27,   8.0, 429.3
2013-08-28,  14.2, 387.0
2013-08-29,  16.2, 378.3
2013-08-30,  16.7, 375.6
2013-08-31,  16.6, 343.8
2013-09-01,  16.5, 315.3
2013-09-02,  15.0, 365.7
2013-09-03,  10.8, 406.9
2013-09-04,   9.6, 423.9
2013-09-05,  12.2, 404.7
2013-09-06,  15.2, 378.0
2013-09-07,  18.0, 343.8
2013-09-08,  17.5, 315.3
2013-09-09,  20.2, 361.7
2013-09-10,  24.7, 427.2
2013-09-11,  23.5, 408.8
2013-09-12,  16.2, 378.3
2013-09-13,  11.3, 409.3
2013-09-14,   9.6, 391.1
2013-09-15,  10.3, 357.0
2013-09-16,   8.8, 415.4
2013-09-17,   7.3, 434.9
2013-09-18,   9.9, 421.5
2013-09-19,  12.0, 406.3
2013-09-20,  13.5, 391.7
2013-09-21,  11.3, 377.5
2013-09-22,   9.3, 365.0
2013-09-23,   8.8, 415.4
2013-09-24,   8.6, 424.5
2013-09-25,  10.6, 415.9
2013-09-26,  13.3, 395.9
2013-09-27,  14.0, 387.6
2013-09-28,  15.0, 347.8
2013-09-29,  10.6, 354.6
2013-09-30,  10.9, 398.5
2013-10-01,  11.6, 400.4
2013-10-02,  13.3, 394.3
2013-10-03,  13.7, 392.7
2013-10-04,  14.0, 387.6
2013-10-05,  13.1, 363.1
2013-10-06,  15.3, 316.9
2013-10-07,  16.6, 361.7
2013-10-08,  18.0, 369.2
2013-10-09,  19.7, 376.6
2013-10-10,  19.1, 378.3
2013-10-11,  16.7, 375.6
2013-10-12,  17.0, 343.8
2013-10-13,  17.8, 315.3
2013-10-14,  18.6, 361.7
2013-10-15,  20.0, 369.2
2013-10-16,  21.7, 376.6
2013-10-17,  20.6, 378.3
2013-10-18,  19.2, 375.6
2013-10-19,  21.2, 343.8
2013-10-20,  20.1, 315.3
2013-10-21,  15.7, 361.7
2013-10-22,  16.6, 369.2
2013-10-23,  18.8, 376.6
2013-10-24,  13.0, 398.3
2013-10-25,  13.9, 388.4
2013-10-26,  18.0, 343.8
2013-10-27,  17.0, 315.3
2013-10-28,  16.8, 361.7
2013-10-29,  18.2, 369.2
2013-10-30,  19.5, 376.6
2013-10-31,  19.1, 378.3
2013-11-01,  19.2, 375.6
2013-11-02,  17.3, 343.8
2013-11-03,  16.9, 315.3
2013-11-04,  15.8, 361.7
2013-11-05,  17.5, 369.2
2013-11-06,  19.9, 376.6
2013-11-07,  19.3, 378.3
2013-11-08,  17.6, 375.6
2013-11-09,  19.9, 343.8
2013-11-10,  19.9, 315.3
2013-11-11,  19.3, 361.7
2013-11-12,  20.2, 369.2
2013-11-13,  20.3, 376.6
2013-11-14,  24.3, 427.7
2013-11-15,  20.3, 375.6
2013-11-16,  17.1, 343.8
2013-11-17,  19.5, 315.3
2013-11-18,  21.3, 361.7
2013-11-19,  18.8, 369.2
2013-11-20,  19.9, 376.6
2013-11-21,  20.1, 378.3
2013-11-22,  20.9, 375.6
2013-11-23,  22.6, 356.7
2013-11-24,  24.7, 373.3
2013-11-25,  22.7, 376.7
2013-11-26,  18.4, 369.2
2013-11-27,  17.0, 376.6
2013-11-28,  18.9, 378.3
2013-11-29,  19.4, 375.6
2013-11-30,  22.8, 361.0
2013-12-01,  23.0, 336.7
2013-12-02,  25.0, 426.1
2013-12-03,  17.8, 369.2
2013-12-04,  22.4, 385.2
2013-12-05,  20.0, 378.3
2013-12-06,  18.7, 375.6
2013-12-07,  23.6, 378.2
2013-12-08,  26.6, 414.1
2013-12-09,  21.9, 361.7
2013-12-10,  18.9, 369.2
2013-12-11,  20.8, 376.6
2013-12-12,  22.6, 391.2
2013-12-13,  24.2, 422.9
2013-12-14,  26.5, 440.5
2013-12-15,  28.3, 450.6
2013-12-16,  28.3, 497.0
2013-12-17,  28.7, 513.1
2013-12-18,  26.2, 466.8
2013-12-19,  25.5, 453.4
2013-12-20,  25.9, 459.4
2013-12-21,  26.3, 436.2
2013-12-22,  27.5, 433.4
2013-12-23,  28.2, 494.8
2013-12-24,  29.5, 530.3
2013-12-25,  30.8, 565.6
2013-12-26,  29.4, 537.2
2013-12-27,  27.9, 502.3
2013-12-28,  29.2, 498.5
2013-12-29,  30.7, 502.1
2013-12-30,  29.9, 531.3
2013-12-31,  25.1, 435.8
2014-01-01,  27.1, 486.2
2014-01-02,  23.0, 399.7
2014-01-03,  19.2, 375.6
2014-01-04,  22.0, 343.8
2014-01-05,  25.4, 388.3
2014-01-06,  28.0, 490.5
2014-01-07,  27.0, 476.6
2014-01-08,  23.2, 402.4
2014-01-09,  26.0, 464.2
2014-01-10,  26.3, 468.0
2014-01-11,  21.3, 343.8
2014-01-12,  19.6, 315.3
2014-01-13,  22.4, 370.3
2014-01-14,  24.0, 412.1
2014-01-15,  26.6, 475.4
2014-01-16,  28.4, 515.7
2014-01-17,  29.6, 538.9
2014-01-18,  31.0, 537.1
2014-01-19,  27.3, 429.1
2014-01-20,  28.6, 503.4
2014-01-21,  26.9, 474.4
2014-01-22,  27.6, 496.9
2014-01-23,  29.0, 528.6
2014-01-24,  20.5, 375.6
2014-01-25,  16.9, 343.8
2014-01-26,  20.4, 315.3
2014-01-27,  23.5, 393.9
2014-01-28,  23.5, 401.4
2014-01-29,  22.9, 396.0
2014-01-30,  24.6, 434.1
2014-01-31,  25.8, 457.2
2014-02-01,  23.9, 384.6
2014-02-02,  23.5, 347.5
2014-02-03,  22.5, 372.4
2014-02-04,  24.5, 422.9
2014-02-05,  25.4, 449.7
2014-02-06,  19.4, 378.3
2014-02-07,  22.9, 394.9
2014-02-08,  24.8, 404.0
2014-02-09,  23.5, 347.5
2014-02-10,  23.0, 383.1
2014-02-11,  24.4, 420.7
2014-02-12,  23.0, 398.1
2014-02-13,  21.6, 378.3
2014-02-14,  19.4, 375.6
2014-02-15,  20.3, 343.8
2014-02-16,  21.6, 315.3
2014-02-17,  22.9, 381.0
