0,1,2,3
N,Norte,17/4/2018,522.453.804.167
N,Norte,18/4/2018,526.135.875.000
N,Norte,19/4/2018,529.060.475.000
N,Norte,20/4/2018,530.596.541.667
N,Norte,21/4/2018,500.252.083.333
N,Norte,22/4/2018,485.288.045.833
N,Norte,23/4/2018,542.756.837.500
N,Norte,24/4/2018,540.373.500.000
N,Norte,25/4/2018,553.019.991.667
N,Norte,26/4/2018,560.062.220.833
N,Norte,27/4/2018,562.706.720.833
N,Norte,28/4/2018,523.681.616.667
N,Norte,29/4/2018,479.982.791.667
N,Norte,30/4/2018,511.882.308.333
N,Norte,1/5/2018,487.204.204.167
N,Norte,2/5/2018,537.432.808.333
N,Norte,3/5/2018,540.923.387.500
N,Norte,4/5/2018,537.415.904.167
N,Norte,5/5/2018,519.634.341.667
N,Norte,6/5/2018,494.927.075.000
N,Norte,7/5/2018,538.261.083.333
N,Norte,8/5/2018,519.457.529.167
N,Norte,9/5/2018,514.283.562.500
N,Norte,10/5/2018,542.866.041.667
N,Norte,11/5/2018,541.826.929.167
N,Norte,12/5/2018,515.106.829.167
N,Norte,13/5/2018,487.273.904.167
N,Norte,14/5/2018,530.707.054.167
N,Norte,15/5/2018,534.202.575.000
N,Norte,16/5/2018,540.398.462.500
N,Norte,17/5/2018,561.242.012.500
N,Norte,18/5/2018,559.962.291.667
N,Norte,19/5/2018,529.881.908.333
N,Norte,20/5/2018,475.655.983.333
N,Norte,21/5/2018,534.031.170.833
N,Norte,22/5/2018,525.699.862.500
N,Norte,23/5/2018,524.738.045.833
N,Norte,24/5/2018,532.420.308.333
N,Norte,25/5/2018,527.860.300.000
N,Norte,26/5/2018,487.802.908.333
N,Norte,27/5/2018,455.029.529.167
N,Norte,28/5/2018,491.275.970.833
N,Norte,29/5/2018,500.975.416.667
N,Norte,30/5/2018,504.237.095.833
N,Norte,31/5/2018,477.888.883.333
N,Norte,1/6/2018,519.549.933.333
N,Norte,2/6/2018,518.669.850.000
N,Norte,3/6/2018,507.969.812.500
N,Norte,4/6/2018,546.164.750.000
N,Norte,5/6/2018,531.149.870.833
N,Norte,6/6/2018,537.375.045.833
N,Norte,7/6/2018,547.354.600.000
N,Norte,8/6/2018,540.490.304.167
N,Norte,9/6/2018,517.431.512.500
N,Norte,10/6/2018,488.520.112.500
N,Norte,11/6/2018,537.999.200.000
N,Norte,12/6/2018,548.842.225.000
N,Norte,13/6/2018,550.748.104.167
N,Norte,14/6/2018,553.015.450.000
N,Norte,15/6/2018,549.268.237.500
N,Norte,16/6/2018,521.429.083.333
N,Norte,17/6/2018,479.683.779.167
N,Norte,18/6/2018,521.066.475.000
N,Norte,19/6/2018,517.181.800.000
N,Norte,20/6/2018,510.012.762.500
N,Norte,21/6/2018,520.794.820.833
N,Norte,22/6/2018,501.624.412.500
N,Norte,23/6/2018,504.545.587.500
N,Norte,24/6/2018,489.238.662.500
N,Norte,25/6/2018,521.873.304.167
N,Norte,26/6/2018,522.234.412.500
N,Norte,27/6/2018,506.428.287.500
N,Norte,28/6/2018,522.957.091.667
N,Norte,29/6/2018,523.975.812.500
N,Norte,30/6/2018,506.465.554.167
N,Norte,1/7/2018,478.046.212.500
N,Norte,2/7/2018,508.941.179.167
N,Norte,3/7/2018,526.000.945.833
N,Norte,4/7/2018,519.540.691.667
N,Norte,5/7/2018,513.099.379.167
N,Norte,6/7/2018,499.462.945.833
N,Norte,7/7/2018,496.831.645.833
N,Norte,8/7/2018,476.557.125.000
N,Norte,9/7/2018,521.355.137.500
N,Norte,10/7/2018,499.548.191.667
N,Norte,11/7/2018,502.351.091.667
N,Norte,12/7/2018,507.049.375.000
N,Norte,13/7/2018,518.868.162.500
N,Norte,14/7/2018,495.962.770.833
N,Norte,15/7/2018,467.634.975.000
N,Norte,16/7/2018,513.055.087.500
N,Norte,17/7/2018,525.162.687.500
N,Norte,18/7/2018,525.478.429.167
N,Norte,19/7/2018,526.014.908.333
N,Norte,20/7/2018,528.774.375.000
N,Norte,21/7/2018,509.315.691.667
N,Norte,22/7/2018,485.811.570.833
N,Norte,23/7/2018,537.242.450.000
N,Norte,24/7/2018,539.637.495.833
N,Norte,25/7/2018,530.927.420.833
N,Norte,26/7/2018,534.398.966.667
N,Norte,27/7/2018,524.977.345.833
N,Norte,28/7/2018,507.288.445.833
N,Norte,29/7/2018,485.274.062.500
N,Norte,30/7/2018,523.000.954.167
N,Norte,31/7/2018,529.087.837.500
N,Norte,1/8/2018,535.504.733.333
N,Norte,2/8/2018,535.852.612.500
N,Norte,3/8/2018,535.847.275.000
N,Norte,4/8/2018,513.866.000.000
N,Norte,5/8/2018,482.285.070.833
N,Norte,6/8/2018,536.300.208.333
N,Norte,7/8/2018,529.577.325.000
N,Norte,8/8/2018,534.927.529.167
N,Norte,9/8/2018,537.724.562.500
N,Norte,10/8/2018,533.163.350.000
N,Norte,11/8/2018,516.115.958.333
N,Norte,12/8/2018,475.509.441.667
N,Norte,13/8/2018,527.842.316.667
N,Norte,14/8/2018,538.060.625.000
N,Norte,15/8/2018,526.235.925.000
N,Norte,16/8/2018,527.111.291.667
N,Norte,17/8/2018,546.966.550.000
N,Norte,18/8/2018,518.853.187.500
N,Norte,19/8/2018,485.179.045.833
N,Norte,20/8/2018,540.432.295.833
N,Norte,21/8/2018,548.486.541.667
N,Norte,22/8/2018,549.276.850.000
N,Norte,23/8/2018,536.424.258.333
N,Norte,24/8/2018,543.203.845.833
N,Norte,25/8/2018,505.483.345.833
N,Norte,26/8/2018,497.831.320.833
N,Norte,27/8/2018,536.835.337.500
N,Norte,28/8/2018,534.871.491.667
N,Norte,29/8/2018,537.783.066.667
N,Norte,30/8/2018,547.928.666.667
N,Norte,31/8/2018,549.063.441.667
N,Norte,1/9/2018,530.778.654.167
N,Norte,2/9/2018,508.460.475.000
N,Norte,3/9/2018,557.813.645.833
N,Norte,4/9/2018,547.853.791.667
N,Norte,5/9/2018,528.913.516.667
N,Norte,6/9/2018,520.353.762.500
N,Norte,7/9/2018,485.668.575.000
N,Norte,8/9/2018,487.644.987.500
N,Norte,9/9/2018,475.722.062.500
N,Norte,10/9/2018,528.347.020.833
N,Norte,11/9/2018,547.253.983.333
N,Norte,12/9/2018,546.322.683.333
N,Norte,13/9/2018,545.765.754.167
N,Norte,14/9/2018,547.640.137.500
N,Norte,15/9/2018,527.472.250.000
N,Norte,16/9/2018,506.022.183.333
N,Norte,17/9/2018,564.976.704.167
N,Norte,18/9/2018,569.000.870.833
N,Norte,19/9/2018,567.284.379.167
N,Norte,20/9/2018,553.942.154.167
N,Norte,21/9/2018,560.946.758.333
N,Norte,22/9/2018,545.273.212.500
N,Norte,23/9/2018,521.436.587.500
N,Norte,24/9/2018,575.409.712.500
N,Norte,25/9/2018,570.080.891.667
N,Norte,26/9/2018,576.210.345.833
N,Norte,27/9/2018,574.275.679.167
N,Norte,28/9/2018,576.310.854.167
N,Norte,29/9/2018,543.202.595.833
N,Norte,30/9/2018,517.099.583.333
N,Norte,1/10/2018,562.171.741.667
N,Norte,2/10/2018,562.211.229.167
N,Norte,3/10/2018,561.726.154.167
N,Norte,4/10/2018,555.102.108.333
N,Norte,5/10/2018,552.180.970.833
N,Norte,6/10/2018,520.553.641.667
N,Norte,7/10/2018,497.358.291.667
N,Norte,8/10/2018,545.489.858.333
N,Norte,9/10/2018,555.512.020.833
N,Norte,10/10/2018,561.014.133.333
N,Norte,11/10/2018,545.667.016.667
N,Norte,12/10/2018,495.574.062.500
N,Norte,13/10/2018,510.921.000.000
N,Norte,14/10/2018,497.849.137.500
N,Norte,15/10/2018,554.715.454.167
N,Norte,16/10/2018,560.367.354.167
N,Norte,17/10/2018,551.495.620.833
N,Norte,18/10/2018,547.040.925.000
N,Norte,19/10/2018,551.789.679.167
N,Norte,20/10/2018,517.293.791.667
N,Norte,21/10/2018,492.408.012.500
N,Norte,22/10/2018,547.415.408.333
N,Norte,23/10/2018,555.663.416.667
N,Norte,24/10/2018,552.104.029.167
N,Norte,25/10/2018,562.546.112.500
N,Norte,26/10/2018,570.793.375.000
N,Norte,27/10/2018,541.079.762.500
N,Norte,28/10/2018,517.568.954.167
N,Norte,29/10/2018,564.476.195.833
N,Norte,30/10/2018,562.950.733.333
N,Norte,31/10/2018,563.489.650.000
N,Norte,1/11/2018,551.684.500.000
N,Norte,2/11/2018,503.531.458.333
N,Norte,3/11/2018,507.088.229.167
N,Norte,4/11/2018,483.864.947.826
N,Norte,5/11/2018,533.719.137.500
N,Norte,6/11/2018,549.002.950.000
N,Norte,7/11/2018,539.823.395.833
N,Norte,8/11/2018,530.502.720.833
N,Norte,9/11/2018,550.348.908.333
N,Norte,10/11/2018,539.520.300.000
N,Norte,11/11/2018,519.379.125.000
N,Norte,12/11/2018,554.265.775.000
N,Norte,13/11/2018,562.832.225.000
N,Norte,14/11/2018,559.650.479.167
N,Norte,15/11/2018,517.702.954.167
N,Norte,16/11/2018,535.645.741.667
N,Norte,17/11/2018,522.204.833.333
N,Norte,18/11/2018,507.038.358.333
N,Norte,19/11/2018,551.697.508.333
N,Norte,20/11/2018,544.238.320.833
N,Norte,21/11/2018,543.754.829.167
N,Norte,22/11/2018,529.303.916.667
N,Norte,23/11/2018,522.922.354.167
N,Norte,24/11/2018,504.634.533.333
N,Norte,25/11/2018,489.913.691.667
N,Norte,26/11/2018,529.571.508.333
N,Norte,27/11/2018,524.224.529.167
N,Norte,28/11/2018,527.355.300.000
N,Norte,29/11/2018,526.931.125.000
N,Norte,30/11/2018,518.511.000.000
N,Norte,1/12/2018,510.822.916.667
N,Norte,2/12/2018,488.437.787.500
N,Norte,3/12/2018,521.331.133.333
N,Norte,4/12/2018,514.227.650.000
N,Norte,5/12/2018,516.225.000.000
N,Norte,6/12/2018,515.194.550.000
N,Norte,7/12/2018,510.411.725.000
N,Norte,8/12/2018,487.806.600.000
N,Norte,9/12/2018,471.590.579.167
N,Norte,10/12/2018,511.522.650.000
N,Norte,11/12/2018,524.158.891.667
N,Norte,12/12/2018,526.766.170.833
N,Norte,13/12/2018,522.268.587.500
N,Norte,14/12/2018,511.608.745.833
N,Norte,15/12/2018,469.721.712.500
N,Norte,16/12/2018,461.708.075.000
N,Norte,17/12/2018,538.790.966.667
N,Norte,18/12/2018,541.745.216.667
N,Norte,19/12/2018,522.966.220.833
N,Norte,20/12/2018,544.708.437.500
N,Norte,21/12/2018,544.690.941.667
N,Norte,22/12/2018,526.867.845.833
N,Norte,23/12/2018,510.817.400.000
N,Norte,24/12/2018,510.944.525.000
N,Norte,25/12/2018,463.025.750.000
N,Norte,26/12/2018,531.996.225.000
N,Norte,27/12/2018,546.262.362.500
N,Norte,28/12/2018,545.579.937.500
N,Norte,29/12/2018,524.504.379.167
N,Norte,30/12/2018,506.714.045.833
N,Norte,31/12/2018,501.345.508.333
N,Norte,1/1/2019,468.834.120.833
N,Norte,2/1/2019,525.192.716.667
N,Norte,3/1/2019,540.996.287.500
N,Norte,4/1/2019,550.457.537.500
N,Norte,5/1/2019,524.799.945.833
N,Norte,6/1/2019,493.495.920.833
N,Norte,7/1/2019,522.209.800.000
N,Norte,8/1/2019,514.413.279.167
N,Norte,9/1/2019,527.567.683.333
N,Norte,10/1/2019,518.199.662.500
N,Norte,11/1/2019,519.703.700.000
N,Norte,12/1/2019,504.844.962.500
N,Norte,13/1/2019,489.435.016.667
N,Norte,14/1/2019,520.488.141.667
N,Norte,15/1/2019,523.390.033.333
N,Norte,16/1/2019,540.878.275.000
N,Norte,17/1/2019,548.916.929.167
N,Norte,18/1/2019,555.134.287.500
N,Norte,19/1/2019,523.707.520.833
N,Norte,20/1/2019,495.208.108.333
N,Norte,21/1/2019,530.734.391.667
N,Norte,22/1/2019,536.681.216.667
N,Norte,23/1/2019,548.804.229.167
N,Norte,24/1/2019,566.280.708.333
N,Norte,25/1/2019,561.957.754.167
N,Norte,26/1/2019,538.561.091.667
N,Norte,27/1/2019,497.507.204.167
N,Norte,28/1/2019,551.818.000.000
N,Norte,29/1/2019,565.748.645.833
N,Norte,30/1/2019,562.714.316.667
N,Norte,31/1/2019,555.515.766.667
N,Norte,1/2/2019,551.455.095.833
N,Norte,2/2/2019,515.963.020.833
N,Norte,3/2/2019,505.079.750.000
N,Norte,4/2/2019,562.664.608.333
N,Norte,5/2/2019,550.958.604.167
N,Norte,6/2/2019,556.630.754.167
N,Norte,7/2/2019,547.532.891.667
N,Norte,8/2/2019,545.648.433.333
N,Norte,9/2/2019,529.209.075.000
N,Norte,10/2/2019,501.718.558.333
N,Norte,11/2/2019,554.102.154.167
N,Norte,12/2/2019,569.886.116.667
N,Norte,13/2/2019,574.126.533.333
N,Norte,14/2/2019,564.708.362.500
N,Norte,15/2/2019,564.005.820.833
N,Norte,16/2/2019,567.414.179.167
N,Norte,17/2/2019,516.120.445.833
N,Norte,18/2/2019,564.598.041.667
N,Norte,19/2/2019,549.130.779.167
N,Norte,20/2/2019,568.212.754.167
N,Norte,21/2/2019,577.223.562.500
N,Norte,22/2/2019,570.398.095.833
N,Norte,23/2/2019,538.510.125.000
N,Norte,24/2/2019,518.851.841.667
N,Norte,25/2/2019,567.854.662.500
N,Norte,26/2/2019,561.290.941.667
N,Norte,27/2/2019,560.312.929.167
N,Norte,28/2/2019,556.678.416.667
N,Norte,1/3/2019,547.566.404.167
N,Norte,2/3/2019,545.430.066.667
N,Norte,3/3/2019,506.088.841.667
N,Norte,4/3/2019,520.152.783.333
N,Norte,5/3/2019,498.668.062.500
N,Norte,6/3/2019,518.656.495.833
N,Norte,7/3/2019,554.030.316.667
N,Norte,8/3/2019,560.270.858.333
N,Norte,9/3/2019,538.043.412.500
N,Norte,10/3/2019,515.756.541.667
N,Norte,11/3/2019,545.434.833.333
N,Norte,12/3/2019,532.612.795.833
N,Norte,13/3/2019,548.887.258.333
N,Norte,14/3/2019,563.429.108.333
N,Norte,15/3/2019,556.177.045.833
N,Norte,16/3/2019,542.288.329.167
N,Norte,17/3/2019,523.258.008.333
N,Norte,18/3/2019,582.801.341.667
N,Norte,19/3/2019,583.323.562.500
N,Norte,20/3/2019,583.527.895.833
N,Norte,21/3/2019,574.944.570.833
N,Norte,22/3/2019,562.981.229.167
N,Norte,23/3/2019,536.255.637.500
N,Norte,24/3/2019,505.210.050.000
N,Norte,25/3/2019,535.181.529.167
N,Norte,26/3/2019,543.139.266.667
N,Norte,27/3/2019,554.529.762.500
N,Norte,28/3/2019,551.521.216.667
N,Norte,29/3/2019,535.372.016.667
N,Norte,30/3/2019,525.904.441.667
N,Norte,31/3/2019,500.535.958.333
N,Norte,1/4/2019,536.588.962.500
N,Norte,2/4/2019,547.902.158.333
N,Norte,3/4/2019,555.519.687.500
N,Norte,4/4/2019,545.937.445.833
N,Norte,5/4/2019,533.724.000.000
N,Norte,6/4/2019,525.175.962.500
N,Norte,7/4/2019,487.793.545.833
N,Norte,8/4/2019,539.025.870.833
N,Norte,9/4/2019,540.171.716.667
N,Norte,10/4/2019,549.638.316.667
N,Norte,11/4/2019,553.152.154.167
N,Norte,12/4/2019,548.664.233.333
N,Norte,13/4/2019,523.811.062.500
N,Norte,14/4/2019,489.780.979.167
N,Norte,15/4/2019,534.339.504.167
N,Norte,16/4/2019,544.151.158.333
N,Norte,17/4/2019,555.888.466.667
N,Norte,18/4/2019,558.098.887.500
N,Norte,19/4/2019,500.742.033.333
N,Norte,20/4/2019,511.158.037.500
N,Norte,21/4/2019,493.263.720.833
N,Norte,22/4/2019,543.562.945.833
N,Norte,23/4/2019,539.507.437.500
N,Norte,24/4/2019,547.812.150.000
N,Norte,25/4/2019,561.479.104.167
N,Norte,26/4/2019,564.370.683.333
N,Norte,27/4/2019,532.010.554.167
N,Norte,28/4/2019,510.497.470.833
N,Norte,29/4/2019,559.731.066.667
N,Norte,30/4/2019,560.044.866.667
N,Norte,1/5/2019,513.092.179.167
N,Norte,2/5/2019,554.058.104.167
N,Norte,3/5/2019,548.113.095.833
N,Norte,4/5/2019,531.721.958.333
N,Norte,5/5/2019,511.455.650.000
N,Norte,6/5/2019,577.281.837.500
N,Norte,7/5/2019,583.251.950.000
N,Norte,8/5/2019,583.078.254.167
N,Norte,9/5/2019,551.284.312.500
N,Norte,10/5/2019,572.805.775.000
N,Norte,11/5/2019,546.449.158.333
N,Norte,12/5/2019,514.437.120.833
N,Norte,13/5/2019,575.009.429.167
N,Norte,14/5/2019,582.671.312.500
N,Norte,15/5/2019,568.017.895.833
N,Norte,16/5/2019,560.276.791.667
N,Norte,17/5/2019,551.671.741.667
N,Norte,18/5/2019,510.439.683.333
N,Norte,19/5/2019,490.624.116.667
N,Norte,20/5/2019,532.707.675.000
N,Norte,21/5/2019,532.317.700.000
N,Norte,22/5/2019,544.663.387.500
N,Norte,23/5/2019,554.796.420.833
N,Norte,24/5/2019,570.800.716.667
N,Norte,25/5/2019,546.863.137.500
N,Norte,26/5/2019,514.197.591.667
N,Norte,27/5/2019,564.454.262.500
N,Norte,28/5/2019,570.067.754.167
N,Norte,29/5/2019,583.100.241.667
N,Norte,30/5/2019,577.013.908.333
N,Norte,31/5/2019,576.776.787.500
N,Norte,1/6/2019,545.731.308.333
N,Norte,2/6/2019,505.837.783.333
N,Norte,3/6/2019,574.511.483.333
N,Norte,4/6/2019,589.456.708.333
N,Norte,5/6/2019,569.353.633.333
N,Norte,6/6/2019,563.589.950.000
N,Norte,7/6/2019,573.660.220.833
N,Norte,8/6/2019,544.235.779.167
N,Norte,9/6/2019,520.844.904.167
N,Norte,10/6/2019,572.819.641.667
N,Norte,11/6/2019,570.182.962.500
N,Norte,12/6/2019,565.819.966.667
N,Norte,13/6/2019,558.094.116.667
N,Norte,14/6/2019,565.537.833.333
N,Norte,15/6/2019,522.320.841.667
N,Norte,16/6/2019,488.826.300.000
N,Norte,17/6/2019,554.727.758.333
N,Norte,18/6/2019,569.734.758.333
N,Norte,19/6/2019,557.094.483.333
N,Norte,20/6/2019,520.203.312.500
N,Norte,21/6/2019,544.834.333.333
N,Norte,22/6/2019,525.292.620.833
N,Norte,23/6/2019,503.044.962.500
N,Norte,24/6/2019,534.994.954.167
N,Norte,25/6/2019,535.848.337.500
N,Norte,26/6/2019,526.261.962.500
N,Norte,27/6/2019,544.340.245.833
N,Norte,28/6/2019,553.443.087.500
N,Norte,29/6/2019,533.224.320.833
N,Norte,30/6/2019,512.148.100.000
N,Norte,1/7/2019,555.641.158.333
N,Norte,2/7/2019,548.204.270.833
N,Norte,3/7/2019,547.600.245.833
N,Norte,4/7/2019,548.207.658.333
N,Norte,5/7/2019,562.078.904.167
N,Norte,6/7/2019,537.969.170.833
N,Norte,7/7/2019,502.863.845.833
N,Norte,8/7/2019,539.291.191.667
N,Norte,9/7/2019,539.871.162.500
N,Norte,10/7/2019,540.287.779.167
N,Norte,11/7/2019,542.014.179.167
N,Norte,12/7/2019,543.327.125.000
N,Norte,13/7/2019,524.672.875.000
N,Norte,14/7/2019,500.796.508.333
N,Norte,15/7/2019,545.843.975.000
N,Norte,16/7/2019,555.393.441.667
N,Norte,17/7/2019,548.200.495.833
N,Norte,18/7/2019,541.210.783.333
N,Norte,19/7/2019,540.254.033.333
N,Norte,20/7/2019,521.836.300.000
N,Norte,21/7/2019,494.737.362.500
N,Norte,22/7/2019,537.306.970.833
N,Norte,23/7/2019,551.150.141.667
N,Norte,24/7/2019,550.508.362.500
N,Norte,25/7/2019,557.550.645.833
N,Norte,26/7/2019,544.071.816.667
N,Norte,27/7/2019,521.749.100.000
N,Norte,28/7/2019,489.169.858.333
N,Norte,29/7/2019,537.971.375.000
N,Norte,30/7/2019,544.320.116.667
N,Norte,31/7/2019,548.230.587.500
N,Norte,1/8/2019,548.148.495.833
N,Norte,2/8/2019,553.604.979.167
N,Norte,3/8/2019,533.239.691.667
N,Norte,4/8/2019,501.591.437.500
N,Norte,5/8/2019,540.982.783.333
N,Norte,6/8/2019,541.465.950.000
N,Norte,7/8/2019,537.591.100.000
N,Norte,8/8/2019,551.116.095.833
N,Norte,9/8/2019,553.534.491.667
N,Norte,10/8/2019,537.653.904.167
N,Norte,11/8/2019,515.476.450.000
N,Norte,12/8/2019,568.124.912.500
N,Norte,13/8/2019,574.953.562.500
N,Norte,14/8/2019,582.931.420.833
N,Norte,15/8/2019,559.596.758.333
N,Norte,16/8/2019,557.255.370.833
N,Norte,17/8/2019,539.865.666.667
N,Norte,18/8/2019,517.110.487.500
N,Norte,19/8/2019,566.012.004.167
N,Norte,20/8/2019,583.398.983.333
N,Norte,21/8/2019,586.655.395.833
N,Norte,22/8/2019,579.776.012.500
N,Norte,23/8/2019,570.807.470.833
N,Norte,24/8/2019,533.904.425.000
N,Norte,25/8/2019,510.959.291.667
N,Norte,26/8/2019,568.750.120.833
N,Norte,27/8/2019,577.262.191.667
N,Norte,28/8/2019,576.461.333.333
N,Norte,29/8/2019,577.346.175.000
N,Norte,30/8/2019,583.461.404.167
N,Norte,31/8/2019,548.761.770.833
N,Norte,1/9/2019,528.861.212.500
N,Norte,2/9/2019,580.946.037.500
N,Norte,3/9/2019,587.021.145.833
N,Norte,4/9/2019,587.836.683.333
N,Norte,5/9/2019,567.630.700.000
N,Norte,6/9/2019,560.760.662.500
N,Norte,7/9/2019,514.296.929.167
N,Norte,8/9/2019,510.772.445.833
N,Norte,9/9/2019,570.117.695.833
N,Norte,10/9/2019,591.401.062.500
N,Norte,11/9/2019,594.263.033.333
N,Norte,12/9/2019,599.779.166.667
N,Norte,13/9/2019,599.740.283.333
N,Norte,14/9/2019,574.153.783.333
N,Norte,15/9/2019,542.152.141.667
N,Norte,16/9/2019,578.961.683.333
N,Norte,17/9/2019,563.853.883.333
N,Norte,18/9/2019,566.583.995.833
N,Norte,19/9/2019,577.700.958.333
N,Norte,20/9/2019,582.527.641.667
N,Norte,21/9/2019,570.188.000.000
N,Norte,22/9/2019,537.694.375.000
N,Norte,23/9/2019,578.081.329.167
N,Norte,24/9/2019,581.338.754.167
N,Norte,25/9/2019,577.887.579.167
N,Norte,26/9/2019,576.712.304.167
N,Norte,27/9/2019,567.370.062.500
N,Norte,28/9/2019,543.441.600.000
N,Norte,29/9/2019,507.107.800.000
N,Norte,30/9/2019,569.157.845.833
N,Norte,1/10/2019,549.501.979.167
N,Norte,2/10/2019,573.829.029.167
N,Norte,3/10/2019,568.655.666.667
N,Norte,4/10/2019,559.558.050.000
N,Norte,5/10/2019,529.661.237.500
N,Norte,6/10/2019,518.436.920.833
N,Norte,7/10/2019,569.480.916.667
N,Norte,8/10/2019,571.773.891.667
N,Norte,9/10/2019,560.419.137.500
N,Norte,10/10/2019,562.336.216.667
N,Norte,11/10/2019,558.754.600.000
N,Norte,12/10/2019,523.605.395.833
N,Norte,13/10/2019,517.748.837.500
N,Norte,14/10/2019,557.120.029.167
N,Norte,15/10/2019,556.607.916.667
N,Norte,16/10/2019,564.995.508.333
N,Norte,17/10/2019,570.329.020.833
N,Norte,18/10/2019,567.147.550.000
N,Norte,19/10/2019,547.508.133.333
N,Norte,20/10/2019,510.585.304.167
N,Norte,21/10/2019,560.504.583.333
N,Norte,22/10/2019,563.212.754.167
N,Norte,23/10/2019,570.718.641.667
N,Norte,24/10/2019,575.558.750.000
N,Norte,25/10/2019,581.457.370.833
N,Norte,26/10/2019,553.694.150.000
N,Norte,27/10/2019,543.562.587.500
N,Norte,28/10/2019,583.096.350.000
N,Norte,29/10/2019,589.964.483.333
N,Norte,30/10/2019,592.332.279.167
N,Norte,31/10/2019,596.870.170.833
N,Norte,1/11/2019,584.316.741.667
N,Norte,2/11/2019,545.669.687.500
N,Norte,3/11/2019,532.540.516.667
N,Norte,4/11/2019,583.129.604.167
N,Norte,5/11/2019,599.675.241.667
N,Norte,6/11/2019,595.572.633.333
N,Norte,7/11/2019,599.158.612.500
N,Norte,8/11/2019,590.020.375.000
N,Norte,9/11/2019,553.128.812.500
N,Norte,10/11/2019,541.201.891.667
N,Norte,11/11/2019,591.444.891.667
N,Norte,12/11/2019,591.413.141.667
N,Norte,13/11/2019,582.156.795.833
N,Norte,14/11/2019,576.601.462.500
N,Norte,15/11/2019,544.116.291.667
N,Norte,16/11/2019,543.490.012.500
N,Norte,17/11/2019,519.945.816.667
N,Norte,18/11/2019,560.471.900.000
N,Norte,19/11/2019,569.397.708.333
N,Norte,20/11/2019,559.112.191.667
N,Norte,21/11/2019,565.560.766.667
N,Norte,22/11/2019,550.876.241.667
N,Norte,23/11/2019,537.191.479.167
N,Norte,24/11/2019,535.277.650.000
N,Norte,25/11/2019,590.630.020.833
N,Norte,26/11/2019,593.070.516.667
N,Norte,27/11/2019,595.121.920.833
N,Norte,28/11/2019,604.765.241.667
N,Norte,29/11/2019,601.287.762.500
N,Norte,30/11/2019,575.625.320.833
N,Norte,1/12/2019,543.455.375.000
N,Norte,2/12/2019,598.308.720.833
N,Norte,3/12/2019,601.881.708.333
N,Norte,4/12/2019,596.323.770.833
N,Norte,5/12/2019,587.154.604.167
N,Norte,6/12/2019,584.993.704.167
N,Norte,7/12/2019,561.768.558.333
N,Norte,8/12/2019,529.978.916.667
N,Norte,9/12/2019,580.478.120.833
N,Norte,10/12/2019,574.811.045.833
N,Norte,11/12/2019,581.452.991.667
N,Norte,12/12/2019,577.799.608.333
N,Norte,13/12/2019,568.157.550.000
N,Norte,14/12/2019,557.078.370.833
N,Norte,15/12/2019,530.174.591.667
N,Norte,16/12/2019,566.969.366.667
N,Norte,17/12/2019,574.248.416.667
N,Norte,18/12/2019,571.377.062.500
N,Norte,19/12/2019,571.988.191.667
N,Norte,20/12/2019,567.310.829.167
N,Norte,21/12/2019,549.471.916.667
N,Norte,22/12/2019,523.451.658.333
N,Norte,23/12/2019,545.831.887.500
N,Norte,24/12/2019,531.186.441.667
N,Norte,25/12/2019,499.209.487.500
N,Norte,26/12/2019,550.032.358.333
N,Norte,27/12/2019,563.611.570.833
N,Norte,28/12/2019,551.639.470.833
N,Norte,29/12/2019,525.910.875.000
N,Norte,30/12/2019,527.016.075.000
N,Norte,31/12/2019,507.216.200.000
N,Norte,1/1/2020,485.126.620.833
N,Norte,2/1/2020,521.367.437.500
N,Norte,3/1/2020,546.349.162.500
N,Norte,4/1/2020,532.572.995.833
N,Norte,5/1/2020,516.678.912.500
N,Norte,6/1/2020,544.892.191.667
N,Norte,7/1/2020,541.904.812.500
N,Norte,8/1/2020,537.447.400.000
N,Norte,9/1/2020,541.798.608.333
N,Norte,10/1/2020,541.985.495.833
N,Norte,11/1/2020,518.132.129.167
N,Norte,12/1/2020,496.680.108.333
N,Norte,13/1/2020,536.034.858.333
N,Norte,14/1/2020,541.954.512.500
N,Norte,15/1/2020,548.842.829.167
N,Norte,16/1/2020,561.965.591.667
N,Norte,17/1/2020,558.968.020.833
N,Norte,18/1/2020,538.991.366.667
N,Norte,19/1/2020,499.504.945.833
N,Norte,20/1/2020,546.812.066.667
N,Norte,21/1/2020,557.600.808.333
N,Norte,22/1/2020,559.838.933.333
N,Norte,23/1/2020,561.512.908.333
N,Norte,24/1/2020,565.174.791.667
N,Norte,25/1/2020,543.712.170.833
N,Norte,26/1/2020,529.761.300.000
N,Norte,27/1/2020,557.292.683.333
N,Norte,28/1/2020,552.636.116.667
N,Norte,29/1/2020,562.858.633.333
N,Norte,30/1/2020,565.201.116.667
N,Norte,31/1/2020,563.595.645.833
N,Norte,1/2/2020,546.840.829.167
N,Norte,2/2/2020,518.599.633.333
N,Norte,3/2/2020,563.484.008.333
N,Norte,4/2/2020,564.517.212.500
N,Norte,5/2/2020,549.824.404.167
N,Norte,6/2/2020,546.832.429.167
N,Norte,7/2/2020,542.928.400.000
N,Norte,8/2/2020,520.967.379.167
N,Norte,9/2/2020,507.956.475.000
N,Norte,10/2/2020,557.306.087.500
N,Norte,11/2/2020,558.197.329.167
