0,1,2,3
N,Norte,04/03/2005,312.182.083.333
N,Norte,05/03/2005,300.670.000.000
N,Norte,06/03/2005,287.026.250.000
N,Norte,07/03/2005,311.247.500.000
N,Norte,08/03/2005,315.197.500.000
N,Norte,09/03/2005,314.472.083.333
N,Norte,10/03/2005,312.025.416.667
N,Norte,11/03/2005,314.319.583.333
N,Norte,12/03/2005,304.079.166.667
N,Norte,13/03/2005,288.893.333.333
N,Norte,14/03/2005,303.291.666.667
N,Norte,15/03/2005,306.739.166.667
N,Norte,16/03/2005,309.301.666.667
N,Norte,17/03/2005,307.096.666.667
N,Norte,18/03/2005,309.870.416.667
N,Norte,19/03/2005,297.590.416.667
N,Norte,20/03/2005,285.780.416.667
N,Norte,21/03/2005,308.554.583.333
N,Norte,22/03/2005,310.944.583.333
N,Norte,23/03/2005,306.152.083.333
N,Norte,24/03/2005,298.521.666.667
N,Norte,25/03/2005,278.999.583.333
N,Norte,26/03/2005,292.180.416.667
N,Norte,27/03/2005,283.629.583.333
N,Norte,28/03/2005,306.145.416.667
N,Norte,29/03/2005,306.895.416.667
N,Norte,30/03/2005,309.488.541.667
N,Norte,31/03/2005,304.445.416.667
N,Norte,01/04/2005,307.850.000.000
N,Norte,02/04/2005,296.012.500.000
N,Norte,03/04/2005,284.855.833.333
N,Norte,04/04/2005,300.886.666.667
N,Norte,05/04/2005,300.618.333.333
N,Norte,06/04/2005,301.560.416.667
N,Norte,07/04/2005,306.788.333.333
N,Norte,08/04/2005,306.044.583.333
N,Norte,09/04/2005,283.736.250.000
N,Norte,10/04/2005,279.297.916.667
N,Norte,11/04/2005,308.796.250.000
N,Norte,12/04/2005,309.432.500.000
N,Norte,13/04/2005,314.521.666.667
N,Norte,14/04/2005,315.915.000.000
N,Norte,15/04/2005,312.507.083.333
N,Norte,16/04/2005,300.739.166.667
N,Norte,17/04/2005,292.462.500.000
N,Norte,18/04/2005,313.724.166.667
N,Norte,19/04/2005,314.013.333.333
N,Norte,20/04/2005,314.115.416.667
N,Norte,21/04/2005,293.715.833.333
N,Norte,22/04/2005,308.166.250.000
N,Norte,23/04/2005,303.729.625.000
N,Norte,24/04/2005,294.652.500.000
N,Norte,25/04/2005,311.573.333.333
N,Norte,26/04/2005,313.990.416.667
N,Norte,27/04/2005,315.975.416.667
N,Norte,28/04/2005,317.427.083.333
N,Norte,29/04/2005,306.901.666.667
N,Norte,30/04/2005,299.276.250.000
N,Norte,01/05/2005,286.581.625.000
N,Norte,02/05/2005,310.239.166.667
N,Norte,03/05/2005,310.620.833.333
N,Norte,04/05/2005,315.844.583.333
N,Norte,05/05/2005,313.101.250.000
N,Norte,06/05/2005,315.418.750.000
N,Norte,07/05/2005,305.801.250.000
N,Norte,08/05/2005,290.405.000.000
N,Norte,09/05/2005,316.855.833.333
N,Norte,10/05/2005,313.335.833.333
N,Norte,11/05/2005,317.806.666.667
N,Norte,12/05/2005,321.692.500.000
N,Norte,13/05/2005,320.773.333.333
N,Norte,14/05/2005,309.659.583.333
N,Norte,15/05/2005,298.869.583.333
N,Norte,16/05/2005,318.530.833.333
N,Norte,17/05/2005,319.672.500.000
N,Norte,18/05/2005,323.461.666.667
N,Norte,19/05/2005,319.516.250.000
N,Norte,20/05/2005,317.258.333.333
N,Norte,21/05/2005,305.388.750.000
N,Norte,22/05/2005,290.424.166.667
N,Norte,23/05/2005,316.017.500.000
N,Norte,24/05/2005,321.436.250.000
N,Norte,25/05/2005,319.922.083.333
N,Norte,26/05/2005,299.255.416.667
N,Norte,27/05/2005,311.388.333.333
N,Norte,28/05/2005,307.381.666.667
N,Norte,29/05/2005,293.280.083.333
N,Norte,30/05/2005,317.981.250.000
N,Norte,31/05/2005,319.682.083.333
N,Norte,01/06/2005,315.082.500.000
N,Norte,02/06/2005,319.723.750.000
N,Norte,03/06/2005,316.290.833.333
N,Norte,04/06/2005,310.155.000.000
N,Norte,05/06/2005,298.003.750.000
N,Norte,06/06/2005,320.140.416.667
N,Norte,07/06/2005,320.018.750.000
N,Norte,08/06/2005,320.827.083.333
N,Norte,09/06/2005,323.491.250.000
N,Norte,10/06/2005,323.271.250.000
N,Norte,11/06/2005,312.149.583.333
N,Norte,12/06/2005,303.627.500.000
N,Norte,13/06/2005,320.787.333.333
N,Norte,14/06/2005,325.781.250.000
N,Norte,15/06/2005,321.592.916.667
N,Norte,16/06/2005,316.397.083.333
N,Norte,17/06/2005,314.781.666.667
N,Norte,18/06/2005,303.534.166.667
N,Norte,19/06/2005,294.924.166.667
N,Norte,20/06/2005,315.604.583.333
N,Norte,21/06/2005,316.271.250.000
N,Norte,22/06/2005,316.721.666.667
N,Norte,23/06/2005,315.604.166.667
N,Norte,24/06/2005,310.475.416.667
N,Norte,25/06/2005,297.096.666.667
N,Norte,26/06/2005,287.803.333.333
N,Norte,27/06/2005,310.672.083.333
N,Norte,28/06/2005,311.184.166.667
N,Norte,29/06/2005,307.172.083.333
N,Norte,30/06/2005,310.789.166.667
N,Norte,01/07/2005,309.250.833.333
N,Norte,02/07/2005,298.824.916.667
N,Norte,03/07/2005,287.504.166.667
N,Norte,04/07/2005,308.075.000.000
N,Norte,05/07/2005,307.142.500.000
N,Norte,06/07/2005,307.257.500.000
N,Norte,07/07/2005,308.693.750.000
N,Norte,08/07/2005,305.027.500.000
N,Norte,09/07/2005,294.649.166.667
N,Norte,10/07/2005,283.046.666.667
N,Norte,11/07/2005,304.546.250.000
N,Norte,12/07/2005,310.080.833.333
N,Norte,13/07/2005,309.418.750.000
N,Norte,14/07/2005,304.689.166.667
N,Norte,15/07/2005,303.139.583.333
N,Norte,16/07/2005,297.558.750.000
N,Norte,17/07/2005,285.209.166.667
N,Norte,18/07/2005,307.380.833.333
N,Norte,19/07/2005,308.078.333.333
N,Norte,20/07/2005,307.365.000.000
N,Norte,21/07/2005,308.570.000.000
N,Norte,22/07/2005,305.692.916.667
N,Norte,23/07/2005,296.898.333.333
N,Norte,24/07/2005,288.393.750.000
N,Norte,25/07/2005,303.640.791.667
N,Norte,26/07/2005,309.999.166.667
N,Norte,27/07/2005,308.812.916.667
N,Norte,28/07/2005,312.460.000.000
N,Norte,29/07/2005,308.413.333.333
N,Norte,30/07/2005,301.382.083.333
N,Norte,31/07/2005,291.712.083.333
N,Norte,01/08/2005,312.327.916.667
N,Norte,02/08/2005,313.830.833.333
N,Norte,03/08/2005,313.243.750.000
N,Norte,04/08/2005,315.125.416.667
N,Norte,05/08/2005,313.613.333.333
N,Norte,06/08/2005,309.778.333.333
N,Norte,07/08/2005,297.265.833.333
N,Norte,08/08/2005,318.998.750.000
N,Norte,09/08/2005,318.865.000.000
N,Norte,10/08/2005,317.518.333.333
N,Norte,11/08/2005,314.051.083.333
N,Norte,12/08/2005,317.048.750.000
N,Norte,13/08/2005,302.017.916.667
N,Norte,14/08/2005,296.298.333.333
N,Norte,15/08/2005,307.364.583.333
N,Norte,16/08/2005,316.831.250.000
N,Norte,17/08/2005,316.251.750.000
N,Norte,18/08/2005,316.000.000.000
N,Norte,19/08/2005,319.517.916.667
N,Norte,20/08/2005,309.054.583.333
N,Norte,21/08/2005,296.312.500.000
N,Norte,22/08/2005,318.092.500.000
N,Norte,23/08/2005,324.391.666.667
N,Norte,24/08/2005,317.867.916.667
N,Norte,25/08/2005,321.546.708.333
N,Norte,26/08/2005,323.066.250.000
N,Norte,27/08/2005,310.164.166.667
N,Norte,28/08/2005,297.075.416.667
N,Norte,29/08/2005,319.577.083.333
N,Norte,30/08/2005,321.753.333.333
N,Norte,31/08/2005,321.189.583.333
N,Norte,01/09/2005,319.746.250.000
N,Norte,02/09/2005,320.897.916.667
N,Norte,03/09/2005,311.735.833.333
N,Norte,04/09/2005,299.682.083.333
N,Norte,05/09/2005,322.628.333.333
N,Norte,06/09/2005,322.644.583.333
N,Norte,07/09/2005,303.367.500.000
N,Norte,08/09/2005,318.089.583.333
N,Norte,09/09/2005,321.798.333.333
N,Norte,10/09/2005,312.592.083.333
N,Norte,11/09/2005,300.916.666.667
N,Norte,12/09/2005,320.731.250.000
N,Norte,13/09/2005,322.675.833.333
N,Norte,14/09/2005,322.638.333.333
N,Norte,15/09/2005,320.188.333.333
N,Norte,16/09/2005,322.803.750.000
N,Norte,17/09/2005,313.456.250.000
N,Norte,18/09/2005,302.600.416.667
N,Norte,19/09/2005,325.006.666.667
N,Norte,20/09/2005,321.676.250.000
N,Norte,21/09/2005,323.782.916.667
N,Norte,22/09/2005,325.240.000.000
N,Norte,23/09/2005,323.560.000.000
N,Norte,24/09/2005,312.516.250.000
N,Norte,25/09/2005,300.761.666.667
N,Norte,26/09/2005,307.165.000.000
N,Norte,27/09/2005,320.169.166.667
N,Norte,28/09/2005,322.287.083.333
N,Norte,29/09/2005,324.565.416.667
N,Norte,30/09/2005,323.113.333.333
N,Norte,01/10/2005,311.994.166.667
N,Norte,02/10/2005,305.651.250.000
N,Norte,03/10/2005,322.838.750.000
N,Norte,04/10/2005,319.612.083.333
N,Norte,05/10/2005,318.812.916.667
N,Norte,06/10/2005,323.950.416.667
N,Norte,07/10/2005,319.782.083.333
N,Norte,08/10/2005,310.470.000.000
N,Norte,09/10/2005,301.900.416.667
N,Norte,10/10/2005,320.045.833.333
N,Norte,11/10/2005,309.374.916.667
N,Norte,12/10/2005,302.417.083.333
N,Norte,13/10/2005,321.937.333.333
N,Norte,14/10/2005,322.335.183.333
N,Norte,15/10/2005,312.758.612.500
N,Norte,16/10/2005,290.494.254.167
N,Norte,17/10/2005,324.260.900.000
N,Norte,18/10/2005,322.186.895.833
N,Norte,19/10/2005,323.081.908.333
N,Norte,20/10/2005,321.180.945.833
N,Norte,21/10/2005,317.137.991.667
N,Norte,22/10/2005,312.444.362.500
N,Norte,23/10/2005,307.687.841.667
N,Norte,24/10/2005,316.258.020.833
N,Norte,25/10/2005,324.962.825.000
N,Norte,26/10/2005,324.959.075.000
N,Norte,27/10/2005,325.608.287.500
N,Norte,28/10/2005,323.772.433.333
N,Norte,29/10/2005,315.101.570.833
N,Norte,30/10/2005,301.989.633.333
N,Norte,31/10/2005,323.945.375.000
N,Norte,01/11/2005,319.850.083.333
N,Norte,02/11/2005,306.794.333.333
N,Norte,03/11/2005,327.067.500.000
N,Norte,04/11/2005,325.712.500.000
N,Norte,05/11/2005,313.039.125.000
N,Norte,06/11/2005,302.423.462.500
N,Norte,07/11/2005,320.955.933.333
N,Norte,08/11/2005,323.738.254.167
N,Norte,09/11/2005,322.496.087.500
N,Norte,10/11/2005,321.488.912.500
N,Norte,11/11/2005,321.478.854.167
N,Norte,12/11/2005,309.950.037.500
N,Norte,13/11/2005,307.790.233.333
N,Norte,14/11/2005,324.420.366.667
N,Norte,15/11/2005,309.830.625.000
N,Norte,16/11/2005,321.712.291.667
N,Norte,17/11/2005,325.507.966.667
N,Norte,18/11/2005,327.167.125.000
N,Norte,19/11/2005,318.614.087.500
N,Norte,20/11/2005,307.883.641.667
N,Norte,21/11/2005,326.175.833.333
N,Norte,22/11/2005,330.233.875.000
N,Norte,23/11/2005,330.700.208.333
N,Norte,24/11/2005,329.392.291.667
N,Norte,25/11/2005,327.180.750.000
N,Norte,26/11/2005,318.900.166.667
N,Norte,27/11/2005,310.072.125.000
N,Norte,28/11/2005,326.675.500.000
N,Norte,29/11/2005,330.007.291.667
N,Norte,30/11/2005,333.806.666.667
N,Norte,01/12/2005,337.091.458.333
N,Norte,02/12/2005,333.576.958.333
N,Norte,03/12/2005,320.866.416.667
N,Norte,04/12/2005,309.734.250.000
N,Norte,05/12/2005,324.101.333.333
N,Norte,06/12/2005,325.122.333.333
N,Norte,07/12/2005,325.124.125.000
N,Norte,08/12/2005,316.430.750.000
N,Norte,09/12/2005,327.132.375.000
N,Norte,10/12/2005,312.745.166.667
N,Norte,11/12/2005,306.450.000.000
N,Norte,12/12/2005,327.810.208.333
N,Norte,13/12/2005,331.642.583.333
N,Norte,14/12/2005,333.496.250.000
N,Norte,15/12/2005,325.454.958.333
N,Norte,16/12/2005,326.751.000.000
N,Norte,17/12/2005,316.655.958.333
N,Norte,18/12/2005,307.268.708.333
N,Norte,19/12/2005,332.727.333.333
N,Norte,20/12/2005,322.866.916.667
N,Norte,21/12/2005,325.973.666.667
N,Norte,22/12/2005,328.602.916.667
N,Norte,23/12/2005,324.907.000.000
N,Norte,24/12/2005,316.025.458.333
N,Norte,25/12/2005,306.637.166.667
N,Norte,26/12/2005,322.332.000.000
N,Norte,27/12/2005,325.017.875.000
N,Norte,28/12/2005,313.823.291.667
N,Norte,29/12/2005,313.985.416.667
N,Norte,30/12/2005,316.156.583.333
N,Norte,31/12/2005,311.186.125.000
N,Norte,01/01/2006,301.930.666.667
N,Norte,02/01/2006,316.297.666.667
N,Norte,03/01/2006,323.430.708.333
N,Norte,04/01/2006,325.838.791.667
N,Norte,05/01/2006,321.182.291.667
N,Norte,06/01/2006,318.617.458.333
N,Norte,07/01/2006,313.027.375.000
N,Norte,08/01/2006,303.541.208.333
N,Norte,09/01/2006,317.915.666.667
N,Norte,10/01/2006,318.620.083.333
N,Norte,11/01/2006,323.581.375.000
N,Norte,12/01/2006,324.770.125.000
N,Norte,13/01/2006,329.343.166.667
N,Norte,14/01/2006,318.084.208.333
N,Norte,15/01/2006,308.917.833.333
N,Norte,16/01/2006,330.623.958.333
N,Norte,17/01/2006,327.396.583.333
N,Norte,18/01/2006,329.773.541.667
N,Norte,19/01/2006,330.435.875.000
N,Norte,20/01/2006,327.306.166.667
N,Norte,21/01/2006,317.605.958.333
N,Norte,22/01/2006,311.951.916.667
N,Norte,23/01/2006,335.670.166.667
N,Norte,24/01/2006,335.164.875.000
N,Norte,25/01/2006,334.998.250.000
N,Norte,26/01/2006,338.533.791.667
N,Norte,27/01/2006,337.814.666.667
N,Norte,28/01/2006,329.564.333.333
N,Norte,29/01/2006,316.694.958.333
N,Norte,30/01/2006,339.371.000.000
N,Norte,31/01/2006,342.188.375.000
N,Norte,01/02/2006,337.855.083.333
N,Norte,02/02/2006,341.638.041.667
N,Norte,03/02/2006,339.899.458.333
N,Norte,04/02/2006,328.438.625.000
N,Norte,05/02/2006,317.189.916.667
N,Norte,06/02/2006,332.354.250.000
N,Norte,07/02/2006,335.856.666.667
N,Norte,08/02/2006,336.542.291.667
N,Norte,09/02/2006,344.005.916.667
N,Norte,10/02/2006,342.243.708.333
N,Norte,11/02/2006,325.317.541.667
N,Norte,12/02/2006,315.120.875.000
N,Norte,13/02/2006,332.828.791.667
N,Norte,14/02/2006,328.433.958.333
N,Norte,15/02/2006,340.033.375.000
N,Norte,16/02/2006,337.470.375.000
N,Norte,17/02/2006,334.567.916.667
N,Norte,18/02/2006,324.414.458.333
N,Norte,19/02/2006,309.777.791.667
N,Norte,20/02/2006,328.946.750.000
N,Norte,21/02/2006,326.025.041.667
N,Norte,22/02/2006,326.900.916.667
N,Norte,23/02/2006,331.974.000.000
N,Norte,24/02/2006,331.431.375.000
N,Norte,25/02/2006,321.734.125.000
N,Norte,26/02/2006,306.603.916.667
N,Norte,27/02/2006,314.682.208.333
N,Norte,28/02/2006,306.009.125.000
N,Norte,01/03/2006,318.765.375.000
N,Norte,02/03/2006,321.545.875.000
N,Norte,03/03/2006,331.656.833.333
N,Norte,04/03/2006,323.069.708.333
N,Norte,05/03/2006,315.203.625.000
N,Norte,06/03/2006,335.422.541.667
N,Norte,07/03/2006,338.796.250.000
N,Norte,08/03/2006,335.304.416.667
N,Norte,09/03/2006,335.590.541.667
N,Norte,10/03/2006,339.135.291.667
N,Norte,11/03/2006,317.041.500.000
N,Norte,12/03/2006,311.124.541.667
N,Norte,13/03/2006,335.360.208.333
N,Norte,14/03/2006,338.520.125.000
N,Norte,15/03/2006,338.504.750.000
N,Norte,16/03/2006,343.100.375.000
N,Norte,17/03/2006,341.858.041.667
N,Norte,18/03/2006,326.096.500.000
N,Norte,19/03/2006,312.843.458.333
N,Norte,20/03/2006,335.395.291.667
N,Norte,21/03/2006,338.859.875.000
N,Norte,22/03/2006,339.275.291.667
N,Norte,23/03/2006,337.930.958.333
N,Norte,24/03/2006,335.551.666.667
N,Norte,25/03/2006,326.367.916.667
N,Norte,26/03/2006,312.530.875.000
N,Norte,27/03/2006,333.375.041.667
N,Norte,28/03/2006,333.758.791.667
N,Norte,29/03/2006,332.681.125.000
N,Norte,30/03/2006,329.907.416.667
N,Norte,31/03/2006,332.486.958.333
N,Norte,01/04/2006,314.123.375.000
N,Norte,02/04/2006,306.185.333.333
N,Norte,03/04/2006,334.862.458.333
N,Norte,04/04/2006,336.847.375.000
N,Norte,05/04/2006,332.542.708.333
N,Norte,06/04/2006,336.059.250.000
N,Norte,07/04/2006,330.351.833.333
N,Norte,08/04/2006,323.072.708.333
N,Norte,09/04/2006,307.394.041.667
N,Norte,10/04/2006,333.982.541.667
N,Norte,11/04/2006,335.050.583.333
N,Norte,12/04/2006,334.638.458.333
N,Norte,13/04/2006,327.496.791.667
N,Norte,14/04/2006,310.562.166.667
N,Norte,15/04/2006,318.824.458.333
N,Norte,16/04/2006,310.544.083.333
N,Norte,17/04/2006,327.214.583.333
N,Norte,18/04/2006,324.047.333.333
N,Norte,19/04/2006,334.892.000.000
N,Norte,20/04/2006,330.475.541.667
N,Norte,21/04/2006,316.801.500.000
N,Norte,22/04/2006,322.587.625.000
N,Norte,23/04/2006,311.568.625.000
N,Norte,24/04/2006,336.975.208.333
N,Norte,25/04/2006,332.441.458.333
N,Norte,26/04/2006,335.095.125.000
N,Norte,27/04/2006,335.690.208.333
N,Norte,28/04/2006,341.580.625.000
N,Norte,29/04/2006,330.379.208.333
N,Norte,30/04/2006,313.992.250.000
N,Norte,01/05/2006,315.929.708.333
N,Norte,02/05/2006,339.107.000.000
N,Norte,03/05/2006,336.576.250.000
N,Norte,04/05/2006,339.104.791.667
N,Norte,05/05/2006,334.176.041.667
N,Norte,06/05/2006,323.648.125.000
N,Norte,07/05/2006,313.680.833.333
N,Norte,08/05/2006,334.575.541.667
N,Norte,09/05/2006,341.249.583.333
N,Norte,10/05/2006,344.067.625.000
N,Norte,11/05/2006,341.430.791.667
N,Norte,12/05/2006,342.327.708.333
N,Norte,13/05/2006,331.689.833.333
N,Norte,14/05/2006,316.794.083.333
N,Norte,15/05/2006,343.472.458.333
N,Norte,16/05/2006,348.267.500.000
N,Norte,17/05/2006,340.447.625.000
N,Norte,18/05/2006,343.794.166.667
N,Norte,19/05/2006,341.410.291.667
N,Norte,20/05/2006,327.111.083.333
N,Norte,21/05/2006,313.629.666.667
N,Norte,22/05/2006,340.202.916.667
N,Norte,23/05/2006,337.863.375.000
N,Norte,24/05/2006,334.293.250.000
N,Norte,25/05/2006,333.283.166.667
N,Norte,26/05/2006,342.121.000.000
N,Norte,27/05/2006,326.326.583.333
N,Norte,28/05/2006,323.393.958.333
N,Norte,29/05/2006,346.598.125.000
N,Norte,30/05/2006,349.243.750.000
N,Norte,31/05/2006,343.037.625.000
N,Norte,01/06/2006,345.726.583.333
N,Norte,02/06/2006,346.591.125.000
N,Norte,03/06/2006,335.701.958.333
N,Norte,04/06/2006,325.407.875.000
N,Norte,05/06/2006,346.171.500.000
N,Norte,06/06/2006,345.688.833.333
N,Norte,07/06/2006,346.247.166.667
N,Norte,08/06/2006,346.402.083.333
N,Norte,09/06/2006,339.315.541.667
N,Norte,10/06/2006,336.416.166.667
N,Norte,11/06/2006,327.242.250.000
N,Norte,12/06/2006,349.557.458.333
N,Norte,13/06/2006,343.841.583.333
N,Norte,14/06/2006,348.244.041.667
N,Norte,15/06/2006,331.133.208.333
N,Norte,16/06/2006,343.545.708.333
N,Norte,17/06/2006,335.940.125.000
N,Norte,18/06/2006,329.389.416.667
N,Norte,19/06/2006,345.447.916.667
N,Norte,20/06/2006,345.232.458.333
N,Norte,21/06/2006,334.608.083.333
N,Norte,22/06/2006,333.702.833.333
N,Norte,23/06/2006,341.440.541.667
N,Norte,24/06/2006,330.715.000.000
N,Norte,25/06/2006,314.853.958.333
N,Norte,26/06/2006,347.424.000.000
N,Norte,27/06/2006,340.762.666.667
N,Norte,28/06/2006,349.643.750.000
N,Norte,29/06/2006,338.625.583.333
N,Norte,30/06/2006,344.813.625.000
N,Norte,01/07/2006,326.689.666.667
N,Norte,02/07/2006,315.174.000.000
N,Norte,03/07/2006,334.801.500.000
N,Norte,04/07/2006,336.831.750.000
N,Norte,05/07/2006,336.516.833.333
N,Norte,06/07/2006,338.966.625.000
N,Norte,07/07/2006,341.066.125.000
N,Norte,08/07/2006,327.607.666.667
N,Norte,09/07/2006,314.599.166.667
N,Norte,10/07/2006,336.103.791.667
N,Norte,11/07/2006,340.862.791.667
N,Norte,12/07/2006,339.401.625.000
N,Norte,13/07/2006,338.512.750.000
N,Norte,14/07/2006,336.621.750.000
N,Norte,15/07/2006,321.562.375.000
N,Norte,16/07/2006,312.586.333.333
N,Norte,17/07/2006,338.926.541.667
N,Norte,18/07/2006,335.196.083.333
N,Norte,19/07/2006,334.717.416.667
N,Norte,20/07/2006,335.443.375.000
N,Norte,21/07/2006,336.709.333.333
N,Norte,22/07/2006,321.463.791.667
N,Norte,23/07/2006,314.699.500.000
N,Norte,24/07/2006,339.838.500.000
N,Norte,25/07/2006,344.378.750.000
N,Norte,26/07/2006,343.431.916.667
N,Norte,27/07/2006,341.637.416.667
N,Norte,28/07/2006,338.796.083.333
N,Norte,29/07/2006,327.036.541.667
N,Norte,30/07/2006,316.085.666.667
N,Norte,31/07/2006,339.065.625.000
N,Norte,01/08/2006,345.078.833.333
N,Norte,02/08/2006,344.577.166.667
N,Norte,03/08/2006,342.256.041.667
N,Norte,04/08/2006,349.712.916.667
N,Norte,05/08/2006,332.684.333.333
N,Norte,06/08/2006,321.267.750.000
N,Norte,07/08/2006,346.149.166.667
N,Norte,08/08/2006,351.819.083.333
N,Norte,09/08/2006,347.822.500.000
N,Norte,10/08/2006,350.989.916.667
N,Norte,11/08/2006,349.533.375.000
N,Norte,12/08/2006,336.341.791.667
N,Norte,13/08/2006,321.184.000.000
N,Norte,14/08/2006,349.030.291.667
N,Norte,15/08/2006,342.584.041.667
N,Norte,16/08/2006,352.562.958.333
N,Norte,17/08/2006,351.123.666.667
N,Norte,18/08/2006,348.848.458.333
N,Norte,19/08/2006,328.007.875.000
N,Norte,20/08/2006,325.299.833.333
N,Norte,21/08/2006,352.296.458.333
N,Norte,22/08/2006,350.769.958.333
N,Norte,23/08/2006,351.329.708.333
N,Norte,24/08/2006,351.899.916.667
N,Norte,25/08/2006,351.394.083.333
N,Norte,26/08/2006,335.820.375.000
N,Norte,27/08/2006,325.058.541.667
N,Norte,28/08/2006,350.653.458.333
N,Norte,29/08/2006,351.704.583.333
N,Norte,30/08/2006,350.515.458.333
N,Norte,31/08/2006,348.243.541.667
N,Norte,01/09/2006,342.065.833.333
N,Norte,02/09/2006,336.492.433.333
N,Norte,03/09/2006,328.032.041.667
N,Norte,04/09/2006,344.227.458.333
N,Norte,05/09/2006,347.237.958.333
N,Norte,06/09/2006,349.672.958.333
N,Norte,07/09/2006,331.027.416.667
N,Norte,08/09/2006,338.122.500.000
N,Norte,09/09/2006,335.736.291.667
N,Norte,10/09/2006,325.782.333.333
N,Norte,11/09/2006,346.783.583.333
N,Norte,12/09/2006,346.898.541.667
N,Norte,13/09/2006,345.153.125.000
N,Norte,14/09/2006,344.417.045.833
N,Norte,15/09/2006,350.842.583.333
N,Norte,16/09/2006,339.129.791.667
N,Norte,17/09/2006,325.491.312.500
N,Norte,18/09/2006,350.892.458.333
N,Norte,19/09/2006,350.315.416.667
N,Norte,20/09/2006,348.449.166.667
N,Norte,21/09/2006,348.973.666.667
N,Norte,22/09/2006,344.510.791.667
N,Norte,23/09/2006,332.722.375.000
N,Norte,24/09/2006,325.063.250.000
N,Norte,25/09/2006,346.427.458.333
N,Norte,26/09/2006,345.056.166.667
N,Norte,27/09/2006,343.481.958.333
N,Norte,28/09/2006,345.630.458.333
N,Norte,29/09/2006,342.903.625.000
N,Norte,30/09/2006,335.246.541.667
N,Norte,01/10/2006,328.300.791.667
N,Norte,02/10/2006,349.206.416.667
N,Norte,03/10/2006,346.475.333.333
N,Norte,04/10/2006,346.703.500.000
N,Norte,05/10/2006,349.693.875.000
N,Norte,06/10/2006,347.010.541.667
N,Norte,07/10/2006,334.980.750.000
N,Norte,08/10/2006,323.807.250.000
N,Norte,09/10/2006,343.715.804.167
N,Norte,10/10/2006,351.892.583.333
N,Norte,11/10/2006,350.744.750.000
N,Norte,12/10/2006,333.112.208.333
N,Norte,13/10/2006,346.601.458.333
N,Norte,14/10/2006,338.839.291.667
N,Norte,15/10/2006,322.924.833.333
N,Norte,16/10/2006,345.794.875.000
N,Norte,17/10/2006,347.457.958.333
N,Norte,18/10/2006,341.935.208.333
N,Norte,19/10/2006,341.125.625.000
N,Norte,20/10/2006,345.413.291.667
N,Norte,21/10/2006,337.079.250.000
N,Norte,22/10/2006,325.144.166.667
N,Norte,23/10/2006,342.495.541.667
N,Norte,24/10/2006,347.326.083.333
N,Norte,25/10/2006,346.674.666.667
N,Norte,26/10/2006,346.581.833.333
N,Norte,27/10/2006,353.123.875.000
N,Norte,28/10/2006,342.992.250.000
N,Norte,29/10/2006,330.055.291.667
N,Norte,30/10/2006,348.490.750.000
N,Norte,31/10/2006,347.391.083.333
N,Norte,01/11/2006,341.512.541.667
N,Norte,02/11/2006,322.792.375.000
N,Norte,03/11/2006,345.110.750.000
N,Norte,04/11/2006,339.906.083.333
N,Norte,05/11/2006,316.391.250.000
N,Norte,06/11/2006,349.439.875.000
N,Norte,07/11/2006,350.146.916.667
N,Norte,08/11/2006,349.074.041.667
N,Norte,09/11/2006,352.823.000.000
N,Norte,10/11/2006,351.125.708.333
N,Norte,11/11/2006,335.813.416.667
N,Norte,12/11/2006,324.608.666.667
N,Norte,13/11/2006,342.996.291.667
N,Norte,14/11/2006,342.517.000.000
N,Norte,15/11/2006,324.877.333.333
N,Norte,16/11/2006,338.497.291.667
N,Norte,17/11/2006,346.985.583.333
N,Norte,18/11/2006,332.281.666.667
N,Norte,19/11/2006,317.794.291.667
N,Norte,20/11/2006,339.051.875.000
N,Norte,21/11/2006,335.862.416.667
N,Norte,22/11/2006,336.253.583.333
N,Norte,23/11/2006,337.459.166.667
N,Norte,24/11/2006,342.575.833.333
N,Norte,25/11/2006,335.236.541.667
N,Norte,26/11/2006,324.943.833.333
N,Norte,27/11/2006,347.186.083.333
N,Norte,28/11/2006,350.549.208.333
N,Norte,29/11/2006,346.763.916.667
N,Norte,30/11/2006,349.152.041.667
N,Norte,01/12/2006,345.319.916.667
N,Norte,02/12/2006,336.805.875.000
N,Norte,03/12/2006,331.316.375.000
N,Norte,04/12/2006,350.608.500.000
N,Norte,05/12/2006,345.820.041.667
N,Norte,06/12/2006,350.802.666.667
N,Norte,07/12/2006,352.542.041.667
N,Norte,08/12/2006,345.144.583.333
N,Norte,09/12/2006,339.414.125.000
N,Norte,10/12/2006,319.515.791.667
N,Norte,11/12/2006,340.467.833.333
N,Norte,12/12/2006,344.120.875.000
N,Norte,13/12/2006,349.024.791.667
N,Norte,14/12/2006,343.682.833.333
N,Norte,15/12/2006,348.387.458.333
N,Norte,16/12/2006,337.136.166.667
N,Norte,17/12/2006,314.920.416.667
N,Norte,18/12/2006,343.168.708.333
N,Norte,19/12/2006,345.719.666.667
N,Norte,20/12/2006,344.758.833.333
N,Norte,21/12/2006,350.557.666.667
N,Norte,22/12/2006,351.370.137.500
N,Norte,23/12/2006,338.143.583.333
N,Norte,24/12/2006,326.728.916.667
N,Norte,25/12/2006,319.181.083.333
N,Norte,26/12/2006,339.069.541.667
N,Norte,27/12/2006,344.306.791.667
N,Norte,28/12/2006,347.033.166.667
N,Norte,29/12/2006,341.764.250.000
