,1
2017-01-19,209987.12
2017-01-20,215293.02
2017-01-21,199801.68
2017-01-22,184807.17
2017-01-23,208098.66999999998
2017-01-24,217036.73
2017-01-25,217137.73
2017-01-26,216969.44
2017-01-27,217362.12
2017-01-28,206410.93
2017-01-29,193359.99
2017-01-30,214371.27
2017-01-31,218514.42
2017-02-01,214400.31
2017-02-02,213839.28
2017-02-03,213331.27
2017-02-04,197366.03
2017-02-05,189144.73
2017-02-06,209154.58
2017-02-07,209592.78
2017-02-08,203823.86
2017-02-09,205680.71
2017-02-10,205423.2
2017-02-11,193787.95
2017-02-12,178104.21
2017-02-13,201596.71
2017-02-14,204734.5
2017-02-15,201888.72
2017-02-16,205957.9
2017-02-17,204852.73
2017-02-18,191625.34
2017-02-19,180324.89
2017-02-20,203790.75
2017-02-21,215028.29
2017-02-22,217330.91999999998
2017-02-23,214219.64
2017-02-24,217137.96
