1/1/2014;5034.09
1/1/2014;5034.09
1/1/2014;4890.93
1/1/2014;4678.18
1/1/2014;4456.90
1/1/2014;4273.60
1/1/2014;4135.36
1/1/2014;3891.37
1/1/2014;3719.34
1/1/2014;3796.24
1/1/2014;3908.55
1/1/2014;4153.23
1/1/2014;4371.41
1/1/2014;4583.80
1/1/2014;4623.37
1/1/2014;4641.93
1/1/2014;4657.56
1/1/2014;4623.22
1/1/2014;4646.11
1/1/2014;4600.19
1/1/2014;4612.18
1/1/2014;4770.57
1/1/2014;5408.20
1/1/2014;5632.91
1/2/2014;5340.08
1/2/2014;4955.89
1/2/2014;4665.10
1/2/2014;4442.17
1/2/2014;4350.73
1/2/2014;4272.27
1/2/2014;4357.36
1/2/2014;4428.02
1/2/2014;4671.16
1/2/2014;5276.63
1/2/2014;5828.85
1/2/2014;6164.50
1/2/2014;6421.51
1/2/2014;6527.52
1/2/2014;6581.40
1/2/2014;6679.13
1/2/2014;6738.37
1/2/2014;6662.70
1/2/2014;6463.25
1/2/2014;6277.91
1/2/2014;6087.30
1/2/2014;6035.99
1/2/2014;6499.90
1/2/2014;6573.40
1/3/2014;6221.56
1/3/2014;5767.65
1/3/2014;5300.40
1/3/2014;5075.05
1/3/2014;4901.15
1/3/2014;4886.19
1/3/2014;4914.57
1/3/2014;4919.37
1/3/2014;5146.89
1/3/2014;5645.56
1/3/2014;6104.74
1/3/2014;6398.90
1/3/2014;6497.70
1/3/2014;6618.07
1/3/2014;6682.69
1/3/2014;6795.99
1/3/2014;6804.85
1/3/2014;6760.45
1/3/2014;6546.96
1/3/2014;6270.35
1/3/2014;6158.67
1/3/2014;6088.10
1/3/2014;6528.09
1/3/2014;6519.04
1/4/2014;6220.84
1/4/2014;5861.84
1/4/2014;5501.96
1/4/2014;5163.00
1/4/2014;5003.10
1/4/2014;4900.50
1/4/2014;4897.36
1/4/2014;4800.03
1/4/2014;4797.42
1/4/2014;5135.63
1/4/2014;5619.51
1/4/2014;5910.91
1/4/2014;6107.77
1/4/2014;6167.92
1/4/2014;6203.99
1/4/2014;6118.54
1/4/2014;5953.37
1/4/2014;5925.97
1/4/2014;5921.17
1/4/2014;5817.10
1/4/2014;5784.23
1/4/2014;5769.77
1/4/2014;6162.43
1/4/2014;6265.15
1/5/2014;5912.57
1/5/2014;5491.10
1/5/2014;5142.16
1/5/2014;4845.64
1/5/2014;4648.50
1/5/2014;4478.52
1/5/2014;4478.01
1/5/2014;4279.38
1/5/2014;4140.21
1/5/2014;4361.50
1/5/2014;4655.58
1/5/2014;4963.97
1/5/2014;5208.52
1/5/2014;5322.74
1/5/2014;5415.07
1/5/2014;5430.45
1/5/2014;5353.65
1/5/2014;5309.33
1/5/2014;5281.65
1/5/2014;5242.61
1/5/2014;5206.93
1/5/2014;5348.67
1/5/2014;5932.53
1/5/2014;6079.48
1/6/2014;5795.08
1/6/2014;5381.04
1/6/2014;5035.56
1/6/2014;4813.14
1/6/2014;4683.80
1/6/2014;4639.78
1/6/2014;4724.38
1/6/2014;4812.52
1/6/2014;5026.76
1/6/2014;5707.78
1/6/2014;6251.96
1/6/2014;6568.53
1/6/2014;6814.04
1/6/2014;6904.74
1/6/2014;6989.48
1/6/2014;7056.30
1/6/2014;7163.53
1/6/2014;7140.46
1/6/2014;6862.96
1/6/2014;6650.86
1/6/2014;6421.69
1/6/2014;6313.93
1/6/2014;6752.06
1/6/2014;6804.40
1/7/2014;6473.72
1/7/2014;5926.74
1/7/2014;5430.66
1/7/2014;5211.43
1/7/2014;5048.56
1/7/2014;4985.14
1/7/2014;5021.27
1/7/2014;5055.57
1/7/2014;5262.40
1/7/2014;5867.03
1/7/2014;6437.83
1/7/2014;6591.47
1/7/2014;6798.33
1/7/2014;6846.53
1/7/2014;6826.47
1/7/2014;6957.76
1/7/2014;7073.83
1/7/2014;7026.33
1/7/2014;6885.23
1/7/2014;6571.03
1/7/2014;6289.93
1/7/2014;6206.35
1/7/2014;6656.67
1/7/2014;6740.86
1/8/2014;6366.98
1/8/2014;5882.74
1/8/2014;5469.87
1/8/2014;5217.28
1/8/2014;5051.73
1/8/2014;4998.98
1/8/2014;4994.44
1/8/2014;5028.82
1/8/2014;5227.71
1/8/2014;5842.39
1/8/2014;6288.25
1/8/2014;6620.10
1/8/2014;6855.42
1/8/2014;6901.60
1/8/2014;6954.31
1/8/2014;7092.62
1/8/2014;7084.93
1/8/2014;6962.44
1/8/2014;6802.21
1/8/2014;6516.07
1/8/2014;6344.23
1/8/2014;6273.71
1/8/2014;6753.47
1/8/2014;6756.61
1/9/2014;6383.69
1/9/2014;5906.27
1/9/2014;5489.29
1/9/2014;5267.33
1/9/2014;5101.32
1/9/2014;5055.25
1/9/2014;5092.53
1/9/2014;5196.23
1/9/2014;5051.47
1/9/2014;5553.68
1/9/2014;6021.08
1/9/2014;6265.53
1/9/2014;6459.55
1/9/2014;6471.44
1/9/2014;6488.63
1/9/2014;6659.15
1/9/2014;6820.08
1/9/2014;6826.08
1/9/2014;6687.31
1/9/2014;6418.07
1/9/2014;6236.70
1/9/2014;6180.46
1/9/2014;6643.03
1/9/2014;6692.77
1/10/2014;6329.08
1/10/2014;5853.70
1/10/2014;5471.51
1/10/2014;5236.43
1/10/2014;5025.85
1/10/2014;4964.61
1/10/2014;5005.91
1/10/2014;5116.83
1/10/2014;5262.38
1/10/2014;5857.93
1/10/2014;6355.20
1/10/2014;6633.25
1/10/2014;6768.52
1/10/2014;6818.45
1/10/2014;6859.77
