fecha	hora	demanda
2014-12-03	15	7125,376038999998
2019-11-05	19	8817,161372486999
2014-04-22	20	6173,858431
2021-02-05	1	9089,481340196297
2015-01-01	22	5507,492762999998
2015-04-10	5	5012,115835999999
2019-10-16	10	9090,385748790506
2022-10-13	1	8924,440573790598
2015-10-28	12	6858,679602999999
2015-05-31	20	6404,446554999999
2019-01-01	5	7308,782545722703
2015-02-14	15	6307,499287999997
2020-01-18	13	9484,671882121893
2015-01-30	9	6187,007798999997
2015-02-10	12	6916,432360000002
2014-09-15	17	6398,326068000001
2016-09-29	15	9002,776934843001
2023-04-20	24	9199,237846259703
2016-03-18	7	8197,252505
2023-06-18	12	9649,525396914509
2014-08-20	2	5206,750000000002
2024-04-11	3	8449,052060553202
2014-10-29	4	5003,129999999997
2019-12-02	9	8929,839882327195
2017-12-07	1	8365,267996356997
2016-05-17	2	7467,592026097
2014-08-27	12	7048,467517999999
2018-08-12	2	8066,7235024749025
2019-07-30	4	8051,417669823797
2021-05-29	14	9751,548047861
2016-05-18	16	9275,884942887003
2023-08-26	8	8386,6845768312
2015-09-27	24	5904,4567830000005
2024-07-28	7	8327,670466512702
2019-09-16	11	9589,417656306203
2019-05-16	9	9186,301751730598
2019-06-23	7	7379,8191905382955
2018-03-20	22	10088,467455441005
2017-05-22	23	8696,896560203999
2022-06-30	19	10540,259709802707
2015-03-02	14	7000,404689000002
2023-03-04	8	8803,425086881316
2022-02-11	20	9907,968067593602
2015-08-03	18	6615,336773000002
2020-01-02	3	7691,785855488198
2015-11-09	3	4818,279545000003
2020-04-04	15	8416,229686495504
2014-03-01	13	6147,228720999997
2020-03-30	2	7996,372529527603
2020-02-05	3	8215,020269786995
2017-10-25	9	8665,726922429001
2015-03-31	15	6728,061503999999
2020-02-01	20	9041,6165953645
2018-12-03	9	8941,672399813493
2015-01-29	24	6637,140000000002
2022-07-17	21	10926,976722877502
2016-10-06	2	7346,711432792003
2016-02-28	19	7943,2690459999985
2018-01-14	21	8687,752036664004
2019-02-08	8	8293,334392627603
2016-07-18	6	7361,692999999999
2024-01-07	21	9560,328026037198
2014-02-14	7	5341,64
2014-01-13	8	5142,93
2021-05-10	15	10097,118427145504
2017-08-14	12	9364,872113327998
2016-11-08	19	8778,728786531003
2017-06-18	1	8219,906142735
2023-06-19	14	10962,789095547596
2024-03-24	14	9582,019117281603
2021-09-04	9	8292,974354752401
2024-01-30	1	10217,985494799908
2015-05-27	19	6022,676004999999
2022-12-26	3	8442,48854705929
2022-05-28	10	9691,22586947389
2016-04-12	23	8348,600535999998
2016-06-09	18	9118,708099812004
2018-10-22	4	7278,417307622298
2014-02-05	3	5168,908868
2017-05-17	1	8029,359054715
2022-12-28	13	10973,677038684706
2018-08-24	23	9272,874415133005
2014-06-14	18	6056,9970760000015
2020-02-21	13	10153,276781701505
2015-03-20	16	7565,987307000001
2018-06-01	18	9359,872530762103
2014-06-28	12	6292,192272
2017-08-02	7	8259,612806031
2014-12-05	22	6870,815069
2015-09-20	8	4362,7934780000005
2020-01-29	1	9268,313951424503
2019-01-16	24	9062,014068228997
2015-10-02	20	6243,837509999999
2014-09-29	7	5273,625534000001
2017-01-04	17	9568,797611614002
2015-12-30	8	5658,225735000001
2023-01-09	20	10391,16847761681
2020-10-10	11	8529,466775777395
2018-09-27	24	8786,489553825
2016-05-18	17	9137,838004974003
2015-09-20	5	4408,044817999999
2023-01-20	17	10716,494315096896
2023-07-12	15	10792,954528827106
2017-04-09	23	8264,110372507997
2019-02-21	19	9474,976941114292
2024-06-11	23	10694,0146397801
2014-05-14	19	6454,974848999998
2022-06-04	21	10454,629797384403
2020-02-03	18	10005,975807949097
2015-08-12	21	6878,76
2014-03-01	7	5143,264921999997
2023-06-18	16	9809,7394715459
2023-07-15	8	8680,217405556603
2019-02-07	14	9894,990081832395
2024-03-23	17	10115,8302822703
2020-01-20	10	9495,005262920002
2020-09-25	12	9877,004186690498
2023-02-24	1	9573,846557622097
2019-01-14	22	9446,108625243807
2022-11-13	18	8702,262530790593
2020-02-13	10	9416,999695956905
2018-01-20	12	9141,41108098
2023-05-24	20	10461,030235777507
2018-04-04	5	7793,052102429999
2016-05-23	11	9328,887297299003
2018-03-22	4	7897,838316814998
2021-01-10	22	9229,950646028898
2017-11-30	3	7727,509926714998
2014-01-28	2	5521,69
2016-05-02	6	7154,754279000001
2023-12-05	24	9332,783471570801
2020-02-17	3	7763,792086122799
2023-08-21	12	10718,036047057092
2017-04-27	16	9306,817638294
2021-07-31	4	8363,416511926604
2018-05-07	18	8953,219717416805
2018-02-28	5	7994,953544414999
2014-09-14	8	4420,641900000001
2015-12-08	8	4804,946199000002
2019-06-20	11	9874,338146733602
2018-07-18	14	9968,974971734799
2016-01-22	5	7630,919070999999
2014-09-22	1	5119,987745999999
2016-08-30	11	9277,002359571996
2019-11-10	3	7684,8482245451005
2015-05-06	16	6546,069998999999
2014-10-13	1	5143,886347999999
2019-04-26	3	7868,425348221897
2015-04-15	4	4997,658164999998
2017-08-05	4	7706,512077647002
2015-08-27	1	5831,372632999999
2023-09-03	16	8953,789983481307
2021-10-26	11	9985,647401102206
2017-09-01	20	8550,649919157006
2018-10-23	24	8774,991396412002
2019-01-25	20	9770,729795974701
2018-11-10	21	8750,867395565298
2018-02-21	8	8591,857122985002
2024-03-09	9	9131,3230801614
2023-08-08	12	10534,428167908902
2015-09-21	5	4711,7514660000015
2016-02-10	8	7799,30577
2014-10-10	15	6468,398383000006
2019-02-03	12	8062,302111720196
2024-06-04	4	8654,988457873998
2023-10-13	10	9958,312315923315
2018-04-05	5	7611,811153429998
2019-02-10	4	7391,2285991546
2014-11-11	20	6377,876760000001
2016-11-08	1	8210,504096122
2019-05-04	12	9187,662366626197
2014-03-23	5	4578,319999999999
2020-01-02	15	10470,226352425667
2024-05-01	23	9854,067416311098
2021-08-02	10	10075,87619392212
2015-07-19	10	4900,877670999999
2018-10-06	13	8591,816047418104
2022-06-07	22	10370,343459956199
2018-07-24	4	7935,143852850702
2019-03-09	21	9296,0878225859
2016-06-28	19	9460,080971661002
2017-09-18	15	7399,69515563
2014-11-03	7	5072,084227
2017-06-28	19	9440,419520024001
2015-04-25	16	6014,864842999999
2022-12-04	1	8980,504823156401
2017-12-22	19	9481,956579954005
2015-01-02	14	6514,798097999998
2017-01-15	24	8261,501152768999
2014-01-12	20	5401,998961000001
2019-02-07	18	9871,343473032099
2020-02-04	8	8622,513595146602
2019-04-27	22	9077,782309418499
2024-01-25	23	10691,779677320403
2023-01-26	1	9018,1250924075
2014-03-27	12	6841,529999999997
2014-06-24	14	6792,49
2018-10-02	4	7760,483646852097
2014-01-17	17	7033,637986
2023-02-06	22	10681,403922379393
2022-02-17	2	9076,512706927697
2014-01-20	14	7005,329159000001
2015-07-26	9	4826,196263
2014-09-24	9	6429,041066999998
2018-10-05	24	8674,959788439603
2022-04-28	21	10229,081978553499
2017-10-06	7	8045,388649125003
2023-12-18	6	8480,370235916198
2017-12-04	7	8047,933277361997
2019-05-18	13	9053,883429337804
2021-04-22	5	8073,466805761197
2020-03-17	18	10030,653120580999
2016-10-24	4	6569,479103872001
2016-12-25	10	6872,954630807002
2021-04-30	7	8530,138391819099
2014-04-04	3	5006,542674
2016-04-02	13	8317,366061
2016-03-14	15	9474,505140000001
2015-09-30	1	5613,602616
2022-06-23	1	9148,901818836293
2019-11-27	21	9534,515402106803
2017-07-30	12	7932,541227602001
2018-06-09	6	7764,465089926002
2022-09-06	21	9929,019473568607
2015-04-11	3	5303,012058000002
2022-08-05	13	10252,861901764098
2015-10-15	11	6819,580325000001
2023-04-25	15	10530,952932083204
2023-12-06	2	8875,4597635735
2018-07-23	15	9961,496750491096
2016-05-06	15	9223,922029989
2015-07-07	8	6408,080604999998
2017-05-17	20	9200,526226413998
2023-03-31	12	10479,272816462591
2018-12-29	21	9020,4115322384
2018-01-20	15	9115,839049943997
2014-05-25	2	5088,559834999999
2018-04-05	8	8812,169050691
2014-07-03	17	6534,517841000002
2019-02-02	4	7854,756543716597
2024-04-09	22	9295,034488842093
2020-03-04	1	8918,310667558502
2018-04-10	13	9402,4328770631
2018-11-07	23	9326,0286923165
2015-05-24	22	6636,77288
2017-11-05	13	7837,767504868998
2020-02-14	18	9918,1968853991
2014-06-05	22	6601,397114999998
2014-02-21	3	5334,070066
2023-05-27	2	8982,604262836601
2017-01-20	14	9899,001193052007
2014-05-17	18	5588,099999999999
2019-09-11	5	7523,939930546105
2023-08-24	11	10487,0051752809
2017-06-12	4	7147,471939651999
2022-04-15	9	7959,9562242735965
2016-05-05	3	7502,263814000004
2024-03-21	17	10846,2169638674
2018-10-30	12	8655,563139609907
2014-12-11	18	7035,384951000001
2016-05-26	5	7184,562556575001
2016-12-24	12	8622,316749910999
2021-05-31	22	10048,9768488794
2020-03-24	7	8229,9515111014
2023-02-07	9	9465,460274190003
2018-11-01	24	8435,752024544903
2024-07-19	12	10401,723583715797
2021-01-04	19	10192,365890161906
2021-12-13	23	10384,3530123122
2014-09-28	24	5730,727788999999
2024-07-10	17	10720,361180492706
2015-08-16	5	4567,508074
2022-01-19	11	9696,719942291402
2015-06-18	13	7232,624265999997
2019-01-06	6	7397,7518257595975
2016-06-07	22	9102,107959378009
2023-08-11	21	10567,572981905105
2016-06-21	20	9414,219659812998
2015-07-01	1	5850,940282
2024-04-06	10	9083,239054655704
2024-04-11	23	9581,849361027795
2023-05-19	3	8346,0589290688
2019-08-12	11	10138,018142096806
2014-07-19	5	4927,019499
2015-03-27	20	6257,120911999998
2018-05-28	5	7509,458805619701
2015-04-29	5	5097,8594060000005
2020-02-04	18	9892,584151037596
2018-03-27	14	9615,108600992002
2015-08-14	14	6850,159302999999
2023-12-03	17	9099,025602643702
2019-03-17	22	9125,6522071247
2018-05-18	22	9273,870523440002
2017-06-15	12	9697,715865418997
2016-10-11	5	7109,652739766001
2017-09-16	1	8225,663740420996
2018-03-09	17	9707,102194751998
2018-03-02	3	7971,369947000002
2023-09-03	11	8685,674760695903
2019-06-06	7	8358,7015197408
2024-04-09	14	10333,223079576806
2015-06-09	14	7000,381206
2016-06-05	10	7495,829436157997
2018-02-28	8	8611,715405651
2015-09-28	4	4839,690857
2023-08-12	9	9029,114943228808
2021-11-20	19	9117,713813888595
2015-05-12	4	5124,029484999999
2015-05-17	18	5257,103858000003
2014-04-27	11	5138,841956
2015-07-19	8	4632,936262999997
2017-10-15	7	7015,0160837529975
2020-01-01	12	7671,285794973569
2020-02-15	14	9226,495361156001
2021-12-15	21	10213,96834246531
2018-08-16	11	9677,737861175297
2019-01-20	7	7258,0944826258965
2017-08-20	4	7342,780472515997
2018-09-07	16	8975,9628977283
2019-08-21	16	9656,7436285295
2018-02-06	20	9397,025067582003
2016-05-24	23	8476,715105159998
2014-06-25	16	7279,369999999999
2019-12-15	19	8531,370717572598
2018-03-29	15	9813,028695408002
2016-01-27	24	8584,206089000007
2015-06-18	3	5267,452481
2021-12-08	18	9543,12885839169
2018-08-12	13	8205,542233986102
2016-01-31	13	7982,4357480000035
2014-12-14	21	5528,780036
2015-12-09	12	6969,169375000002
2019-06-04	23	8949,910988131
2015-02-13	14	7256,381572000003
2016-07-24	23	8617,118822871
2019-08-03	21	9355,103301244199
2022-01-10	1	8669,320250744198
2022-10-27	16	10065,228770514506
2015-04-10	13	6779,895790000001
2016-07-01	15	9236,986399957003
2019-10-18	16	9211,312885492205
2022-07-01	13	11506,320414179212
2014-11-16	22	6518,112609000003
2020-05-06	9	8215,9762750384
2016-05-28	13	8721,177972954998
2022-11-11	13	10392,040338681298
2016-09-05	5	6915,451830593999
2024-01-27	18	10304,964322340038
2019-12-05	20	9354,833044725397
2022-05-20	10	10663,892925134905
2018-09-07	18	8340,971285003605
2017-08-02	24	8751,282126500997
2016-01-11	9	8193,767130999999
2024-04-04	19	8974,397010677996
2022-04-02	9	8884,673457082801
2014-07-24	8	5951,424991
2014-07-16	15	5586,673448000002
2015-02-12	13	7153,783717000003
2019-07-11	9	9749,300883059805
2017-07-03	10	9335,731597019007
2015-03-29	6	4358,426527
2021-12-18	10	9261,249617996802
2015-06-18	10	7298,797185000001
2024-08-04	13	8817,863188152804
2018-03-21	7	8352,251309597
2018-08-30	17	9420,191622363
2018-07-21	6	7902,5996896022
2017-07-31	2	7554,624721667
2016-05-06	3	7565,176005295002
2015-05-14	5	5058,136969
2019-12-23	21	9945,4351070042
2019-12-04	3	8116,2045752290005
2023-11-17	13	10606,314255258898
2015-08-21	14	6910,10309
2023-08-29	10	10296,9998280492
2014-03-29	12	6254,015106999999
2017-06-29	4	7650,822335687001
2017-12-26	14	10141,749177487998
2018-01-28	15	8623,772925492007
2019-08-08	16	9593,874352345294
2022-05-27	20	10592,9715151141
2017-11-08	11	8947,411654597003
2018-01-04	4	8085,913032305
2022-04-30	18	9283,461266866198
2020-01-19	18	8397,620755034197
2018-01-20	9	8303,948744493002
2016-08-27	15	8596,399712437
2023-10-20	4	8367,715046974397
2020-03-13	18	10389,559377384998
2017-05-21	10	7329,846538775999
2015-11-17	23	6702,613384999999
2014-10-10	17	6385,062626999999
2017-06-24	13	9177,446326731002
2017-12-13	4	7542,693975019995
2014-07-27	7	4511,281299000001
2014-11-17	5	4828,320000000001
2020-02-13	7	8404,7544246036
2018-11-23	12	9960,862359210498
2019-12-04	20	9381,730470490704
2021-10-14	23	10019,972525812005
2017-09-04	23	8768,049250461
2016-08-13	24	8026,961045089999
2020-02-07	20	9612,765590324603
2019-01-11	9	8692,9782548108
2015-03-30	24	5961,956167999999
2020-06-19	8	8304,105341193103
2024-04-03	20	9537,352339552706
2015-01-01	8	3808,9449610000006
2016-08-28	4	7107,4922955779975
2016-05-31	1	8251,040980372998
2014-08-02	4	4952,12
2020-02-04	12	9836,227415279498
2020-01-31	1	9319,829468746399
2015-07-22	8	6071,362893999999
2018-01-27	24	8876,07115392
2016-05-27	7	7922,348832054001
2023-04-21	18	9376,762978073786
2017-05-12	10	9276,903220435997
2019-05-16	11	9639,627572992496
2015-06-19	13	7254,165415000001
2014-09-16	1	5444,103279000001
2015-06-24	24	6473,851098
2018-12-16	12	7908,4692681826955
2019-07-07	4	7498,337913713602
2019-07-01	16	10173,778439191
2020-01-23	14	10344,507410797798
2018-03-14	1	8129,360236558003
2016-01-30	18	8428,103656000001
2018-01-04	20	9516,597066625
2022-04-08	5	7846,998892480404
2022-01-12	9	9457,077179023598
2016-03-05	24	8347,777506999999
2022-08-12	14	10387,583809819202
2024-01-09	16	10807,904069233182
2019-12-06	7	8229,797117430695
2017-10-12	17	8624,754655245995
2018-05-09	19	8555,394831585802
2016-03-26	20	7997,288226000005
2024-01-31	11	11071,904725010194
2023-12-03	22	9853,958674009635
2016-09-29	9	8590,306508727
2022-06-02	5	8360,6188332331
2019-03-16	22	9292,854104038499
2018-02-18	16	8342,03739868499
2024-05-04	18	9930,460103792397
2021-11-30	13	10440,573938958403
2016-05-04	23	8375,373738
2022-09-26	3	8295,773994192103
2022-12-17	24	9487,628045163896
2024-03-13	19	10269,618894334597
2018-03-14	14	9405,377811407001
2016-07-22	3	7412,696077999999
2022-05-16	21	10456,276268944495
2023-02-14	20	10249,350961107157
2024-04-01	11	10350,945909729975
2016-11-14	6	7120,352528987998
2019-11-06	5	7593,5987075942985
2019-11-19	5	8047,368220305598
2023-09-20	11	10550,351174326694
2014-04-21	5	4604,752247
2016-10-11	19	8897,124195481003
2019-03-31	20	8537,2783472093
2015-07-14	16	7005,390087999997
2022-04-08	20	9225,320362538105
2015-02-04	21	6578,755271
2017-12-06	10	9049,604305685
2016-03-11	24	9097,815417000002
2021-06-25	18	10606,954428669802
2020-03-19	7	8517,898542346198
2019-12-19	24	9354,908993329997
2020-04-05	23	8232,372221636198
2018-08-21	19	8453,168525775003
2022-07-03	3	8144,874689228603
2022-11-20	22	9728,819165192497
2020-02-13	17	10163,7379493213
2024-05-09	22	10724,489918815498
2014-03-02	24	5682,341353
2014-01-23	14	6763,435633000003
2021-08-26	23	10153,936711130002
2024-02-26	18	11351,1764545833
2019-06-24	17	10700,279241335675
2017-12-04	11	9597,682506507994
2014-04-13	3	4817,823711999999
2021-02-11	1	9071,436097265809
2019-12-17	21	9736,930403382488
2014-08-13	7	5693,252925999998
2017-11-19	14	7806,158507531002
2023-12-30	7	9045,3659938006
2016-01-02	24	8288,077592999996
2015-09-04	13	6736,279462999999
2020-03-13	7	8881,148830957498
2014-12-09	16	7103,735586000001
2018-06-08	17	9632,355508500395
2016-11-25	11	9228,297108047
2015-10-25	5	4567,273574
2018-01-28	6	7391,640056053001
2015-01-21	22	7089,52
2018-09-17	7	7270,304793048202
2020-02-11	20	9851,426298107803
2016-08-23	20	8820,474236304999
2018-03-14	12	9366,87516761001
2018-06-12	14	9963,7030521676
2016-12-07	17	9045,607165881007
2018-03-03	22	9284,799357152
2023-08-29	24	9732,553728972305
2016-12-11	5	6996,688955070002
2016-08-01	16	9195,948226756997
2016-09-03	20	7909,873407176508
2017-02-11	16	8473,238486553997
2014-08-19	7	5473,176964999999
2022-10-30	8	7731,507881393898
2017-07-27	18	8744,396296357301
2024-02-10	14	10578,640667973692
2015-02-09	8	5234,196004999998
2019-03-24	6	7318,5848610110015
2018-01-29	22	10048,479282652006
2021-03-26	2	8735,663266293699
2019-03-28	16	9464,398054086
2017-06-05	4	7181,552672860003
2023-10-24	16	9786,47382830378
2018-01-27	8	7937,309312443
2019-11-02	21	8495,9247074317
2016-07-11	14	9447,088492269997
2016-11-26	6	7385,713561769998
2023-07-06	1	8907,3312133554
2019-11-15	14	10086,496424834706
2024-01-12	16	10939,698500774617
2016-05-08	15	7654,320693302
2018-06-19	11	9795,557210280203
2017-06-07	7	7887,686588485005
2018-04-24	20	8951,3624543558
2023-06-14	7	9513,622355133106
2017-08-22	11	9496,29769912
2017-12-17	17	8168,623981183998
2024-07-28	16	9013,638288684899
2018-02-22	20	9713,786463741995
2023-12-22	11	10711,424062613592
2016-10-14	2	7596,055110911
2017-09-29	17	9007,085220921997
2019-09-30	6	7688,680839088297
2014-08-25	22	6627,113264999999
2017-10-19	13	9025,430851929996
2021-10-04	18	9453,307973749694
2020-02-03	14	9766,535825066101
2015-06-13	14	6428,158705999999
2021-01-08	9	9207,569330545502
2020-01-18	11	9155,037231283399
2015-08-21	13	7029,690533000001
2018-11-06	18	9501,674255744998
2015-06-17	18	6459,2159169999995
2016-05-06	9	9016,951925239
2022-04-18	5	8238,5230480728
2017-10-11	17	8718,977082285
2017-03-04	6	7214,507158000001
2019-06-12	22	9736,855197203093
2015-07-21	9	6900,31
2018-12-27	20	9441,673279450892
2017-09-16	8	7457,363503195004
2019-11-21	20	9353,530694526598
2016-11-24	1	7809,615920206995
2022-05-25	7	8995,348022992195
2024-06-27	21	11139,816827431607
2018-02-06	4	8025,552925016001
2019-12-30	21	9831,926526044632
2015-04-27	16	6784,973001000002
2019-06-27	8	9474,4746396755
2024-03-08	8	9774,129606453405
2017-12-10	17	7986,239320024996
2019-07-15	4	7741,1513193938
2019-07-31	11	9764,6387125528
2014-04-02	11	6343,265756999999
2018-11-05	1	7955,932989791901
2024-03-02	11	9268,802011680396
2018-04-20	22	9047,404364256101
2024-03-15	12	10647,790665972307
2014-09-20	15	5316,735132
2015-02-22	6	4858,733300999999
2014-06-10	7	5468,273076
2020-02-23	4	7750,178729637998
2015-02-28	16	5921,701948999997
2016-06-16	18	9044,763875865
2023-06-29	20	10938,193883303698
2014-04-30	8	6125,742402999998
2023-07-07	22	10190,914080987295
2023-10-09	13	9058,501380910204
2019-08-13	22	9501,7051245134
2017-06-08	3	6949,033736808004
2014-11-12	19	6430,267044000001
2017-04-30	10	7245,217003518002
2021-07-18	11	8536,012915013003
2023-07-02	12	9138,500914080298
2016-09-12	17	8998,595189792006
2024-03-13	2	9063,404831628106
2024-05-12	2	8922,914496168605
2017-04-21	10	8978,595204449999
2016-04-17	24	7807,967506999998
2024-04-13	3	8713,548511070296
2015-09-10	3	5120,596142999997
2018-06-11	3	7667,013350665103
2017-08-04	7	8124,06861349
2023-05-14	3	7973,510798475303
2017-07-07	13	9548,682049690007
2024-07-26	18	10562,038184048895
2020-03-13	6	8427,726144215601
2016-03-14	9	8347,509907000003
2024-01-09	4	8579,1871724541
2023-12-05	12	10261,160235612006
2024-04-21	2	8520,506360654297
2014-07-07	9	6343,375456000002
2016-04-17	6	6627,239068
2017-12-30	23	9491,114377289001
2024-06-18	6	8852,108472128404
2023-10-21	12	9655,25062626029
2016-06-24	13	9622,182619279005
2023-11-07	8	9356,4166513239
2015-10-02	9	6251,147340000001
2014-05-24	22	6230,643187
2022-06-25	13	9916,074388756297
2016-03-30	6	7732,091157000003
2017-06-08	22	9099,410742178998
2022-05-18	17	10415,135510546013
2016-11-18	6	7613,431140046869
2024-02-16	9	9869,00178298241
2017-05-07	14	8279,028784378994
2023-09-11	3	8301,403408514096
2016-08-26	8	8819,253396640997
2019-03-13	2	8348,164578149801
2024-05-21	9	8905,119240156888
2022-05-12	22	10110,402148268757
2018-07-01	20	9551,407441597108
2024-07-22	15	10448,425685439497
2015-02-06	22	7074,837029000001
2019-01-04	24	9191,883985171893
2018-01-05	8	8454,213277117997
2015-05-23	22	6191,6744439999975
2023-06-15	1	9593,820191045097
2018-04-19	10	9365,340614581193
2018-12-13	24	9093,688931849903
2023-04-24	8	9174,413708475102
2020-11-09	17	9834,792416963403
2023-10-23	21	10363,946213607305
2019-08-28	9	8873,027268523902
2014-10-24	2	5386,188325000002
2019-06-15	16	9006,672705428799
2020-01-15	4	8059,7180323903
2023-08-31	5	8301,156051862501
2019-02-07	20	9341,383895748599
2019-05-20	10	9496,396869910299
2016-08-01	21	9339,502990023999
2017-04-24	18	8823,208730278
2015-02-24	9	6132,802708000002
2015-12-11	24	6351,1822379999985
2016-12-27	11	9181,080535011995
2023-12-27	2	9413,7093668186
2016-07-19	13	9532,717177638995
2023-10-04	6	8499,880697153498
2019-02-20	11	9660,631039222591
2016-01-13	5	7268,648414000001
2016-04-10	4	7076,559767999998
2019-12-07	15	9234,622893705406
2016-03-09	10	9024,195053
2023-08-31	17	10238,444462904808
2015-09-16	9	6503,328076000002
2022-06-14	9	10316,214885152507
2016-08-21	3	7290,250020674999
2017-10-30	7	7789,9142896349995
2016-06-30	14	9557,991244826999
2018-01-24	14	9135,082862747997
2016-01-02	5	6782,718996999999
2022-08-10	15	9940,36703711711
2015-05-29	3	5304,382091999999
2017-06-10	13	8405,663468719004
2014-08-11	12	6958,487315999999
2022-09-08	23	10058,2461311321
2019-09-02	4	7382,454673122498
2018-05-16	2	8007,7396607478995
2024-06-03	11	10945,141058496203
2017-02-24	22	9665,085657719002
2023-08-30	1	9218,248683498796
2019-11-06	6	7643,333787903796
2017-09-03	18	7777,395347703
2017-01-18	2	7907,538866964999
2018-10-25	12	9197,797160544296
2015-02-23	7	5191,97
2020-04-01	7	8173,9007041184
2018-12-13	17	9553,403693149501
2014-05-18	22	6270,597986
2022-05-01	6	7780,3321439881975
2015-01-04	4	4880,59
2016-01-11	18	9192,557694
2019-03-14	24	9007,039034354502
2020-03-03	6	8219,174873542
2017-02-21	5	7457,707528805
2018-04-08	11	7706,187194641997
2015-04-02	12	6699,598430999999
2019-03-02	21	9207,517555489303
2023-10-26	19	9598,26703199799
2020-05-31	13	8243,887290856805
2014-11-04	9	6171,187690999997
2018-08-19	18	7790,876012592101
2017-06-28	22	9418,142096562004
2021-03-16	21	10045,299807283494
2014-04-07	9	6154,717886
2023-10-10	15	10131,598013114895
2023-04-18	14	10242,147632456099
2023-07-19	13	10528,29261483566
2015-11-20	10	6656,189810999998
2017-01-30	1	8143,655198656
2023-09-10	2	8607,8121994566
2018-02-03	17	8925,832900665011
2022-09-13	18	8957,6947542809
2019-07-08	7	8439,579462750999
2018-03-01	18	9573,635483078002
2017-08-18	3	7701,765455866997
2018-06-29	22	9491,020075514896
2016-11-01	3	6937,133846189002
2018-03-05	15	10051,283133421999
2019-01-22	14	9952,461622235298
2017-06-16	20	8981,455403766002
2023-11-14	3	8640,4800126075
2020-02-18	9	9019,466630649302
2017-05-20	8	7713,5080626180015
2021-11-10	22	10242,619943891605
2017-07-24	22	9340,117729671996
2019-07-06	5	7903,784359367597
2018-09-14	7	8292,156035743803
2015-01-07	13	6798,570424000002
2017-08-19	6	7571,982082172999
2015-09-24	5	4877,032101999999
2023-05-04	9	9974,575760878817
2022-06-15	10	10802,380386377205
2017-01-22	21	8006,567542583004
2023-08-26	14	9510,76367163739
2017-07-26	16	9117,171265932002
2024-08-01	12	10392,25247867
2024-02-21	20	10559,20501606901
2023-08-28	1	8612,906649533503
2021-01-27	1	9045,746415673098
2018-04-15	8	7108,4954993717
2016-03-24	22	9173,421905000001
2015-09-07	16	7078,280758
2017-02-25	13	9077,555890003994
2015-08-29	16	5884,901517
2015-03-09	4	4790,693339
2017-02-15	8	7466,975421878003
2014-12-08	14	5858,804064999999
2017-05-23	4	7313,661265596998
2016-01-05	15	9209,214601999998
2024-06-29	2	9324,537972240003
2014-07-04	6	4944,538712
2015-09-03	1	5570,5529
2016-09-03	17	7906,494207945997
2023-08-15	8	8098,7980025588
2023-04-17	9	9628,642491009714
2019-03-08	2	8430,466331083197
2015-07-05	10	4920,941475999997
2019-07-15	14	9798,6472764985
2015-06-16	3	5470,062394000003
2014-02-06	8	5221,150462999998
2017-02-01	4	7831,635679546001
2018-04-22	23	8705,895350164299
2014-10-14	1	5510,046408999998
2019-01-08	5	7765,746198593602
2014-07-12	24	5809,3201610000015
2017-06-11	15	7815,704937812003
2014-12-09	3	4868,5599999999995
2022-04-14	16	10033,660700145001
2016-03-23	9	8900,127075000002
2019-02-21	10	9221,658246750098
2016-05-27	4	7317,383270856995
2019-08-09	10	10200,821295264406
2023-10-26	5	8319,930899824903
2023-10-22	18	8715,061135714992
2017-12-06	15	9386,000737682003
2019-11-10	14	8371,3078938609
2014-06-07	9	5324,923926999999
2024-03-27	16	10990,663971750699
2021-07-03	14	9635,520599955997
2024-07-31	6	8656,886806586404
2014-08-27	1	5628,607772000001
2023-09-08	9	10174,043756131896
2023-08-13	6	7901,088462359
2019-05-05	22	9149,146134106606
2014-08-31	13	5518,792791999998
2014-06-05	14	6504,593817000002
2021-04-04	19	8806,242999219303
2019-11-30	13	9251,732628670701
2021-10-31	15	8991,337815364706
2024-07-27	1	10000,333743580099
2023-08-09	6	8561,242291581302
2019-05-28	6	8150,760834810698
2018-10-04	8	8487,244981887394
2024-02-17	10	9431,34400299269
2015-09-17	9	5396,141374999998
2015-01-17	16	6340,814737000001
2018-08-24	7	8478,150818451799
2015-04-07	22	6075,205703
2019-01-16	16	9862,013434864599
2017-08-31	22	9053,838063680001
2022-10-03	18	9724,223323048202
2014-02-18	1	5913,350568000003
2022-01-05	24	9663,176203772002
2023-09-24	20	9525,793262141202
2017-01-05	9	8414,048035085996
2018-09-23	4	7307,936370623699
2020-01-08	23	9564,2241255915
2018-11-07	16	9558,930564092097
2024-03-15	21	10940,3275522546
2022-04-23	19	9586,2687147228
2018-11-20	12	9758,660100661402
2015-11-02	22	7092,275871999999
2017-02-23	15	9891,768258043003
2015-02-20	18	6675,267101999999
2019-04-10	4	7678,0751958614
2018-11-20	22	10136,848355804495
2016-07-12	10	9183,53817829
2022-05-28	23	10340,3748759472
2022-09-06	24	9245,975128649005
2021-12-29	12	10534,532373096195
2023-10-22	10	8165,307877759503
2018-01-27	16	9253,146435503999
2020-06-06	20	9777,990944791996
2018-01-26	4	8087,435805652001
2016-07-12	20	9102,216382411001
2017-04-19	19	7490,0325226589985
2014-02-08	12	5985,069999999998
2016-01-11	13	9286,318840999997
2015-02-13	3	5545,340735999997
2024-05-23	14	11016,171009321104
2023-07-05	18	9616,595212147098
