fecha	hora	demanda
2020-12-29	21	9912,070271227798
2020-06-07	8	7245,713631481404
2020-07-18	5	7551,708394652399
2020-10-02	23	9401,537551842297
2020-08-18	16	9583,1402492729
2020-09-14	13	9264,133632221288
2021-02-25	8	8907,660642726829
2020-10-19	23	9355,112461532997
2020-11-09	24	9152,1183576797
2020-11-12	21	9567,087992287703
2020-05-19	9	8506,376056663616
2020-09-14	10	9109,625869248195
2020-11-26	8	8444,640718565919
2020-08-05	8	7935,751685179102
2020-07-26	11	7940,889193423102
2020-10-07	17	9048,151649931302
2020-06-27	2	8420,687524219204
2020-04-30	7	7948,373515751207
2020-05-27	22	9651,866670509999
2020-06-12	21	9809,500249452301
2020-06-01	15	9571,921554495697
2020-09-10	5	7592,981026895205
2020-05-27	11	9394,465408588598
2020-07-14	22	9191,6054394597
2020-08-16	7	7218,522572794
2020-11-05	4	7773,9669484250035
2020-07-29	20	9621,645088215595
2020-11-14	22	9001,526802183396
2020-09-16	9	8655,689638263097
2020-05-29	3	8053,884294752103
2020-06-12	24	9357,715933321206
2021-02-01	16	9762,661963669392
2021-02-25	2	8925,4902411277
2020-07-18	18	9117,890027513404
2021-02-03	19	9616,398483400291
2020-09-15	9	8764,8067362551
2020-09-22	3	7920,992502979901
2021-03-10	14	10501,093362879306
2020-09-17	10	8976,0364907829
2020-05-03	1	8105,852747504997
2021-02-08	15	10246,65921916942
2020-05-13	16	9296,451952818601
2020-05-06	5	7677,714862544602
2020-05-16	4	7658,862532278698
2021-01-07	23	9878,512556378499
2021-01-29	22	9411,376343011601
2020-11-21	7	7847,2249165234025
2020-05-05	4	7785,617019344402
2020-11-07	4	7885,129067121202
2020-11-11	3	8163,490395677198
2020-10-07	10	8991,440989992698
2021-01-07	20	9605,5540390911
2021-01-26	18	10266,575518386098
2020-05-06	16	9104,329638452597
2020-11-02	11	9418,944773111907
2020-12-24	17	9919,942723047205
2020-06-07	11	8050,6586172265
2020-11-21	4	7967,329533637104
2021-02-05	17	10003,136327455157
2020-08-26	6	7722,439765779003
2020-11-07	19	8614,171194100894
2021-02-03	11	9375,292778022813
2020-07-01	8	7970,237953849101
2021-01-05	11	10057,590442754103
2020-04-28	15	9540,240292193093
2020-11-03	6	7846,399224919696
2020-05-05	8	7969,512096673603
2020-06-09	12	9893,615271853603
2020-11-11	11	9602,2149297614
2021-02-25	10	9873,017263461099
2020-11-13	16	9435,139110718996
2020-12-21	21	10129,169286478997
2020-07-02	18	9033,315660650995
2020-05-09	18	8865,128270526395
2020-11-08	23	9015,439353028598
2020-10-17	3	8022,376011130004
2020-10-08	3	7784,989670229403
2020-10-23	12	9585,108735845393
2021-01-20	16	10589,68146566521
2020-08-31	20	10346,521796523104
2020-11-16	2	7644,768347802402
2020-11-11	10	9384,275267890098
2021-01-19	16	10702,329116536208
2020-06-28	9	7186,8400828781005
2021-01-07	14	10145,329158736704
2020-08-06	22	9342,271921708694
2020-12-14	16	10395,860472452605
2020-05-08	23	9198,9953743667
2020-11-03	5	7787,939009966799
2020-11-10	7	8082,738694198405
2020-09-03	14	9283,236226812402
2020-08-03	12	9220,572674860208
2020-07-30	16	9527,008550337201
2020-11-26	20	9651,538865246386
2020-11-13	4	7837,7331375719
2020-05-23	3	7801,331364784698
2020-10-19	22	9626,980546125898
2020-09-28	8	8177,264224109976
2020-05-12	12	9630,897451737601
2021-02-23	24	9860,119629115397
2020-08-06	4	7417,173547676698
2020-09-17	8	8257,765658096003
2020-05-03	16	8193,097900465298
2021-02-02	12	9539,237108619182
2020-11-29	6	7597,566024229801
2021-03-06	24	9464,586931177604
2020-09-16	1	8620,5517653472
2020-05-27	23	9396,259813773495
2020-06-10	12	9789,808530918488
2020-09-08	17	9720,291016466908
2020-06-23	14	10045,505937210795
2020-08-10	3	7412,4311746132025
2020-07-22	5	7471,397375242095
2020-06-28	22	9424,307858397799
2020-05-18	7	7777,361871752996
2020-08-24	21	9808,574401667802
2021-02-27	9	8839,07432335874
2020-12-16	19	9831,9695411149
2020-10-07	23	9126,243575008497
2021-01-07	12	9846,610746463206
2020-07-04	22	9518,114837112098
2020-09-03	6	7782,353764178799
2021-02-02	17	9933,41166845498
2021-01-18	12	10211,044871695605
2020-09-27	13	8072,5135069270045
2020-08-12	23	9694,7070190391
2021-02-02	13	9699,446465057485
2020-10-21	20	9036,276173054104
2020-06-09	10	9523,007350994203
2020-12-25	21	8846,315218538995
2020-12-19	11	9193,3057435349
2021-01-26	21	9751,575057148502
2020-08-07	23	9094,212616542605
2021-01-07	18	10177,382224336494
2020-10-23	11	9412,877422190899
2020-08-27	14	9408,219947716101
2020-07-18	10	8055,902804727794
2020-09-21	11	9304,7143912366
2020-09-06	9	7219,683050737997
2020-05-25	23	9141,5533913117
2020-11-10	4	8004,615137021602
2020-06-02	3	7951,636592070203
2020-09-16	3	7892,130915363698
2021-03-06	15	9987,719652445732
2020-12-11	14	10135,366087755798
2020-09-09	3	7905,620832507598
2020-07-06	13	9668,189945570804
2020-05-14	3	7905,390492614299
2020-10-07	4	7680,394215130609
2021-01-18	20	9909,119531868291
2020-11-11	13	9716,2683919387
2020-11-03	9	8769,793697813599
2021-01-16	22	9288,679548535609
2020-08-02	7	7172,086350081502
2021-02-27	4	8760,536448705101
2020-07-01	12	9503,637961422495
2021-02-02	7	8132,592119353035
2020-09-22	6	7814,078594245906
2020-11-18	18	9532,930214173588
2020-10-24	22	9308,846784560594
2020-08-03	21	9561,870470730395
2020-07-02	5	7337,728527473199
2020-11-23	2	7909,156215382103
2021-01-11	20	9671,544124125501
2020-07-02	9	8125,218047146797
2020-08-18	19	9980,1983379236
2021-01-11	18	10081,008775469008
2021-01-27	18	10202,569870228595
2020-11-15	13	8073,462584425698
2020-09-05	21	9346,6713589864
2020-06-29	4	7262,788530463106
2021-01-20	13	10379,155287506797
2021-02-25	7	8715,316860546705
