FECHA;ENERGIA (MWh);PICO NOCHE (MW); HORA PICO NOCHE; POTENCIA MINIMA (MW); HORA POTENCIA MINIMA; PICO MEDIODIA (MW); HORA PICO MEDIODIA;
01/01/2011;21697,4174;1153,0757;22:45:00;734,1403;07:45:00;876,2153;16:45:00;
02/01/2011;23022,0409;1241,384;22:45:00;764,7799;07:45:00;994,0375;13:45:00;
03/01/2011;26504,0946;1324,7226;22:45:00;894,0466;04:45:00;1212,4995;13:45:00;
04/01/2011;27249,5405;1349,6434;22:45:00;915,7162;04:45:00;1242,2157;15:45:00;
05/01/2011;27691,505;1321,445;22:45:00;939,2876;04:45:00;1282,2631;14:45:00;
06/01/2011;26343,7324;1359,0664;22:45:00;908,2585;07:45:00;1168,684;14:45:00;
07/01/2011;28360,3747;1376,5119;22:45:00;964,6351;04:45:00;1317,5639;14:45:00;
08/01/2011;26511,5303;1276,7988;22:45:00;955,5864;07:45:00;1142,497;14:45:00;
09/01/2011;24366,1552;1250,276;22:45:00;826,5126;07:45:00;1056,8621;13:45:00;
10/01/2011;27844,6564;1368,3787;22:45:00;921,7964;04:45:00;1304,3106;14:45:00;
11/01/2011;27894,1319;1329,8218;21:45:00;955,9763;04:45:00;1276,0585;13:45:00;
12/01/2011;27141,1196;1328,7806;22:45:00;912,8488;04:45:00;1246,7489;13:45:00;
13/01/2011;27302,4302;1362,0376;22:45:00;906,25;04:45:00;1262,1551;14:45:00;
14/01/2011;28364,6748;1354,7573;21:45:00;945,7018;04:45:00;1349,6292;14:45:00;
15/01/2011;26626,8321;1285,8767;21:45:00;938,5537;07:45:00;1181,4748;14:45:00;
16/01/2011;24448,3316;1172,124;22:45:00;837,6338;07:45:00;1095,8204;14:45:00;
17/01/2011;26277,0426;1310,6385;22:45:00;870,9004;04:45:00;1211,5293;14:45:00;
18/01/2011;27380,5811;1365,1275;22:45:00;898,1406;04:45:00;1286,6883;15:45:00;
19/01/2011;28080,1311;1330,9516;21:45:00;946,5069;04:45:00;1317,3263;13:45:00;
20/01/2011;26830,3888;1321,6245;22:45:00;897,6812;04:45:00;1221,6437;13:45:00;
21/01/2011;26987,9836;1343,173;21:45:00;894,4545;04:45:00;1246,0458;15:45:00;
22/01/2011;26086,5879;1303,4361;22:45:00;908,5236;07:45:00;1161,7965;13:45:00;
23/01/2011;24644,0526;1303,4301;22:45:00;819,6828;07:45:00;1070,0767;14:45:00;
24/01/2011;29378,2898;1432,0754;22:45:00;957,3733;04:45:00;1398,9542;14:45:00;
25/01/2011;30379,9307;1430,5411;21:45:00;1023,6422;04:45:00;1452,2733;14:45:00;
26/01/2011;30029,6524;1410,9477;22:45:00;1045,8201;04:45:00;1381,4382;13:45:00;
27/01/2011;29366,1379;1405,5333;22:45:00;1007,1255;04:45:00;1359,4209;14:45:00;
28/01/2011;29494,1876;1362,8721;21:45:00;999,8113;04:45:00;1401,524;15:45:00;
29/01/2011;26261,2245;1273,6988;21:45:00;933,6806;07:45:00;1159,3801;13:45:00;
30/01/2011;24390,8086;1298,202;22:45:00;803,3564;07:45:00;1072,5637;14:45:00;
31/01/2011;28685,6026;1342,0441;21:45:00;969,8724;04:45:00;1337,3681;13:45:00;
01/02/2011;26889,7553;1304,8368;21:45:00;925,1125;04:45:00;1214,9943;13:45:00;
02/02/2011;27013,3294;1356,2691;21:45:00;885,5585;04:45:00;1247,3204;16:45:00;
03/02/2011;28537,7694;1427,2845;21:45:00;924,086;04:45:00;1344,5571;16:45:00;
04/02/2011;29221,1336;1357,2057;21:45:00;1005,4854;04:45:00;1353,4206;14:45:00;
05/02/2011;26744,9431;1294,8879;21:45:00;942,5888;07:45:00;1213,4686;13:45:00;
06/02/2011;23120,1987;1220,4492;22:45:00;794,4944;07:45:00;962,7681;13:45:00;
07/02/2011;27533,3827;1359,5167;21:45:00;899,5441;03:45:00;1291,6572;14:45:00;
08/02/2011;26935,895;1315,44;21:45:00;905,7205;04:45:00;1222,3897;12:45:00;
09/02/2011;26586,1306;1334,0767;21:45:00;877,8225;04:45:00;1212,9768;12:45:00;
10/02/2011;26799,5713;1356,3432;21:45:00;869,4499;04:45:00;1220,7561;14:45:00;
11/02/2011;26750,1544;1338,5159;21:45:00;829,4046;04:45:00;1241,8003;13:45:00;
12/02/2011;24755,1898;1277,3707;21:45:00;821,0147;04:45:00;1109,6759;13:45:00;
13/02/2011;21890,5132;1237,1752;22:45:00;704,8601;07:45:00;909,7146;13:45:00;
14/02/2011;26638,1161;1352,2635;21:45:00;816,7006;04:45:00;1246,205;13:45:00;
15/02/2011;27262,7668;1381,3846;21:45:00;894;04:45:00;1257,7035;14:45:00;
16/02/2011;28167,9778;1415,002;21:45:00;921,9586;04:45:00;1301,4604;15:45:00;
17/02/2011;29914,3978;1446,3105;21:45:00;981,5302;04:45:00;1408,4149;15:45:00;
18/02/2011;29834,3606;1418,1926;21:45:00;961,7251;04:45:00;1407,2169;14:45:00;
19/02/2011;26760,0853;1306,3779;21:45:00;924,5155;04:45:00;1191,4583;13:45:00;
20/02/2011;22934,4378;1254,117;21:45:00;765,6857;07:45:00;949,4762;13:45:00;
21/02/2011;27614,9603;1391,1522;21:45:00;846,3446;04:45:00;1306,0705;15:45:00;
22/02/2011;28050,6643;1392,0033;21:45:00;871,5335;04:45:00;1311,5456;14:45:00;
23/02/2011;27784,1122;1340,2316;21:45:00;949,3612;04:45:00;1258,0351;12:45:00;
24/02/2011;26644,5958;1318,2623;21:45:00;889,0297;04:45:00;1208,9079;13:45:00;
25/02/2011;26230,5751;1307,7208;21:45:00;793,0684;04:45:00;1223,6694;12:45:00;
26/02/2011;24156,365;1263,9562;21:45:00;791,4223;04:45:00;1077,101;12:45:00;
27/02/2011;21248,1286;1226,2731;21:45:00;684,9657;07:45:00;884,1175;13:45:00;
28/02/2011;26293,8004;1351,8719;21:45:00;790,9442;04:45:00;1244,3824;13:45:00;
01/03/2011;26467,0798;1343,7714;21:45:00;816,3164;04:45:00;1215,0403;12:45:00;
02/03/2011;26635,5749;1354,3334;21:45:00;808,063;04:45:00;1227,8226;15:45:00;
03/03/2011;26960,953;1372,0036;21:45:00;832,1324;04:45:00;1244,7847;15:45:00;
04/03/2011;27137,6475;1342,128;21:45:00;837,5493;04:45:00;1256,812;12:45:00;
05/03/2011;25178,6632;1270,1054;21:45:00;902,6413;04:45:00;1092,3528;12:45:00;
06/03/2011;22568,9165;1208,2773;21:45:00;784,8481;08:45:00;950,8968;13:45:00;
07/03/2011;25181,342;1319,8381;21:45:00;847,0289;04:45:00;1125,5549;14:45:00;
08/03/2011;26101,7694;1333,3118;21:45:00;901,2627;04:45:00;1173,1869;14:45:00;
09/03/2011;27997,7365;1383,9248;21:45:00;919,3845;04:45:00;1310,205;15:45:00;
10/03/2011;27597,1225;1373,5961;21:45:00;860,1399;04:45:00;1290,8482;15:45:00;
11/03/2011;27521,4967;1370,3207;21:45:00;852,8117;04:45:00;1301,6785;15:45:00;
12/03/2011;25808,8069;1271,0942;20:45:00;854,6756;04:45:00;1168,0584;15:45:00;
13/03/2011;20246,0751;1136,9271;21:45:00;0;00:45:00;823,3066;13:45:00;
14/03/2011;23333,3193;1271,9491;21:45:00;682,5383;04:45:00;1090,7763;12:45:00;
15/03/2011;24531,2537;1335,6198;21:45:00;705,6923;04:45:00;1123,8717;12:45:00;
16/03/2011;25388,567;1341,7981;21:45:00;751,6008;04:45:00;1171,8553;12:45:00;
17/03/2011;25508,3232;1337,6225;21:45:00;761,9209;05:45:00;1189,9219;12:45:00;
18/03/2011;24993,247;1303,4318;21:45:00;743,853;04:45:00;1159,2042;12:45:00;
19/03/2011;23184,3639;1248,3837;21:45:00;743,1279;05:45:00;1032,7061;13:45:00;
20/03/2011;20262,3211;1196,7092;21:45:00;608,6411;08:45:00;842,2223;14:45:00;
21/03/2011;25489,4387;1382,2607;21:45:00;725,1049;04:45:00;1200,2457;15:45:00;
22/03/2011;27679,4147;1430,0012;21:45:00;855,434;04:45:00;1293,8606;13:45:00;
23/03/2011;26675,1247;1320,2322;21:45:00;817,0922;05:45:00;1244,5876;12:45:00;
24/03/2011;25215,179;1348,0131;21:45:00;741,4879;04:45:00;1161,5396;12:45:00;
25/03/2011;25204,7658;1306,8461;21:45:00;747,9583;05:45:00;1165,9182;12:45:00;
26/03/2011;23529,7679;1260,3351;21:45:00;733,4723;05:45:00;1063,4905;13:45:00;
27/03/2011;19853,9427;1143,2042;21:45:00;618,3736;08:45:00;815,2078;13:45:00;
28/03/2011;23738,0071;1310,3818;21:45:00;666,2596;04:45:00;1105,0435;12:45:00;
29/03/2011;24608,6874;1337,3821;21:45:00;714,625;05:45:00;1115,3802;12:45:00;
30/03/2011;25158,3426;1358,4189;21:45:00;725,5284;04:45:00;1149,9033;13:45:00;
31/03/2011;25939,7456;1382,4959;21:45:00;753,071;05:45:00;1192,9483;12:45:00;
01/04/2011;26423,0001;1373,5512;20:45:00;776,8931;05:45:00;1235,2453;12:45:00;
02/04/2011;24277,8461;1289,0233;20:45:00;778,211;05:45:00;1076,1108;13:45:00;
03/04/2011;20979,0337;1197,704;21:45:00;647,6033;08:45:00;897,6877;15:45:00;
04/04/2011;24492,1178;1325,8664;21:45:00;699,1469;04:45:00;1141,2369;12:45:00;
05/04/2011;24940,1081;1338,0281;20:45:00;726,0075;04:45:00;1134,7927;12:45:00;
06/04/2011;24675,0946;1321,3449;21:45:00;725,3273;04:45:00;1131,6338;12:45:00;
07/04/2011;25034,5688;1352,9562;20:45:00;725,6447;05:45:00;1139,3659;13:45:00;
08/04/2011;25089,8487;1320,2658;20:45:00;739,6543;04:45:00;1163,6467;12:45:00;
09/04/2011;23317,4218;1273,6219;20:45:00;733,5086;05:45:00;1032,8129;13:45:00;
10/04/2011;20660,0923;1185,4607;21:45:00;666,0693;06:45:00;903,565;13:45:00;
11/04/2011;25018,7352;1359,5264;20:45:00;703,893;04:45:00;1164,1786;13:45:00;
12/04/2011;25772,9633;1372,651;20:45:00;750,9499;05:45:00;1188,1703;13:45:00;
13/04/2011;25937,2786;1384,7854;20:45:00;747,3626;04:45:00;1186,3788;13:45:00;
14/04/2011;25144,0532;1329,4317;20:45:00;743,7545;04:45:00;1145,2507;12:45:00;
15/04/2011;25158,0453;1314,4957;20:45:00;734,4642;04:45:00;1172,4655;12:45:00;
16/04/2011;23285,6883;1263,4092;20:45:00;722,236;05:45:00;1029,1458;13:45:00;
17/04/2011;20988,1812;1140,0687;21:45:00;670,2251;05:45:00;923,6654;14:45:00;
18/04/2011;23280,487;1290,1623;20:45:00;680,8109;05:45:00;1059,8434;14:45:00;
19/04/2011;23913,1679;1303,504;20:45:00;725,0332;05:45:00;1070,1115;14:45:00;
20/04/2011;24536,8719;1290,0211;20:45:00;712,6232;05:45:00;1144,5271;13:45:00;
21/04/2011;22540,6695;1262,9949;20:45:00;709,1156;05:45:00;993,7141;13:45:00;
22/04/2011;20587,8122;1172,0022;20:45:00;663,8669;08:45:00;878,7571;13:45:00;
23/04/2011;21082,3819;1190,4011;20:45:00;646,8162;05:45:00;932,3851;13:45:00;
24/04/2011;20006,2882;1180,8656;21:45:00;615,7315;08:45:00;831,6265;13:45:00;
25/04/2011;24412,5743;1347,4338;21:45:00;690,5865;05:45:00;1127,6339;12:45:00;
26/04/2011;25179,8584;1362,3883;20:45:00;726,6738;04:45:00;1142,7563;12:45:00;
27/04/2011;25337,3438;1362,4163;20:45:00;733,5776;04:45:00;1153,7587;12:45:00;
28/04/2011;25355,6533;1369,7214;20:45:00;731,8343;05:45:00;1152,5697;12:45:00;
29/04/2011;25499,8692;1353,3188;20:45:00;740,1051;04:45:00;1174,5139;12:45:00;
30/04/2011;23708,057;1264,6887;20:45:00;739,6036;05:45:00;1078,5719;13:45:00;
01/05/2011;19638,1011;1091,6972;21:45:00;608,2016;08:45:00;865,9558;13:45:00;
02/05/2011;24209,8645;1392,4834;20:45:00;676,1877;04:45:00;1102,702;12:45:00;
03/05/2011;25476,4901;1435,7584;21:45:00;736,7451;04:45:00;1121,7313;12:45:00;
04/05/2011;25907,7316;1431,2117;20:45:00;775,8717;04:45:00;1154,4934;12:45:00;
05/05/2011;25615,7315;1423,2317;21:45:00;776,6748;04:45:00;1105,697;12:45:00;
06/05/2011;26395,226;1396,7335;20:45:00;777,4488;04:45:00;1195,5286;12:45:00;
07/05/2011;24607,3539;1349,5251;20:45:00;768,8104;05:45:00;1055,3305;12:45:00;
08/05/2011;21826,7175;1261,933;21:45:00;694,3115;06:45:00;903,2293;13:45:00;
09/05/2011;26060,9672;1447,7808;21:45:00;732,9611;04:45:00;1204,1507;12:45:00;
10/05/2011;26994,5529;1433,6819;21:45:00;782,5603;04:45:00;1233,7628;12:45:00;
11/05/2011;26398,2025;1402,4105;20:45:00;776,2868;04:45:00;1182,7178;12:45:00;
12/05/2011;26127,7119;1398,9119;20:45:00;759,0314;05:45:00;1175,7556;12:45:00;
13/05/2011;25638,6023;1387,1298;20:45:00;768,4926;05:45:00;1135,7043;12:45:00;
14/05/2011;24250,8351;1344,9066;20:45:00;755,8624;05:45:00;1062,0932;14:45:00;
15/05/2011;20880,1242;1137,9703;21:45:00;695,3194;06:45:00;883,3157;12:45:00;
16/05/2011;25185,1473;1425,2407;21:45:00;723,4134;04:45:00;1131,1014;12:45:00;
17/05/2011;25690,7597;1415,7534;20:45:00;771,0553;04:45:00;1137,1544;12:45:00;
18/05/2011;24902,9032;1407,6669;20:45:00;754,3943;05:45:00;1072,7796;12:45:00;
19/05/2011;25421,2222;1417,5168;20:45:00;764,3901;05:45:00;1124,3206;12:45:00;
20/05/2011;25236,5392;1376,7553;20:45:00;776,6144;05:45:00;1099,6194;12:45:00;
21/05/2011;23459,1799;1323,9492;20:45:00;754,3382;05:45:00;988,0653;13:45:00;
22/05/2011;21012,9089;1160,3557;21:45:00;672,1881;06:45:00;908,3966;14:45:00;
23/05/2011;25452,262;1463,5461;21:45:00;722,8101;04:45:00;1137,9046;12:45:00;
24/05/2011;27361,9728;1500,9091;21:45:00;784,9459;05:45:00;1200,9455;15:45:00;
25/05/2011;28015,5672;1503,8978;20:45:00;792,5523;05:45:00;1298,2993;13:45:00;
26/05/2011;27598,9477;1505,0803;20:45:00;792,8725;05:45:00;1253,5911;12:45:00;
27/05/2011;27075,9472;1467,4504;20:45:00;797,4864;05:45:00;1200,1592;12:45:00;
28/05/2011;25095,1285;1412,9809;20:45:00;793,3924;05:45:00;1056,041;12:45:00;
29/05/2011;23168,0439;1282,181;21:45:00;743,8784;06:45:00;988,3638;14:45:00;
30/05/2011;28318,8807;1502,3696;21:45:00;780,8278;04:45:00;1329,7289;12:45:00;
31/05/2011;27985,4365;1484,4682;21:45:00;795,4391;04:45:00;1274,6928;12:45:00;
01/06/2011;28290,7688;1519,9371;21:45:00;795,8962;04:45:00;1300,9664;12:45:00;
02/06/2011;28858,946;1521,5055;21:45:00;826,1373;04:45:00;1320,8712;12:45:00;
03/06/2011;28777,2495;1514,1609;20:45:00;811,014;05:45:00;1308,1332;12:45:00;
04/06/2011;26563,6771;1461,2799;20:45:00;826,9545;05:45:00;1155,202;13:45:00;
05/06/2011;24589,4235;1366,333;21:45:00;784,0845;06:45:00;1037,3437;13:45:00;
06/06/2011;30132,3952;1625,8221;20:45:00;796,6117;05:45:00;1448,6455;15:45:00;
07/06/2011;29634,1512;1592,6465;20:45:00;845,7503;04:45:00;1347,5447;12:45:00;
08/06/2011;29316,6776;1583,1381;20:45:00;840,6139;05:45:00;1329,417;12:45:00;
09/06/2011;28631,2487;1570,9392;21:45:00;842,3105;05:45:00;1276,8388;12:45:00;
10/06/2011;28306,0835;1524,3377;20:45:00;833,0052;04:45:00;1246,036;12:45:00;
11/06/2011;25673,0645;1416,2593;20:45:00;825,6184;05:45:00;1100,6659;12:45:00;
12/06/2011;23155,4808;1271,9809;21:45:00;739,8669;06:45:00;977,3273;14:45:00;
13/06/2011;27971,3875;1539,2113;20:45:00;767,7257;04:45:00;1299,8341;12:45:00;
14/06/2011;29068,1526;1577,0913;21:45:00;836,7206;04:45:00;1329,3404;12:45:00;
15/06/2011;28557,3295;1519,9338;20:45:00;818,7421;04:45:00;1312,4077;13:45:00;
16/06/2011;27736,6841;1472,9547;20:45:00;801,4451;04:45:00;1231,0428;15:45:00;
17/06/2011;27649,2162;1512,7643;20:45:00;772,4357;05:45:00;1252,2835;12:45:00;
18/06/2011;25467,3406;1399,5547;20:45:00;798,0887;05:45:00;1101,2781;12:45:00;
19/06/2011;21960,5921;1203,9275;21:45:00;678,0507;06:45:00;959,4874;13:45:00;
20/06/2011;27240,7583;1508,5002;21:45:00;745,0194;04:45:00;1273,3314;12:45:00;
21/06/2011;28154,616;1547,5267;20:45:00;804,9585;05:45:00;1266,5404;12:45:00;
22/06/2011;28747,8715;1561,7741;20:45:00;828,9379;05:45:00;1292,8388;12:45:00;
23/06/2011;28935,9172;1491,4175;21:45:00;825,5965;05:45:00;1330,9211;14:45:00;
24/06/2011;28823,5057;1491,4152;20:45:00;848,3795;05:45:00;1350,4578;12:45:00;
25/06/2011;28031,8574;1497,6956;19:45:00;918,0997;05:45:00;1200,2949;14:45:00;
26/06/2011;26641,1045;1410,2637;21:45:00;862,2342;06:45:00;1202,2627;14:45:00;
27/06/2011;30865,344;1665,4358;20:45:00;916,7959;05:45:00;1416,9939;12:45:00;
28/06/2011;31305,0269;1650,3833;20:45:00;947,8574;05:45:00;1428,4053;12:45:00;
29/06/2011;31448,2159;1645,1538;20:45:00;965,9108;05:45:00;1396,4952;13:45:00;
30/06/2011;31983,2195;1639,5668;21:45:00;963,6284;04:45:00;1454,9312;12:45:00;
01/07/2011;32955,6843;1680,2196;19:45:00;968,9996;04:45:00;1490,4857;12:45:00;
02/07/2011;30706,2096;1617,4422;19:45:00;986,9579;05:45:00;1317,3949;12:45:00;
03/07/2011;29107,0567;1549,1533;20:45:00;925,2604;05:45:00;1292,5106;13:45:00;
04/07/2011;33032,69;1695,8439;19:45:00;946,1524;04:45:00;1539,7183;12:45:00;
05/07/2011;33279,1314;1709,4056;20:45:00;996,8656;04:45:00;1506,7197;12:45:00;
06/07/2011;32920,1516;1693,0174;20:45:00;985,9266;04:45:00;1471,0537;12:45:00;
07/07/2011;32980,7276;1683,0022;20:45:00;991,1989;04:45:00;1474,6739;12:45:00;
08/07/2011;31920,3589;1611,449;19:45:00;983,0064;04:45:00;1439,8052;12:45:00;
09/07/2011;28140,0049;1502,8545;19:45:00;944,6516;06:45:00;1231,0682;12:45:00;
10/07/2011;25020,4689;1342,0153;19:45:00;875,5657;08:45:00;1034,3715;12:45:00;
11/07/2011;28759,676;1503,2948;20:45:00;893,556;04:45:00;1296,6746;12:45:00;
12/07/2011;27634,7752;1514,9371;19:45:00;817,7046;04:45:00;1192,6147;12:45:00;
13/07/2011;29753,8436;1570,2907;20:45:00;884,8108;04:45:00;1314,9142;12:45:00;
14/07/2011;30589,1851;1556,5161;20:45:00;914,4576;04:45:00;1374,5644;12:45:00;
15/07/2011;30155,2698;1514,7021;19:45:00;892,18;03:45:00;1402,8254;12:45:00;
16/07/2011;27837,5888;1470,3385;19:45:00;879,2775;04:45:00;1252,2656;12:45:00;
17/07/2011;26185,6069;1387,2614;20:45:00;861,3916;05:45:00;1123,2059;12:45:00;
18/07/2011;26961,9692;1465,7956;20:45:00;839,5431;05:45:00;1193,1848;16:45:00;
19/07/2011;31565,2126;1665,8483;20:45:00;883,7415;04:45:00;1463,3117;16:45:00;
20/07/2011;32591,5108;1661,3897;20:45:00;936,6259;04:45:00;1499,0121;12:45:00;
21/07/2011;32110,3297;1670,8708;20:45:00;945,4671;04:45:00;1441,9724;12:45:00;
22/07/2011;31792,4956;1620,1471;20:45:00;967,471;04:45:00;1423,7807;12:45:00;
23/07/2011;29057,0212;1537,8968;19:45:00;953,8855;04:45:00;1249,3868;12:45:00;
24/07/2011;25010,5016;1285,6713;21:45:00;865,0701;05:45:00;1080,0461;12:45:00;
25/07/2011;28089,2642;1424,418;19:45:00;871,2091;04:45:00;1257,9413;12:45:00;
26/07/2011;28504,4212;1537,5938;20:45:00;811,3539;04:45:00;1270,7748;13:45:00;
27/07/2011;30269,7231;1582,8048;19:45:00;906,2127;03:45:00;1327,2933;14:45:00;
28/07/2011;30433,8441;1576,8534;20:45:00;870,5055;04:45:00;1411,9341;12:45:00;
29/07/2011;30888,333;1592,8456;19:45:00;924,1843;04:45:00;1369,8734;12:45:00;
30/07/2011;29992,8381;1585,9434;19:45:00;929,7742;04:45:00;1328,2017;12:45:00;
31/07/2011;27544,5799;1520,333;19:45:00;887,2672;05:45:00;1192,5563;12:45:00;
01/08/2011;33014,8857;1721,9427;19:45:00;921,0744;04:45:00;1533,6474;12:45:00;
02/08/2011;32522,7979;1682,9147;19:45:00;959,1508;04:45:00;1465,5465;12:45:00;
03/08/2011;33141,5531;1701,0418;20:45:00;952,7539;04:45:00;1547,1976;13:45:00;
04/08/2011;32685,7922;1715,0085;19:45:00;966,2048;04:45:00;1481,9271;12:45:00;
05/08/2011;32135,7596;1605,2152;20:45:00;970,5842;04:45:00;1470,1042;12:45:00;
06/08/2011;28310,4153;1486,6333;20:45:00;939,4794;04:45:00;1208,8624;12:45:00;
07/08/2011;25591,7725;1405,9936;20:45:00;858,6363;05:45:00;1060,6955;12:45:00;
08/08/2011;30204,2181;1557,1452;20:45:00;881,6931;04:45:00;1387,7533;12:45:00;
09/08/2011;29759,2986;1531,4801;20:45:00;915,0162;04:45:00;1330,5977;12:45:00;
10/08/2011;28475,381;1443,118;20:45:00;900,561;04:45:00;1277,1506;12:45:00;
11/08/2011;27303,0242;1412,024;19:45:00;855,6081;04:45:00;1213,1596;12:45:00;
12/08/2011;28126,8604;1466,4;19:45:00;822,3488;04:45:00;1295,3096;12:45:00;
13/08/2011;26804,4226;1419,5817;20:45:00;870,6103;05:45:00;1179,1516;12:45:00;
14/08/2011;24760,5754;1357,6537;21:45:00;829,9667;05:45:00;1043,7891;12:45:00;
15/08/2011;29667,6445;1548,132;19:45:00;871,0236;04:45:00;1347,6373;12:45:00;
16/08/2011;30114,1542;1551,4731;20:45:00;890,1798;04:45:00;1384,4995;13:45:00;
17/08/2011;30118,9741;1555,2475;21:45:00;899,6585;04:45:00;1384,7407;12:45:00;
18/08/2011;29991,7871;1517,3223;19:45:00;902,2745;04:45:00;1352,4665;13:45:00;
19/08/2011;31717,0794;1630,1686;19:45:00;906,4692;04:45:00;1486,4254;14:45:00;
20/08/2011;30710,7364;1640,4234;19:45:00;978,7634;05:45:00;1398,6411;12:45:00;
21/08/2011;28075,5683;1530,3952;20:45:00;901,5864;08:45:00;1233,9543;12:45:00;
22/08/2011;32492,6577;1684,4392;19:45:00;933,5416;04:45:00;1501,9317;12:45:00;
23/08/2011;32241,9636;1669,0807;20:45:00;972,6443;04:45:00;1455,285;12:45:00;
24/08/2011;30899,1969;1568,7064;19:45:00;952,9976;04:45:00;1437,0627;12:45:00;
25/08/2011;25673,9403;1425,4573;21:45:00;813,2212;08:45:00;1108,7076;14:45:00;
26/08/2011;30120,6579;1551,6832;20:45:00;895,9123;04:45:00;1409,6098;12:45:00;
27/08/2011;29543,4483;1491,7844;20:45:00;920,19;05:45:00;1430,2089;13:45:00;
28/08/2011;26332,5729;1414,4076;20:45:00;809,0327;08:45:00;1202,2695;13:45:00;
29/08/2011;29543,6585;1579,6755;20:45:00;880,7238;04:45:00;1373,7082;12:45:00;
30/08/2011;29715,2146;1552,8797;21:45:00;908,1154;04:45:00;1341,1853;12:45:00;
31/08/2011;30788,7081;1601,0255;20:45:00;925,043;04:45:00;1398,5;12:45:00;
01/09/2011;30589,4461;1609,9536;21:45:00;929,3585;04:45:00;1357,7867;12:45:00;
02/09/2011;30256,1121;1521,0363;20:45:00;942,454;03:45:00;1373,471;12:45:00;
03/09/2011;27614,8691;1427,4142;20:45:00;907,3999;05:45:00;1235,9174;13:45:00;
04/09/2011;25243,8758;1382,4318;21:45:00;785,7754;07:45:00;1171,7027;13:45:00;
05/09/2011;28360,8463;1488,2926;21:45:00;851,474;04:45:00;1278,5567;12:45:00;
06/09/2011;28201,2426;1464,8066;20:45:00;866,9638;03:45:00;1243,216;12:45:00;
07/09/2011;27615,5445;1429,3522;20:45:00;870,9038;04:45:00;1207,6554;12:45:00;
08/09/2011;27191,6435;1415,6117;20:45:00;864,0229;04:45:00;1198,7347;12:45:00;
09/09/2011;26758,2645;1414,2332;19:45:00;852,6475;04:45:00;1185,6397;12:45:00;
10/09/2011;25370,3527;1363,5279;19:45:00;837,78;04:45:00;1134,3973;12:45:00;
11/09/2011;23173,6623;1282,1274;21:45:00;781,8863;07:45:00;971,6921;12:45:00;
12/09/2011;26609,822;1389,608;20:45:00;815,4876;04:45:00;1191,8964;12:45:00;
13/09/2011;27012,9012;1466,4464;21:45:00;837,5704;04:45:00;1191,9446;12:45:00;
14/09/2011;27768,4531;1457,1776;20:45:00;866,6613;04:45:00;1239,0794;12:45:00;
15/09/2011;27448,8374;1419,1125;19:45:00;868,9571;04:45:00;1222,1779;12:45:00;
16/09/2011;26733,351;1365,7844;19:45:00;846,3858;04:45:00;1200,5197;12:45:00;
17/09/2011;25515,1892;1375,0327;19:45:00;805,6158;04:45:00;1174,1968;12:45:00;
18/09/2011;23918,4746;1289,9103;21:45:00;764,7311;07:45:00;1061,1152;13:45:00;
19/09/2011;26891,5148;1421,9628;20:45:00;827,5811;04:45:00;1205,2306;12:45:00;
20/09/2011;26746,4225;1393,5121;20:45:00;857,3392;04:45:00;1181,4067;12:45:00;
21/09/2011;26255,4426;1361,7217;20:45:00;844,706;04:45:00;1156,7099;13:45:00;
22/09/2011;25506,0395;1385,2703;20:45:00;735,597;04:45:00;1168,5121;13:45:00;
23/09/2011;25869,761;1358,0305;20:45:00;806,9752;04:45:00;1168,5344;13:45:00;
24/09/2011;24229,3096;1320,9274;20:45:00;801,1621;04:45:00;1073,6522;14:45:00;
25/09/2011;20523,5973;1148,7192;21:45:00;662,3574;07:45:00;865,1562;12:45:00;
26/09/2011;24310,3786;1365,7339;20:45:00;712,0162;03:45:00;1098,6267;12:45:00;
27/09/2011;24524,9905;1375,929;20:45:00;732,7355;04:45:00;1082,1415;12:45:00;
28/09/2011;25246,8005;1377,1074;20:45:00;747,784;04:45:00;1159,0377;12:45:00;
29/09/2011;25840,3576;1378,6353;20:45:00;735,3499;04:45:00;1201,3473;15:45:00;
30/09/2011;25374,8113;1340,2752;20:45:00;741,8591;04:45:00;1162,6979;12:45:00;
01/10/2011;23052,494;1303,3336;20:45:00;739,5481;04:45:00;996,089;12:45:00;
02/10/2011;19761,2102;1238,7661;20:45:00;22,0117;01:45:00;900,3533;12:45:00;
03/10/2011;25991,1196;1437,6794;20:45:00;709,2575;03:45:00;1212,5664;12:45:00;
04/10/2011;26372,9507;1391,5257;19:45:00;773,0068;03:45:00;1228,565;12:45:00;
05/10/2011;24622,1729;1309,3806;20:45:00;763,0048;03:45:00;1077,5219;12:45:00;
06/10/2011;24269,2507;1287,0347;20:45:00;751,7758;03:45:00;1065,2723;12:45:00;
07/10/2011;25281,6767;1283,8291;20:45:00;735,9308;03:45:00;1215,9241;12:45:00;
08/10/2011;23626,6265;1295,7964;20:45:00;755,5113;04:45:00;1041,0937;12:45:00;
09/10/2011;21227,598;1226,5271;20:45:00;666,7649;06:45:00;947,5238;12:45:00;
10/10/2011;24527,3686;1339,7207;20:45:00;714,6521;03:45:00;1153,1247;12:45:00;
11/10/2011;24180,2266;1288,8994;20:45:00;733,3838;03:45:00;1074,5929;12:45:00;
12/10/2011;24502,1178;1310,0645;20:45:00;745,4913;03:45:00;1090,837;12:45:00;
13/10/2011;24871,6632;1373,5196;20:45:00;733,3214;03:45:00;1111,6381;12:45:00;
