FECHA;ENERGIA (MWh);PICO NOCHE (MW); HORA PICO NOCHE; POTENCIA MINIMA (MW); HORA POTENCIA MINIMA; PICO MEDIODIA (MW); HORA PICO MEDIODIA;
13/03/2014;28066,0564;1439,8142;21:45:00;892,2222;05:45:00;1289,2113;13:45:00;
14/03/2014;28291,5857;1425,2324;21:45:00;894,6413;05:45:00;1306,5916;13:45:00;
15/03/2014;25323,3053;1311,0761;21:45:00;875,6504;08:45:00;1127,7726;14:45:00;
16/03/2014;23338,1452;1266,4499;22:45:00;757,6512;08:45:00;1006,0284;14:45:00;
17/03/2014;27154,6071;1400,5652;21:45:00;848,9773;05:45:00;1247,0542;14:45:00;
18/03/2014;26485,3977;1372,7034;21:45:00;854,9226;05:45:00;1190,8136;13:45:00;
19/03/2014;26781,2518;1365,4972;21:45:00;850,9454;05:45:00;1221,8791;13:45:00;
20/03/2014;26768,0775;1405,1503;21:45:00;849,8777;04:45:00;1218,5456;13:45:00;
21/03/2014;26850,1794;1357,2841;21:45:00;856,171;05:45:00;1257,6116;12:45:00;
22/03/2014;24849,9275;1308,5424;21:45:00;842,3211;05:45:00;1093,9629;13:45:00;
23/03/2014;22582,2987;1237,9582;21:45:00;737,5482;08:45:00;974,8654;14:45:00;
24/03/2014;26499,2592;1412,951;21:45:00;811,8301;05:45:00;1218,8266;12:45:00;
25/03/2014;27464,9147;1450,1094;21:45:00;854,242;05:45:00;1244,613;13:45:00;
26/03/2014;27924,7602;1437,801;21:45:00;880,8112;05:45:00;1266,8974;13:45:00;
27/03/2014;28293,9561;1461,0259;21:45:00;882,7648;04:45:00;1288,5311;13:45:00;
28/03/2014;28460,6372;1431,191;21:45:00;895,778;04:45:00;1328,3586;13:45:00;
29/03/2014;26728,7654;1385,8969;20:45:00;897,3691;06:45:00;1207,9438;13:45:00;
30/03/2014;24131,6732;1243,1062;21:45:00;807,843;08:45:00;1057,4787;14:45:00;
31/03/2014;26668,062;1394,3646;21:45:00;835,7949;04:45:00;1220,3947;12:45:00;
01/04/2014;27458,5286;1440,4353;21:45:00;863,4577;05:45:00;1237,1042;13:45:00;
02/04/2014;28305,9361;1459,4752;21:45:00;882,1792;04:45:00;1277,1178;13:45:00;
03/04/2014;28987,219;1492,8147;20:45:00;907,1563;05:45:00;1311,7903;12:45:00;
04/04/2014;29771,2868;1510,719;20:45:00;935,0825;05:45:00;1380,9194;16:45:00;
05/04/2014;27840,2996;1387,1631;20:45:00;943,5496;08:45:00;1253,6635;14:45:00;
06/04/2014;24721,6695;1289,4483;21:45:00;822,9716;08:45:00;1072,5046;14:45:00;
07/04/2014;28758,4113;1451,8468;21:45:00;891,193;04:45:00;1332,0557;13:45:00;
08/04/2014;28509,4122;1428,2149;21:45:00;908,7884;05:45:00;1313,3904;12:45:00;
09/04/2014;27522,6172;1405,3659;21:45:00;870,1876;05:45:00;1246,702;13:45:00;
10/04/2014;27488,2506;1404,0262;21:45:00;876,5942;04:45:00;1236,6656;12:45:00;
11/04/2014;27341,5608;1387,8697;20:45:00;862,1745;05:45:00;1236,5086;13:45:00;
12/04/2014;25312,9584;1310,5261;21:45:00;861,1701;05:45:00;1106,8327;13:45:00;
13/04/2014;23411,0352;1237,9335;21:45:00;775,1679;08:45:00;1027,326;13:45:00;
14/04/2014;26373,2189;1401,9944;21:45:00;831,4939;05:45:00;1186,9054;14:45:00;
15/04/2014;26790,8602;1388,8296;21:45:00;873,2442;05:45:00;1180,2259;14:45:00;
16/04/2014;26584,5578;1373,8309;21:45:00;872,2331;05:45:00;1171,0808;14:45:00;
17/04/2014;25662,95;1334,3675;20:45:00;859,9906;05:45:00;1120,3371;14:45:00;
18/04/2014;23427,6114;1248,8956;21:45:00;797,1376;08:45:00;999,8819;13:45:00;
19/04/2014;23756,0758;1276,3528;21:45:00;804,7866;05:45:00;1010,5443;14:45:00;
20/04/2014;23180,1493;1270,3667;21:45:00;761,3226;08:45:00;983,1239;13:45:00;
21/04/2014;27070,0236;1425,0873;21:45:00;827,901;05:45:00;1222,4901;12:45:00;
22/04/2014;27682,6543;1459,3792;21:45:00;871,4154;05:45:00;1220,7413;12:45:00;
23/04/2014;28163,1163;1479,84;21:45:00;876,1515;05:45:00;1245,9332;12:45:00;
24/04/2014;28378,6789;1475,8908;21:45:00;896,0661;04:45:00;1253,2723;12:45:00;
25/04/2014;28349,3713;1465,7771;21:45:00;898,8905;05:45:00;1262,8666;12:45:00;
26/04/2014;26905,5844;1400,1792;20:45:00;906,9497;05:45:00;1155,0173;13:45:00;
27/04/2014;24368,238;1298,3036;21:45:00;814,1636;08:45:00;1031,078;13:45:00;
28/04/2014;27640,2458;1445,6769;21:45:00;839,1543;05:45:00;1255,8223;12:45:00;
29/04/2014;28267,5293;1443,988;20:45:00;881,1874;05:45:00;1273,0345;12:45:00;
30/04/2014;27968,6174;1377,5632;20:45:00;882,1995;04:45:00;1286,3725;12:45:00;
01/05/2014;23232,7603;1251,4429;21:45:00;755,8419;08:45:00;1018,0088;13:45:00;
02/05/2014;27235,2724;1408,948;20:45:00;832,4311;04:45:00;1241,2037;12:45:00;
03/05/2014;26443,3319;1365,2801;20:45:00;883,8504;05:45:00;1143,7852;14:45:00;
04/05/2014;24103,7304;1288,134;21:45:00;811,6406;06:45:00;1035,2566;13:45:00;
05/05/2014;27502,595;1433,6652;21:45:00;831,2357;04:45:00;1243,976;12:45:00;
06/05/2014;27962,0432;1443,2176;20:45:00;867,0815;04:45:00;1254,1369;12:45:00;
07/05/2014;28268,6046;1461,9417;21:45:00;886,8662;04:45:00;1232,7403;14:45:00;
08/05/2014;28335,9821;1460,1463;21:45:00;888,4843;04:45:00;1251,1893;14:45:00;
09/05/2014;28336,9532;1448,1758;21:45:00;884,4047;05:45:00;1269,6777;13:45:00;
10/05/2014;26816,2466;1388,21;20:45:00;887,1555;05:45:00;1148,8254;13:45:00;
11/05/2014;24164,5782;1254,4312;21:45:00;811,9209;08:45:00;1037,9398;12:45:00;
12/05/2014;28361,9955;1471,1254;21:45:00;849,1517;04:45:00;1299,6302;13:45:00;
13/05/2014;28875,1164;1493,2651;21:45:00;889,7026;04:45:00;1306,1517;12:45:00;
14/05/2014;29052,8977;1490,5753;21:45:00;902,1619;05:45:00;1299,4925;12:45:00;
15/05/2014;29115,0205;1506,8767;21:45:00;890,1059;05:45:00;1301,1907;12:45:00;
16/05/2014;29247,3531;1500,283;21:45:00;916,8508;04:45:00;1304,5242;12:45:00;
17/05/2014;27629,6885;1460,5773;20:45:00;907,3838;05:45:00;1193,4656;13:45:00;
18/05/2014;25628,9634;1391,1499;21:45:00;846,3474;08:45:00;1089,4651;13:45:00;
19/05/2014;29878,1943;1586,0411;21:45:00;880,2685;04:45:00;1365,6241;12:45:00;
20/05/2014;31250,3288;1620,7498;21:45:00;946,7955;05:45:00;1387,4338;12:45:00;
21/05/2014;32106,3669;1631,7624;21:45:00;956,5507;05:45:00;1461,0114;13:45:00;
22/05/2014;32268,6534;1666,1883;21:45:00;948,0712;04:45:00;1492,6874;12:45:00;
23/05/2014;32868,6263;1686,8936;21:45:00;975,6666;05:45:00;1487,939;12:45:00;
24/05/2014;30989,766;1605,8597;20:45:00;1020,7935;05:45:00;1339,6382;13:45:00;
25/05/2014;28072,3159;1524,2932;21:45:00;927,5604;06:45:00;1171,577;12:45:00;
26/05/2014;32037,4963;1681,7789;21:45:00;950,891;04:45:00;1464,5905;12:45:00;
27/05/2014;33159,619;1727,6144;21:45:00;1002,0713;04:45:00;1491,8265;12:45:00;
28/05/2014;33108,9479;1722,5395;21:45:00;999,5154;05:45:00;1501,1908;12:45:00;
29/05/2014;32662,3459;1667,2763;21:45:00;1023,989;04:45:00;1462,0483;12:45:00;
30/05/2014;32421,5657;1629,6798;20:45:00;992,7442;04:45:00;1482,3043;12:45:00;
31/05/2014;29911,3063;1528,4968;20:45:00;947,9316;05:45:00;1340,4405;13:45:00;
01/06/2014;26803,8733;1440,6567;21:45:00;891,7751;05:45:00;1128,166;12:45:00;
02/06/2014;31097,8888;1643,8684;21:45:00;929,7628;04:45:00;1415,9004;12:45:00;
03/06/2014;31825,7478;1631,5806;21:45:00;984,2119;05:45:00;1432,8158;12:45:00;
04/06/2014;32226,0581;1647,7867;21:45:00;966,6135;04:45:00;1440,2528;12:45:00;
05/06/2014;31884,1239;1654,6155;21:45:00;970,2089;04:45:00;1431,6545;12:45:00;
06/06/2014;32187,3149;1657,3835;21:45:00;975,6339;04:45:00;1447,3759;12:45:00;
07/06/2014;31153,1463;1564,5327;21:45:00;992,9347;05:45:00;1389,4374;14:45:00;
08/06/2014;27730,9005;1546,4185;21:45:00;878,1056;05:45:00;1158,078;12:45:00;
09/06/2014;32055,2096;1687,5477;21:45:00;948,5864;05:45:00;1469,9443;12:45:00;
10/06/2014;32369,0067;1661,0358;21:45:00;992,0268;04:45:00;1469,4168;12:45:00;
11/06/2014;32626,5614;1642,9348;21:45:00;981,8747;05:45:00;1478,7157;12:45:00;
12/06/2014;30727,9887;1537,0564;20:45:00;950,2069;05:45:00;1385,1438;12:45:00;
13/06/2014;31488,966;1648,9453;21:45:00;910,2184;04:45:00;1431,6876;12:45:00;
14/06/2014;30701,9837;1568,4411;20:45:00;1015,8649;05:45:00;1332,8468;12:45:00;
15/06/2014;28198,4252;1493,148;22:45:00;923,3529;06:45:00;1204,2842;13:45:00;
16/06/2014;31878,197;1681,8214;21:45:00;925,6506;05:45:00;1466,7632;13:45:00;
17/06/2014;33791,417;1747,7436;21:45:00;1002,6145;05:45:00;1544,0489;12:45:00;
18/06/2014;34159,4496;1764,6091;21:45:00;1017,3539;05:45:00;1535,3491;12:45:00;
19/06/2014;32504,0066;1699,3103;21:45:00;1018,7724;05:45:00;1430,0368;12:45:00;
20/06/2014;34290,837;1762,3986;21:45:00;1034,778;04:45:00;1584,0243;12:45:00;
21/06/2014;31787,7594;1629,0294;20:45:00;1045,4192;05:45:00;1388,2765;12:45:00;
22/06/2014;28641,5935;1498,6074;21:45:00;936,6278;06:45:00;1256,0506;13:45:00;
23/06/2014;32123,9185;1636,3837;21:45:00;927,7897;04:45:00;1495,1638;13:45:00;
24/06/2014;32180,2339;1683,4274;21:45:00;966,774;04:45:00;1510,0044;12:45:00;
25/06/2014;33567,4652;1746,6067;21:45:00;999,6233;04:45:00;1542,6252;12:45:00;
26/06/2014;33437,4951;1714,1488;21:45:00;1020,8368;05:45:00;1500,5051;12:45:00;
27/06/2014;33383,9146;1696,9765;21:45:00;1016,3217;05:45:00;1505,0777;12:45:00;
28/06/2014;31607,6673;1593,1425;21:45:00;1022,3559;05:45:00;1415,6692;12:45:00;
29/06/2014;28586,641;1538,7502;22:45:00;933,1906;05:45:00;1218,0393;14:45:00;
30/06/2014;32714,7175;1690,8688;22:45:00;970,2807;05:45:00;1523,4923;13:45:00;
01/07/2014;33819,1255;1736,2172;20:45:00;1004,7602;04:45:00;1541,8893;12:45:00;
02/07/2014;33492,5105;1723,0881;20:45:00;1023,4478;04:45:00;1507,5625;12:45:00;
03/07/2014;32296,0648;1673,1388;20:45:00;999,6969;04:45:00;1402,0398;12:45:00;
04/07/2014;32974,1264;1650,2321;20:45:00;998,8908;04:45:00;1476,5487;12:45:00;
05/07/2014;30098,0251;1495,2914;19:45:00;984,2562;05:45:00;1371,2886;13:45:00;
06/07/2014;29233,8503;1569,7113;20:45:00;912,1335;06:45:00;1306,6704;15:45:00;
07/07/2014;33481,4192;1731,0127;20:45:00;1012,7881;04:45:00;1500,1393;12:45:00;
08/07/2014;33357,6463;1744,9903;20:45:00;1039,821;04:45:00;1454,7053;12:45:00;
09/07/2014;33734,4402;1735,8011;21:45:00;1045,1783;04:45:00;1494,7193;12:45:00;
10/07/2014;33331,1145;1705,8749;20:45:00;1030,813;04:45:00;1468,6249;12:45:00;
11/07/2014;32371,1662;1605,6797;20:45:00;1030,7598;04:45:00;1440,9368;12:45:00;
12/07/2014;29556,8245;1472,8909;20:45:00;1008,1788;04:45:00;1233,6532;16:45:00;
13/07/2014;26225,7864;1417,1685;20:45:00;868,8308;08:45:00;1155,726;12:45:00;
14/07/2014;29871,3065;1506,7171;20:45:00;915,333;03:45:00;1341,8611;12:45:00;
15/07/2014;30542,3278;1553,3536;19:45:00;900,3845;04:45:00;1436,9667;13:45:00;
16/07/2014;30951,3621;1602,2804;21:45:00;939,5482;03:45:00;1380,6347;12:45:00;
17/07/2014;31787,0347;1609,2361;19:45:00;956,3781;04:45:00;1413,3204;14:45:00;
18/07/2014;28711,3197;1527,7271;20:45:00;930,1155;05:45:00;1216,5909;13:45:00;
19/07/2014;28754,1313;1519,9001;19:45:00;961,9223;04:45:00;1213,0462;12:45:00;
20/07/2014;26331,5117;1416,1715;21:45:00;900,605;05:45:00;1079,4706;12:45:00;
21/07/2014;29693,2752;1528,0198;20:45:00;918,753;03:45:00;1330,3905;12:45:00;
22/07/2014;31511,6085;1636,6793;20:45:00;851,3609;04:45:00;1469,7115;13:45:00;
23/07/2014;33224,0574;1730,1874;20:45:00;968,7604;04:45:00;1491,7467;12:45:00;
24/07/2014;33645,8509;1756,9327;20:45:00;1016,2855;04:45:00;1501,583;12:45:00;
25/07/2014;34477,2215;1756,2903;20:45:00;1038,19;04:45:00;1561,5541;12:45:00;
26/07/2014;32423,322;1693,2639;19:45:00;1046,5466;05:45:00;1403,7887;12:45:00;
27/07/2014;30294,4248;1667,996;21:45:00;987,7349;05:45:00;1296,0034;13:45:00;
28/07/2014;35575,4172;1825,6324;20:45:00;1026,0502;04:45:00;1683,3761;12:45:00;
29/07/2014;33187,7282;1626,5676;20:45:00;1036,6053;04:45:00;1512,0359;12:45:00;
30/07/2014;30380,6729;1591,2291;21:45:00;915,6461;04:45:00;1353,909;12:45:00;
31/07/2014;30631,4291;1530,0344;20:45:00;943,4252;04:45:00;1424,2488;12:45:00;
01/08/2014;29513,2617;1512,413;20:45:00;904,5633;03:45:00;1364,5921;12:45:00;
02/08/2014;27748,0314;1415,505;20:45:00;914,4883;05:45:00;1275,1633;13:45:00;
03/08/2014;24886,9992;1329,5436;20:45:00;808,417;08:45:00;1102,8935;13:45:00;
04/08/2014;29257,3185;1576,6462;21:45:00;856,8459;03:45:00;1298,9003;12:45:00;
05/08/2014;31343,038;1641,4498;21:45:00;956,4099;04:45:00;1406,4615;12:45:00;
06/08/2014;32083,8178;1623,3346;20:45:00;980,5973;04:45:00;1446,3678;13:45:00;
07/08/2014;30933,8708;1618,3979;21:45:00;964,4988;05:45:00;1393,3962;12:45:00;
08/08/2014;31490,4309;1611,8963;20:45:00;991,1186;03:45:00;1393,4422;12:45:00;
09/08/2014;29346,7799;1535,6364;20:45:00;989,4887;04:45:00;1252,2509;12:45:00;
10/08/2014;26936,225;1468,8602;21:45:00;872,0871;05:45:00;1156,8985;12:45:00;
11/08/2014;32033,5412;1697,6054;20:45:00;932,3927;03:45:00;1462,6409;12:45:00;
12/08/2014;33214,9779;1757,1787;21:45:00;1007,8782;04:45:00;1464,4595;12:45:00;
13/08/2014;33452,6976;1755,2487;20:45:00;1023,8114;04:45:00;1479,2333;12:45:00;
14/08/2014;33368,2118;1734,3538;21:45:00;1035,0272;04:45:00;1491,3477;12:45:00;
15/08/2014;32238,4235;1630,5823;21:45:00;1029,0846;04:45:00;1444,9559;12:45:00;
16/08/2014;29284,8646;1512,3197;20:45:00;994,0101;04:45:00;1253,4207;12:45:00;
17/08/2014;25699,689;1398,3924;21:45:00;883,5684;07:45:00;1071,6323;12:45:00;
18/08/2014;28682,5944;1469,5325;20:45:00;895,0335;03:45:00;1285,1103;12:45:00;
19/08/2014;28412,1128;1490,0912;20:45:00;871,7938;03:45:00;1260,2184;12:45:00;
20/08/2014;28433,3442;1465,8666;20:45:00;901,2397;04:45:00;1263,2306;12:45:00;
21/08/2014;28200,2502;1459,0943;20:45:00;871,5609;04:45:00;1282,6335;12:45:00;
22/08/2014;27558,0188;1410,5872;20:45:00;854,8126;03:45:00;1256,6674;12:45:00;
23/08/2014;25786,4241;1354,4651;19:45:00;855,1691;04:45:00;1132,1951;12:45:00;
24/08/2014;23619,5225;1264,097;20:45:00;768,9775;07:45:00;1039,2448;12:45:00;
25/08/2014;25867,6262;1493,65;20:45:00;770,8067;08:45:00;1167,3561;16:45:00;
26/08/2014;33050,201;1737,4729;21:45:00;910,5647;03:45:00;1586,0958;12:45:00;
27/08/2014;34223,047;1762,6311;20:45:00;1029,1567;03:45:00;1566,1403;12:45:00;
28/08/2014;33095,4259;1728,676;21:45:00;1035,7972;04:45:00;1442,621;12:45:00;
29/08/2014;31881,2449;1609,9649;20:45:00;1043,6784;03:45:00;1393,9166;12:45:00;
30/08/2014;28702,0753;1443,6961;20:45:00;981,4137;04:45:00;1254,8016;12:45:00;
31/08/2014;25151,9365;1392,7239;21:45:00;824,6499;07:45:00;1070,6086;12:45:00;
01/09/2014;29365,5602;1517,4954;21:45:00;896,8708;04:45:00;1359,5423;12:45:00;
02/09/2014;30293,3908;1556,7828;21:45:00;921,9798;04:45:00;1435,782;12:45:00;
03/09/2014;29425,9685;1493,6889;21:45:00;938,6819;04:45:00;1308,3038;12:45:00;
04/09/2014;28813,4208;1479,3302;20:45:00;908,1067;03:45:00;1273,2387;12:45:00;
05/09/2014;28833,6129;1462,8017;19:45:00;908,4107;04:45:00;1292,2683;12:45:00;
06/09/2014;26983,7366;1395,9168;20:45:00;873,7941;05:45:00;1251,604;13:45:00;
07/09/2014;24338,9133;1311,835;21:45:00;793,4933;07:45:00;1019,0693;13:45:00;
08/09/2014;27803,6117;1414,6757;20:45:00;850,6745;04:45:00;1255,8117;12:45:00;
09/09/2014;29417,1837;1510,5988;20:45:00;850,7556;04:45:00;1364,8364;14:45:00;
10/09/2014;29245,5269;1518,163;20:45:00;907,1976;03:45:00;1299,9506;12:45:00;
11/09/2014;29009,0352;1495,7309;21:45:00;943,6344;03:45:00;1358,9167;12:45:00;
12/09/2014;28541,5339;1441,1654;20:45:00;908,6141;04:45:00;1266,8152;12:45:00;
13/09/2014;27344,2743;1412,2719;20:45:00;897,1034;04:45:00;1209,573;13:45:00;
14/09/2014;26073,6538;1384,9712;20:45:00;800,7535;07:45:00;1167,8818;13:45:00;
15/09/2014;28944,1284;1530,7073;21:45:00;878,9064;04:45:00;1302,2961;13:45:00;
16/09/2014;29039,9545;1528,3029;21:45:00;918,2709;04:45:00;1272,2283;12:45:00;
17/09/2014;29107,4998;1540,9234;21:45:00;915,4137;04:45:00;1296,2197;12:45:00;
18/09/2014;27941,3129;1449,4058;21:45:00;898,9386;04:45:00;1228,7195;12:45:00;
19/09/2014;27630,7803;1412,5497;20:45:00;873,7338;03:45:00;1248,175;12:45:00;
20/09/2014;26092,9245;1368,3595;20:45:00;862,9166;04:45:00;1160,7327;12:45:00;
21/09/2014;23591,9402;1289,2012;20:45:00;764,2399;07:45:00;997,1052;12:45:00;
22/09/2014;27199,5241;1410,9276;20:45:00;855,2387;04:45:00;1214,1982;12:45:00;
23/09/2014;27688,6787;1433,3603;20:45:00;857,4678;03:45:00;1235,8372;12:45:00;
24/09/2014;27329,0849;1425,8784;20:45:00;865,9965;03:45:00;1212,5123;13:45:00;
25/09/2014;27748,5397;1419,2708;20:45:00;871,5043;04:45:00;1220,4955;16:45:00;
26/09/2014;27545,4331;1434,7886;20:45:00;872,7763;03:45:00;1228,438;12:45:00;
27/09/2014;26111,3341;1371,923;20:45:00;906,5585;04:45:00;1122,1355;12:45:00;
28/09/2014;23909,2216;1296,1027;21:45:00;745,2322;07:45:00;1006,2403;12:45:00;
29/09/2014;27110,3782;1431,7671;20:45:00;832,7354;04:45:00;1222,7467;12:45:00;
30/09/2014;27435,4971;1425,3069;20:45:00;868,1368;03:45:00;1225,4122;12:45:00;
01/10/2014;28059,1972;1493,4345;21:45:00;862,407;04:45:00;1260,1931;12:45:00;
02/10/2014;28564,6861;1512,812;20:45:00;902,2361;04:45:00;1267,0682;12:45:00;
03/10/2014;28367,802;1456,37;20:45:00;909,7049;04:45:00;1248,156;12:45:00;
04/10/2014;26781,1656;1373,2623;20:45:00;907,6341;04:45:00;1206,2626;12:45:00;
05/10/2014;23285,7676;1296,2963;20:45:00;102,1997;01:45:00;1070,8026;12:45:00;
06/10/2014;27151,2389;1424,8568;20:45:00;836,0064;03:45:00;1239,4869;12:45:00;
07/10/2014;27263,1718;1418,2182;20:45:00;872,1949;03:45:00;1210,1783;12:45:00;
08/10/2014;27451,2836;1441,8253;20:45:00;862,1159;03:45:00;1224,2765;12:45:00;
09/10/2014;27734,577;1425,9212;20:45:00;856,5869;03:45:00;1263,5401;12:45:00;
10/10/2014;27444,2594;1391,6115;20:45:00;858,376;03:45:00;1264,5235;12:45:00;
11/10/2014;25384,3552;1310,2468;20:45:00;881,6724;04:45:00;1116,4479;12:45:00;
12/10/2014;22902,2946;1254,8108;20:45:00;778,4957;06:45:00;993,9057;12:45:00;
13/10/2014;26687,4111;1417,1689;20:45:00;820,8795;03:45:00;1204,2022;12:45:00;
14/10/2014;26981,517;1412,8453;20:45:00;853,0354;03:45:00;1193,0108;12:45:00;
15/10/2014;27064,2058;1397,4187;20:45:00;847,4011;03:45:00;1211,3725;12:45:00;
16/10/2014;27406,2941;1421,1348;20:45:00;833,2482;03:45:00;1262,1628;12:45:00;
17/10/2014;26964,0135;1364,0223;20:45:00;865,9298;03:45:00;1200,4683;13:45:00;
18/10/2014;25044,2375;1286,6151;20:45:00;851,0732;04:45:00;1110,4712;12:45:00;
19/10/2014;22313,9051;1219,3844;20:45:00;739,819;06:45:00;976,9242;12:45:00;
20/10/2014;25951,8313;1378,7115;20:45:00;809,8399;03:45:00;1173,5428;12:45:00;
21/10/2014;26975,4282;1432,0368;20:45:00;850,2381;03:45:00;1206,1912;12:45:00;
22/10/2014;27591,268;1426,207;20:45:00;854,2294;03:45:00;1261,3576;15:45:00;
23/10/2014;28380,4529;1459,7038;20:45:00;871,6007;03:45:00;1313,8498;15:45:00;
24/10/2014;28496,3762;1430,627;20:45:00;902,5274;03:45:00;1325,8692;12:45:00;
25/10/2014;26269,5077;1355,9504;20:45:00;889,4597;04:45:00;1189,3073;12:45:00;
26/10/2014;24336,9339;1305,017;20:45:00;802,6338;06:45:00;1082,1592;16:45:00;
27/10/2014;29978,9108;1575,8904;20:45:00;899,3449;03:45:00;1446,6863;15:45:00;
28/10/2014;30051,1472;1484,8518;20:45:00;980,4781;03:45:00;1391,9704;15:45:00;
29/10/2014;27985,2015;1334,73;19:45:00;929,2953;03:45:00;1290,9395;12:45:00;
30/10/2014;26931,0767;1387,1968;20:45:00;855,4116;02:45:00;1217,4262;12:45:00;
31/10/2014;26686,9125;1330,4317;20:45:00;872,4125;03:45:00;1224,4113;13:45:00;
01/11/2014;25127,1536;1294,2572;20:45:00;857,4437;03:45:00;1136,0335;12:45:00;
02/11/2014;23730,2759;1304,9634;20:45:00;761,2294;06:45:00;1061,2932;12:45:00;
03/11/2014;27992,2211;1449,3675;20:45:00;839,1584;03:45:00;1315,1344;12:45:00;
04/11/2014;27322,1432;1408,0934;20:45:00;870,789;03:45:00;1237,5641;12:45:00;
05/11/2014;27030,4083;1396,9924;20:45:00;865,4138;03:45:00;1218,8583;12:45:00;
06/11/2014;26989,6832;1449,5172;20:45:00;864,1435;02:45:00;1221,576;12:45:00;
07/11/2014;27710,0693;1405,6361;20:45:00;879,1609;03:45:00;1262,6231;12:45:00;
08/11/2014;25352,5606;1300,4489;20:45:00;875,292;03:45:00;1135,7071;12:45:00;
09/11/2014;23130,2443;1255,6981;21:45:00;737,8048;06:45:00;1004,9913;16:45:00;
10/11/2014;28284,4543;1461,3434;20:45:00;867,5;02:45:00;1325,7404;14:45:00;
11/11/2014;28639,3083;1459,1558;20:45:00;913,5713;03:45:00;1318,0544;15:45:00;
12/11/2014;27778,24;1358,765;20:45:00;933,672;02:45:00;1287,8985;12:45:00;
13/11/2014;26902,3819;1388,9857;20:45:00;861,2556;03:45:00;1226,8286;12:45:00;
14/11/2014;27260,502;1362,3279;20:45:00;874,4176;03:45:00;1235,3815;12:45:00;
15/11/2014;25916,3284;1342,6704;20:45:00;885,721;06:45:00;1155,4645;16:45:00;
16/11/2014;23929,6376;1278,3341;21:45:00;774,4248;06:45:00;1038,1948;16:45:00;
17/11/2014;28374,222;1452,6991;20:45:00;888,5944;03:45:00;1325,1182;15:45:00;
18/11/2014;29933,7772;1523,7358;21:45:00;941,7611;02:45:00;1459,6709;13:45:00;
19/11/2014;29399,0982;1392,4461;20:45:00;1001,7188;03:45:00;1448,1553;12:45:00;
20/11/2014;28096,5044;1400,5389;20:45:00;901,042;04:45:00;1292,3015;13:45:00;
21/11/2014;27564,7602;1354,4223;20:45:00;906,9339;03:45:00;1264,0475;13:45:00;
22/11/2014;24855,311;1264,0699;20:45:00;846,9491;03:45:00;1111,0996;12:45:00;
23/11/2014;23127,0313;1266,8724;21:45:00;707,8707;06:45:00;1015,3511;12:45:00;
24/11/2014;27291,2427;1345,6396;20:45:00;860,1952;02:45:00;1271,6378;13:45:00;
25/11/2014;27291,1379;1367,6758;21:45:00;885,1839;03:45:00;1221,6221;13:45:00;
26/11/2014;27331,1838;1359,3469;21:45:00;876,6824;03:45:00;1244,3745;15:45:00;
27/11/2014;27895,5231;1393,2527;21:45:00;843,8684;02:45:00;1305,702;13:45:00;
28/11/2014;28668,1211;1398,5074;20:45:00;909,048;03:45:00;1347,5441;16:45:00;
29/11/2014;28195,0797;1445,0511;20:45:00;922,672;05:45:00;1324,4504;16:45:00;
30/11/2014;24245,254;1199,0065;21:45:00;862,2125;07:45:00;1047,4394;13:45:00;
01/12/2014;26998,9308;1333,9119;21:45:00;858,7815;02:45:00;1254,6593;12:45:00;
02/12/2014;27522,6512;1350,0847;21:45:00;890,7404;03:45:00;1251,5076;12:45:00;
03/12/2014;27270,6752;1377,1749;21:45:00;876,4254;03:45:00;1235,5355;12:45:00;
04/12/2014;28844,5456;1476,0382;21:45:00;885,0331;03:45:00;1359,6842;16:45:00;
05/12/2014;29738,8172;1459,7797;21:45:00;931,9766;03:45:00;1418,6386;15:45:00;
06/12/2014;29053,3461;1450,9141;21:45:00;913,6514;05:45:00;1353,8033;13:45:00;
07/12/2014;26141,9643;1341,1003;21:45:00;866,3841;07:45:00;1193,5411;14:45:00;
08/12/2014;29490,28;1447,7932;21:45:00;948,9551;02:45:00;1378,0496;12:45:00;
09/12/2014;31270,9614;1497,5658;20:45:00;987,1229;04:45:00;1537,8832;15:45:00;
10/12/2014;28973,6079;1392,6448;21:45:00;972,148;05:45:00;1342,2651;12:45:00;
11/12/2014;27955,204;1395,2986;21:45:00;918,867;03:45:00;1267,899;14:45:00;
12/12/2014;28632,6541;1411,1022;21:45:00;924,7362;03:45:00;1329,586;13:45:00;
13/12/2014;27417,6308;1308,076;21:45:00;951,057;06:45:00;1257,8972;16:45:00;
14/12/2014;24083,7745;1273,1984;21:45:00;789,5866;06:45:00;1035,9291;16:45:00;
15/12/2014;28398,2714;1428,3641;21:45:00;911,9972;03:45:00;1320,0897;16:45:00;
16/12/2014;28967,3366;1426,9325;21:45:00;975,6448;04:45:00;1325,8502;15:45:00;
17/12/2014;30197,4486;1466,8371;21:45:00;964,6155;03:45:00;1421,4628;15:45:00;
18/12/2014;30893,9335;1541,7127;21:45:00;1012,9913;04:45:00;1449,0187;15:45:00;
19/12/2014;32330,1173;1575,7508;21:45:00;1025,7719;03:45:00;1573,8347;15:45:00;
20/12/2014;28456,8147;1312,0878;21:45:00;1024,2454;06:45:00;1352,154;12:45:00;
21/12/2014;23574,8972;1204,4307;21:45:00;839,1703;06:45:00;1049,5396;12:45:00;
22/12/2014;26780,3003;1354,4522;21:45:00;869,2482;03:45:00;1226,9491;12:45:00;
