1/1/2014;6821.09
1/1/2014;6821.09
1/1/2014;6677.93
1/1/2014;6465.18
1/1/2014;6243.9
1/1/2014;6060.6
1/1/2014;5922.36
1/1/2014;5678.37
1/1/2014;5506.34
1/1/2014;5583.24
1/1/2014;5695.55
1/1/2014;5940.23
1/1/2014;6158.41
1/1/2014;6370.8
1/1/2014;6410.37
1/1/2014;6428.93
1/1/2014;6444.56
1/1/2014;6410.22
1/1/2014;6433.11
1/1/2014;6387.19
1/1/2014;6399.18
1/1/2014;6557.57
1/1/2014;7195.2
1/1/2014;7419.91
1/2/2014;7127.08
1/2/2014;6742.89
1/2/2014;6452.1
1/2/2014;6229.17
1/2/2014;6137.73
1/2/2014;6059.27
1/2/2014;6144.36
1/2/2014;6215.02
1/2/2014;6458.16
1/2/2014;7063.63
1/2/2014;7615.85
1/2/2014;7951.5
1/2/2014;8208.51
1/2/2014;8314.52
1/2/2014;8368.4
1/2/2014;8466.13
1/2/2014;8525.37
1/2/2014;8449.7
1/2/2014;8250.25
1/2/2014;8064.91
1/2/2014;7874.3
1/2/2014;7822.99
1/2/2014;8286.9
1/2/2014;8360.4
1/3/2014;8008.56
1/3/2014;7554.65
1/3/2014;7087.4
1/3/2014;6862.05
1/3/2014;6688.15
1/3/2014;6673.19
1/3/2014;6701.57
1/3/2014;6706.37
1/3/2014;6933.89
1/3/2014;7432.56
1/3/2014;7891.74
1/3/2014;8185.9
1/3/2014;8284.7
1/3/2014;8405.07
1/3/2014;8469.69
1/3/2014;8582.99
1/3/2014;8591.85
1/3/2014;8547.45
1/3/2014;8333.96
1/3/2014;8057.35
1/3/2014;7945.67
1/3/2014;7875.1
1/3/2014;8315.09
1/3/2014;8306.04
1/4/2014;8007.84
1/4/2014;7648.84
1/4/2014;7288.96
1/4/2014;6950
1/4/2014;6790.1
1/4/2014;6687.5
1/4/2014;6684.36
1/4/2014;6587.03
1/4/2014;6584.42
1/4/2014;6922.63
1/4/2014;7406.51
1/4/2014;7697.91
1/4/2014;7894.77
