2007;1;1;277.6
2007;1;2;325.4
2007;1;3;325.5
2007;1;4;334.0
2007;1;5;320.3
2007;1;6;281.2
2007;1;7;255.5
2007;1;8;308.1
2007;1;9;340.4
2007;1;10;337.5
2007;1;11;331.3
2007;1;12;333.8
2007;1;13;302.3
2007;1;14;250.0
2007;1;15;294.7
2007;1;16;307.5
2007;1;17;314.2
2007;1;18;326.1
2007;1;19;312.7
2007;1;20;283.5
2007;1;21;265.4
2007;1;22;317.5
2007;1;23;329.1
2007;1;24;324.4
2007;1;25;316.7
2007;1;26;321.6
2007;1;27;292.7
2007;1;28;260.6
2007;1;29;304.1
2007;1;30;316.2
2007;1;31;328.4
2007;2;1;343.0
2007;2;2;355.6
2007;2;3;328.2
2007;2;4;282.4
2007;2;5;325.7
2007;2;6;335.6
2007;2;7;323.0
2007;2;8;325.1
2007;2;9;325.3
2007;2;10;296.1
2007;2;11;263.2
2007;2;12;312.3
2007;2;13;325.4
2007;2;14;340.7
2007;2;15;348.9
2007;2;16;326.2
2007;2;17;270.7
2007;2;18;239.2
2007;2;19;291.4
2007;2;20;305.9
2007;2;21;316.0
2007;2;22;333.5
2007;2;23;343.0
2007;2;24;322.6
2007;2;25;313.7
2007;2;26;351.1
2007;2;27;334.9
2007;2;28;319.3
2007;3;1;315.0
2007;3;2;295.3
2007;3;3;273.7
2007;3;4;252.2
2007;3;5;305.7
2007;3;6;325.5
2007;3;7;331.5
2007;3;8;327.2
2007;3;9;308.6
2007;3;10;276.3
2007;3;11;254.9
2007;3;12;316.7
2007;3;13;337.2
2007;3;14;329.1
2007;3;15;317.0
2007;3;16;305.7
2007;3;17;278.3
2007;3;18;253.3
2007;3;19;309.7
2007;3;20;321.3
2007;3;21;328.1
2007;3;22;331.0
2007;3;23;312.7
2007;3;24;268.9
2007;3;25;255.0
2007;3;26;313.0
2007;3;27;318.2
2007;3;28;315.4
2007;3;29;316.1
2007;3;30;315.6
2007;3;31;278.8
2007;4;1;248.4
2007;4;2;258.3
2007;4;3;300.2
2007;4;4;305.0
2007;4;5;292.4
2007;4;6;249.6
2007;4;7;260.9
2007;4;8;241.6
2007;4;9;288.1
2007;4;10;300.0
2007;4;11;302.6
2007;4;12;298.6
2007;4;13;299.3
2007;4;14;283.5
2007;4;15;257.2
2007;4;16;309.1
2007;4;17;325.0
2007;4;18;337.4
2007;4;19;340.9
2007;4;20;318.7
2007;4;21;284.8
2007;4;22;260.4
2007;4;23;301.8
2007;4;24;303.1
2007;4;25;305.6
2007;4;26;308.8
2007;4;27;307.4
2007;4;28;280.8
2007;4;29;254.7
2007;4;30;292.2
2007;5;1;241.5
2007;5;2;298.3
2007;5;3;309.3
2007;5;4;312.9
2007;5;5;285.7
2007;5;6;256.8
2007;5;7;310.3
2007;5;8;327.8
2007;5;9;328.9
2007;5;10;328.3
2007;5;11;319.8
2007;5;12;299.3
2007;5;13;272.4
2007;5;14;319.4
2007;5;15;325.4
2007;5;16;323.5
2007;5;17;322.5
2007;5;18;313.0
2007;5;19;291.5
2007;5;20;263.1
2007;5;21;311.9
2007;5;22;325.6
2007;5;23;330.9
2007;5;24;328.9
2007;5;25;283.9
2007;5;26;291.4
2007;5;27;277.8
2007;5;28;349.5
2007;5;29;356.0
2007;5;30;353.4
2007;5;31;353.0
2007;6;1;340.4
2007;6;2;311.2
2007;6;3;276.1
2007;6;4;320.2
2007;6;5;325.1
2007;6;6;326.8
2007;6;7;330.2
2007;6;8;336.8
2007;6;9;312.6
2007;6;10;280.3
2007;6;11;329.4
2007;6;12;340.9
2007;6;13;343.0
2007;6;14;351.3
2007;6;15;351.0
2007;6;16;319.8
2007;6;17;277.6
2007;6;18;291.7
2007;6;19;339.4
2007;6;20;340.8
2007;6;21;334.4
2007;6;22;333.2
2007;6;23;305.6
2007;6;24;287.3
2007;6;25;338.7
2007;6;26;338.0
2007;6;27;334.6
2007;6;28;337.6
2007;6;29;332.2
2007;6;30;305.5
2007;7;1;284.4
2007;7;2;334.6
2007;7;3;341.4
2007;7;4;329.4
2007;7;5;320.4
2007;7;6;315.5
2007;7;7;308.1
2007;7;8;289.3
2007;7;9;302.6
2007;7;10;350.8
2007;7;11;352.0
2007;7;12;349.5
2007;7;13;345.7
2007;7;14;312.9
2007;7;15;283.3
2007;7;16;322.2
2007;7;17;320.2
2007;7;18;319.7
2007;7;19;313.8
2007;7;20;309.4
2007;7;21;297.2
2007;7;22;279.8
2007;7;23;328.0
2007;7;24;336.3
2007;7;25;339.7
2007;7;26;326.6
2007;7;27;329.5
2007;7;28;311.2
2007;7;29;286.0
2007;7;30;330.5
2007;7;31;328.0
2007;8;1;343.7
2007;8;2;351.5
2007;8;3;358.0
2007;8;4;322.8
2007;8;5;299.9
2007;8;6;343.1
2007;8;7;333.3
2007;8;8;323.8
2007;8;9;324.8
2007;8;10;335.9
2007;8;11;308.6
2007;8;12;284.9
2007;8;13;315.6
2007;8;14;309.6
2007;8;15;309.5
2007;8;16;328.2
2007;8;17;343.1
2007;8;18;320.4
2007;8;19;293.3
2007;8;20;283.2
2007;8;21;324.5
2007;8;22;327.5
2007;8;23;321.1
2007;8;24;322.8
2007;8;25;308.5
2007;8;26;288.8
2007;8;27;327.9
2007;8;28;324.4
2007;8;29;325.6
2007;8;30;325.0
2007;8;31;316.7
2007;9;1;285.5
2007;9;2;258.0
2007;9;3;296.5
2007;9;4;299.3
2007;9;5;307.5
2007;9;6;303.9
2007;9;7;295.1
2007;9;8;281.8
2007;9;9;260.4
2007;9;10;306.4
2007;9;11;309.8
2007;9;12;314.2
2007;9;13;314.5
2007;9;14;309.6
2007;9;15;290.0
2007;9;16;266.1
2007;9;17;313.7
2007;9;18;316.0
2007;9;19;308.1
2007;9;20;304.3
2007;9;21;301.3
2007;9;22;276.8
2007;9;23;254.9
2007;9;24;299.1
2007;9;25;304.1
2007;9;26;302.5
2007;9;27;297.0
2007;9;28;295.7
2007;9;29;271.8
2007;9;30;247.0
2007;10;1;302.6
2007;10;2;304.4
2007;10;3;305.1
2007;10;4;308.3
2007;10;5;312.4
2007;10;6;273.2
2007;10;7;243.9
2007;10;8;290.9
2007;10;9;306.7
2007;10;10;303.8
2007;10;11;307.1
2007;10;12;306.6
2007;10;13;274.6
2007;10;14;244.0
2007;10;15;245.6
2007;10;16;287.1
2007;10;17;297.9
2007;10;18;301.7
2007;10;19;308.5
2007;10;20;282.1
2007;10;21;245.1
2007;10;22;299.4
2007;10;23;309.6
2007;10;24;316.1
2007;10;25;321.4
2007;10;26;315.8
2007;10;27;280.7
2007;10;28;253.9
2007;10;29;311.3
2007;10;30;316.6
2007;10;31;311.2
2007;11;1;293.8
2007;11;2;299.0
2007;11;3;276.7
2007;11;4;246.0
2007;11;5;292.5
2007;11;6;305.5
2007;11;7;320.1
2007;11;8;313.2
2007;11;9;304.9
2007;11;10;272.6
2007;11;11;244.3
2007;11;12;289.5
2007;11;13;301.2
2007;11;14;297.8
2007;11;15;293.7
2007;11;16;295.3
2007;11;17;287.3
2007;11;18;265.6
2007;11;19;318.3
2007;11;20;325.1
2007;11;21;329.1
2007;11;22;335.4
2007;11;23;309.7
2007;11;24;270.4
2007;11;25;252.3
2007;11;26;309.5
2007;11;27;321.2
2007;11;28;329.7
2007;11;29;344.2
2007;11;30;351.6
2007;12;1;316.6
2007;12;2;278.3
2007;12;3;347.5
2007;12;4;334.1
2007;12;5;306.8
2007;12;6;315.6
2007;12;7;323.9
2007;12;8;283.6
2007;12;9;268.1
2007;12;10;315.1
2007;12;11;314.3
2007;12;12;329.0
2007;12;13;348.7
2007;12;14;339.9
2007;12;15;291.8
2007;12;16;262.1
2007;12;17;319.4
2007;12;18;339.5
2007;12;19;341.7
2007;12;20;353.5
2007;12;21;365.8
2007;12;22;321.8
2007;12;23;282.7
2007;12;24;282.5
2007;12;25;245.2
2007;12;26;314.6
2007;12;27;323.2
2007;12;28;329.9
2007;12;29;313.6
2007;12;30;291.8
2007;12;31;315.7
2008;1;1;283.9
2008;1;2;354.6
2008;1;3;355.6
2008;1;4;324.4
2008;1;5;306.1
2008;1;6;295.1
2008;1;7;361.5
2008;1;8;385.2
2008;1;9;381.4
2008;1;10;348.2
2008;1;11;308.6
2008;1;12;284.5
2008;1;13;273.7
2008;1;14;349.6
2008;1;15;381.0
2008;1;16;341.6
2008;1;17;327.0
2008;1;18;331.0
2008;1;19;301.5
2008;1;20;264.4
2008;1;21;320.6
2008;1;22;321.2
2008;1;23;321.1
2008;1;24;331.4
2008;1;25;334.4
2008;1;26;297.6
2008;1;27;268.7
2008;1;28;317.5
2008;1;29;323.9
2008;1;30;322.7
2008;1;31;327.4
2008;2;1;331.9
