time,down2total,lat,lon
2021-01-30,0.53373826,-33.5,-70.625
2021-01-31,0.5642388,-33.5,-70.625
2021-02-01,0.7555126,-33.5,-70.625
2021-02-02,0.78847957,-33.5,-70.625
2021-02-03,0.7982066,-33.5,-70.625
2021-02-04,0.7892796,-33.5,-70.625
2021-02-05,0.77486587,-33.5,-70.625
2021-02-06,0.7761331,-33.5,-70.625
2021-02-07,0.7887252,-33.5,-70.625
2021-02-08,0.7811949,-33.5,-70.625
2021-02-09,0.7505404,-33.5,-70.625
2021-02-10,0.7518733,-33.5,-70.625
2021-02-11,0.7507249,-33.5,-70.625
2021-02-12,0.71276534,-33.5,-70.625
2021-02-13,0.7679806,-33.5,-70.625
2021-02-14,0.79053104,-33.5,-70.625
2021-02-15,0.77444756,-33.5,-70.625
2021-02-16,0.78390384,-33.5,-70.625
2021-02-17,0.7917834,-33.5,-70.625
2021-02-18,0.78511006,-33.5,-70.625
2021-02-19,0.79687595,-33.5,-70.625
2021-02-20,0.80061656,-33.5,-70.625
2021-02-21,0.8027499,-33.5,-70.625
2021-02-22,0.81021106,-33.5,-70.625
2021-02-23,0.8215921,-33.5,-70.625
2021-02-24,0.7989164,-33.5,-70.625
2021-02-25,0.80076766,-33.5,-70.625
2021-02-26,0.7994407,-33.5,-70.625
2021-02-27,0.81392545,-33.5,-70.625
2021-02-28,0.7980944,-33.5,-70.625
2021-03-01,0.54384595,-33.5,-70.625
2021-03-02,0.58947366,-33.5,-70.625
2021-03-03,0.73882914,-33.5,-70.625
2021-03-04,0.76592565,-33.5,-70.625
2021-03-05,0.7571773,-33.5,-70.625
2021-03-06,0.7595768,-33.5,-70.625
2021-03-07,0.77547324,-33.5,-70.625
2021-03-08,0.7815388,-33.5,-70.625
2021-03-09,0.788861,-33.5,-70.625
2021-03-10,0.56436205,-33.5,-70.625
2021-03-11,0.40315107,-33.5,-70.625
2021-03-12,0.765886,-33.5,-70.625
2021-03-13,0.76329386,-33.5,-70.625
2021-03-14,0.75873977,-33.5,-70.625
2021-03-15,0.71555406,-33.5,-70.625
2021-03-16,0.7352937,-33.5,-70.625
2021-03-17,0.7729181,-33.5,-70.625
2021-03-18,0.74111134,-33.5,-70.625
2021-03-19,0.7383049,-33.5,-70.625
2021-03-20,0.8039053,-33.5,-70.625
2021-03-21,0.76270103,-33.5,-70.625
2021-03-22,0.80568236,-33.5,-70.625
2021-03-23,0.7915028,-33.5,-70.625
2021-03-24,0.7843627,-33.5,-70.625
2021-03-25,0.78257793,-33.5,-70.625
2021-03-26,0.81931466,-33.5,-70.625
2021-03-27,0.7954892,-33.5,-70.625
2021-03-28,0.7990673,-33.5,-70.625
2021-03-29,0.7694133,-33.5,-70.625
2021-03-30,0.7711,-33.5,-70.625
2021-03-31,0.74563056,-33.5,-70.625
2021-04-01,0.7729628,-33.5,-70.625
2021-04-02,0.60352933,-33.5,-70.625
2021-04-03,0.8024336,-33.5,-70.625
2021-04-04,0.42401296,-33.5,-70.625
2021-04-05,0.6246397,-33.5,-70.625
2021-04-06,0.76868594,-33.5,-70.625
2021-04-07,0.7776746,-33.5,-70.625
2021-04-08,0.7655195,-33.5,-70.625
2021-04-09,0.78051627,-33.5,-70.625
2021-04-10,0.7897051,-33.5,-70.625
2021-04-11,0.80608577,-33.5,-70.625
2021-04-12,0.80469626,-33.5,-70.625
2021-04-13,0.790365,-33.5,-70.625
2021-04-14,0.77837193,-33.5,-70.625
2021-04-15,0.7736826,-33.5,-70.625
2021-04-16,0.77676183,-33.5,-70.625
2021-04-17,0.6215127,-33.5,-70.625
2021-04-18,0.6066593,-33.5,-70.625
2021-04-19,0.74317545,-33.5,-70.625
2021-04-20,0.74966985,-33.5,-70.625
2021-04-21,0.7072242,-33.5,-70.625
2021-04-22,0.6156543,-33.5,-70.625
2021-04-23,0.7632569,-33.5,-70.625
2021-04-24,0.78855515,-33.5,-70.625
2021-04-25,0.78687525,-33.5,-70.625
2021-04-26,0.78699577,-33.5,-70.625
2021-04-27,0.7709032,-33.5,-70.625
2021-04-28,0.7777718,-33.5,-70.625
2021-04-29,0.76276654,-33.5,-70.625
2021-04-30,0.52267146,-33.5,-70.625
2021-05-01,0.66243935,-33.5,-70.625
2021-05-02,0.4297642,-33.5,-70.625
2021-05-03,0.6950688,-33.5,-70.625
2021-05-04,0.5954753,-33.5,-70.625
2021-05-05,0.7316897,-33.5,-70.625
